world,source,start_tick,end_tick,passive_role_near,rekopplung_level,carry_level,strain_level,sensory_level,visual_gap_level,hearing_gap_level,sensory_delta,rekopplung_delta,strain_delta_next,rekopplung_delta_next,preview_carry_next,preview,family,effect_class,passive_only,influences_action,raw_form,drift_pct,abs_drift_pct,avg_abs_return_pct,avg_range_pct,max_range_pct,volume_change_pct,direction_change_ratio,direction_persistence
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1,100,randdrucknaehe,low,low,high,high,low,high,0.0,0.0,-0.012516,0.017164,0,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0,gemischte_rohwelt,0.275914,0.275914,0.066563,0.112838,0.49111,-84.901149,0.5,0.5
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,101,200,brueckennaehe,mid,low,low,high,low,low,0.003406,0.017164,0.012177,-0.009606,1,dio_mcm_episode_1ahj81f,dio_104t,stabil,1,0,wechselhafte_rohwelt,0.628687,0.628687,0.068472,0.106329,0.492625,114.234226,0.520408,0.479592
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,501,600,brueckennaehe,mid,mid,mid,mid,mid,low,0.005534,0.009359,-0.003923,0.005838,1,dio_mcm_episode_1joiyc3,dio_155c,stabil,1,0,laute_oder_druckvolle_rohwelt,0.550952,0.550952,0.126643,0.230311,0.562337,-68.282923,0.642857,0.357143
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,601,700,brueckennaehe,mid,mid,low,high,mid,mid,0.006025,0.005838,0.03039,-0.034276,1,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0,gemischte_rohwelt,-0.038982,0.038982,0.081215,0.12931,0.455926,-46.595322,0.489796,0.510204
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,901,1000,brueckennaehe,mid,mid,low,mid,mid,mid,0.011167,0.008675,0.004082,-0.006542,1,dio_mcm_episode_1joiyc3,dio_1gp2,stabil,1,0,gemischte_rohwelt,-0.148884,0.148884,0.107678,0.200189,0.547313,29.189145,0.510204,0.489796
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1401,1500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,mid,mid,0.013177,0.00597,-0.007308,0.00869,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0,gemischte_rohwelt,0.181286,0.181286,0.092202,0.18446,1.329313,-61.232709,0.5,0.5
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1501,1600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.01061,0.00869,0.008175,-0.00507,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,-0.421703,0.421703,0.068217,0.129267,0.392298,-3.457517,0.5,0.5
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1801,1900,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.011659,0.008721,0.00439,-0.003627,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,wechselhafte_rohwelt,1.033158,1.033158,0.062566,0.117219,0.445376,-14.598049,0.581633,0.418367
BTC_2024_5M,debug\adapted_field_btc_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1901,1994,zentrumsnaehe,high,high,low,high,low,high,-0.006558,-0.003627,0.0,0.0,0,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,wechselhafte_rohwelt,-0.415685,0.415685,0.074422,0.138652,0.562899,86.335974,0.554348,0.445652
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1,100,randdrucknaehe,low,low,high,high,low,mid,0.0,0.0,-0.000617,0.007151,1,dio_mcm_episode_1joiyc3,dio_155c,stabil,1,0,laute_oder_druckvolle_rohwelt,0.37142,0.37142,0.215084,0.435518,1.402498,-85.652939,0.489796,0.510204
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,201,300,brueckennaehe,low,low,mid,high,low,mid,0.006915,0.010147,-0.004096,0.00239,1,dio_mcm_episode_1joiyc3,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,3.347046,3.347046,0.19427,0.403819,1.320789,504.984335,0.489796,0.510204
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,501,600,brueckennaehe,mid,mid,low,high,low,low,0.009406,0.013683,-0.003218,0.004441,1,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0,laute_oder_druckvolle_rohwelt,0.614011,0.614011,0.261833,0.508049,1.348963,-87.178517,0.489796,0.510204
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,601,700,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,low,low,0.004529,0.004441,0.029646,-0.030865,1,dio_mcm_episode_1joiyc3,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,0.802361,0.802361,0.212573,0.419061,1.124931,46.989418,0.5,0.5
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,901,1000,brueckennaehe,mid,mid,low,mid,mid,low,0.007017,0.008932,0.001067,-0.00457,1,dio_mcm_episode_1joiyc3,dio_06s7,stabil,1,0,laute_oder_druckvolle_rohwelt,-3.696038,3.696038,0.258682,0.521078,1.293955,-21.896747,0.479592,0.520408
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1201,1300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,low,mid,0.008887,0.005847,0.006007,-0.005709,1,dio_mcm_episode_0e7qvj1,dio_0l7p,stabil,1,0,laute_oder_druckvolle_rohwelt,-1.541197,1.541197,0.242996,0.500327,1.528319,8.863252,0.520408,0.479592
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1401,1500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.013196,0.007806,0.001047,-0.004042,1,dio_mcm_episode_0e7qvj1,dio_0h9h,stabil,1,0,laute_oder_druckvolle_rohwelt,-1.487854,1.487854,0.219562,0.446395,1.214372,43.335231,0.459184,0.540816
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1801,1900,brueckennaehe,high,high,mid,mid,mid,high,0.00795,0.008805,-0.003795,0.000297,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,2.246354,2.246354,0.234237,0.466993,1.129049,-32.486427,0.571429,0.428571
SOL_2024_5M,debug\adapted_field_sol_2024_5m_2k\dio_mini_lauf_2\episodes.csv,1901,1994,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.007358,0.000297,0.0,0.0,0,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,-4.06716,4.06716,0.21236,0.421081,1.164779,259.204207,0.467391,0.532609
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1,100,randdrucknaehe,low,low,high,high,low,mid,0.0,0.0,-0.007724,0.009277,0,dio_mcm_episode_1ahj81f,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,0.0,0.0,0.027879,0.072938,0.197044,0.467946,0.183673,0.816327
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,601,700,entlastungsnaehe,low,low,high,low,mid,high,-0.000878,-0.00225,-0.004267,-0.004726,1,dio_mcm_episode_1jx2k4i,dio_104t,stabil,1,0,gemischte_rohwelt,-0.09828,0.09828,0.045628,0.100659,0.441826,112.76834,0.295918,0.704082
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,801,900,brueckennaehe,low,low,mid,mid,high,low,0.01037,0.011534,-0.005193,0.01471,1,dio_mcm_episode_1jx2k4i,dio_104t,stabil,1,0,gemischte_rohwelt,0.747384,0.747384,0.059695,0.124194,0.348086,-62.548542,0.295918,0.704082
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,901,1000,brueckennaehe,mid,low,low,high,mid,low,0.012982,0.01471,0.006119,-0.012025,0,dio_mcm_episode_1jx2k4i,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,0.098961,0.098961,0.030954,0.063756,0.24667,-85.758801,0.183673,0.816327
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1101,1200,brueckennaehe,mid,low,mid,high,mid,mid,0.006713,0.006757,-0.00123,0.001088,1,dio_mcm_episode_0dgle71,dio_104t,stabil,1,0,gemischte_rohwelt,0.148515,0.148515,0.03647,0.074176,0.395844,-95.368052,0.295918,0.704082
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1201,1300,brueckennaehe,mid,low,low,high,low,mid,0.004672,0.001088,0.006996,-0.014111,1,dio_mcm_episode_0dgle71,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,-0.148368,0.148368,0.034464,0.065285,0.296589,62.755856,0.183673,0.816327
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1401,1500,brueckennaehe,mid,low,mid,high,low,high,0.017346,0.01505,-0.003703,0.003394,1,dio_mcm_episode_0dgle71,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,-0.197824,0.197824,0.033005,0.060888,0.247525,-90.411387,0.173469,0.826531
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1501,1600,brueckennaehe,mid,low,mid,high,low,mid,0.001273,0.003394,0.010758,-0.013452,1,dio_mcm_episode_0dgle71,dio_104t,stabil,1,0,gemischte_rohwelt,-0.099108,0.099108,0.036026,0.062412,0.148736,805.730897,0.265306,0.734694
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1901,2000,mischrolle_brueckennaehe_entlastungsnaehe,mid,mid,mid,mid,mid,mid,0.009686,0.007345,-0.002006,-0.003098,1,dio_mcm_episode_0dgle71,dio_104t,stabil,1,0,gemischte_rohwelt,0.099305,0.099305,0.044093,0.091282,0.297915,267.650728,0.27551,0.72449
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2301,2400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.027238,0.018854,0.009646,-0.020887,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,0.249004,0.249004,0.020588,0.064116,0.198708,-82.404285,0.102041,0.897959
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2901,3000,brueckennaehe,mid,mid,low,mid,high,low,0.014388,0.012878,0.002107,-0.003998,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0,gemischte_rohwelt,0.25025,0.25025,0.048889,0.118763,0.44955,769.23192,0.214286,0.785714
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3101,3200,brueckennaehe,mid,high,low,mid,high,low,0.010038,0.00534,0.00705,-0.001585,1,dio_mcm_episode_0ykar6i,dio_1uof,stabil,1,0,gemischte_rohwelt,0.350175,0.350175,0.055912,0.122657,0.298954,-41.68798,0.285714,0.714286
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3401,3500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,high,low,0.014308,0.017063,-0.000862,0.003044,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0,gemischte_rohwelt,-0.24667,0.24667,0.050442,0.114238,0.49505,-99.91974,0.27551,0.72449
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3501,3600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.007535,0.003044,0.003125,-0.00563,1,dio_mcm_episode_0ykar6i,dio_14wj,stabil,1,0,gemischte_rohwelt,0.049456,0.049456,0.029476,0.077651,0.247158,3011.556705,0.183673,0.816327
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3701,3800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.016501,0.012991,0.009486,-0.016715,0,dio_mcm_episode_0ykar6i,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,-0.099059,0.099059,0.019019,0.054011,0.346706,-98.810907,0.102041,0.897959
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3801,3900,entlastungsnaehe,mid,mid,high,mid,low,high,-0.017787,-0.016715,-0.001697,-0.001931,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0,ruhige_enge_rohwelt,0.347222,0.347222,0.031509,0.065841,0.346706,419.372929,0.163265,0.836735
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4001,4100,brueckennaehe,mid,mid,low,high,mid,low,0.007992,0.00491,0.00102,0.011449,1,dio_mcm_episode_0ybr5e3,dio_1fll,stabil,1,0,gemischte_rohwelt,0.593178,0.593178,0.046748,0.091083,0.589971,-48.866213,0.214286,0.785714
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4101,4200,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.006489,0.011449,0.00734,-0.012612,0,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,0.294985,0.294985,0.029718,0.066187,0.489956,2134.567901,0.163265,0.836735
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4401,4500,brueckennaehe,mid,mid,low,mid,high,low,0.014412,0.009125,-0.001135,0.005623,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0,gemischte_rohwelt,-0.344658,0.344658,0.061307,0.120883,0.394672,23137.354086,0.316327,0.683673
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4501,4600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,high,low,0.002648,0.005623,0.006307,-0.005124,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,gemischte_rohwelt,-0.345679,0.345679,0.053427,0.10436,0.345508,-96.607357,0.316327,0.683673
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4801,4900,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.020964,0.014783,0.00099,0.001564,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,gemischte_rohwelt,0.149701,0.149701,0.040816,0.091291,0.348432,-25.593478,0.255102,0.744898
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4901,5000,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.005553,0.001564,0.00597,-0.015774,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0,ruhige_enge_rohwelt,0.099701,0.099701,0.020129,0.058782,0.199402,9.639777,0.05102,0.94898
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5101,5200,brueckennaehe,mid,high,low,mid,high,low,0.006891,0.008939,2e-05,0.007828,1,dio_mcm_episode_0ybr5e3,dio_00ja,stabil,1,0,gemischte_rohwelt,0.298507,0.298507,0.056185,0.131109,0.347913,-82.828102,0.336735,0.663265
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5201,5300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.012513,0.007828,0.003417,-0.008063,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,gemischte_rohwelt,0.297619,0.297619,0.034048,0.087715,0.297177,61.318052,0.244898,0.755102
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5401,5500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.019977,0.010963,0.007448,-0.007527,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,gemischte_rohwelt,-0.14918,0.14918,0.033627,0.083002,0.248509,-58.510638,0.204082,0.795918
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5701,5800,brueckennaehe,high,mid,mid,high,low,high,0.016744,0.009518,0.010926,-0.014604,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0,ruhige_enge_rohwelt,0.14918,0.14918,0.028619,0.04424,0.149105,49.579832,0.244898,0.755102
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5901,6000,mischrolle_brueckennaehe_entlastungsnaehe,high,mid,mid,mid,mid,high,0.012629,0.010171,-0.000796,-0.002739,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,gemischte_rohwelt,0.049801,0.049801,0.040711,0.068186,0.24888,-80.107182,0.255102,0.744898
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6101,6200,entlastungsnaehe,mid,mid,mid,mid,mid,high,0.001012,-0.003898,-0.002394,-0.00178,0,dio_mcm_episode_0ybr5e3,dio_00ly,stabil,1,0,gemischte_rohwelt,0.099701,0.099701,0.042289,0.079243,0.249501,57.196613,0.204082,0.795918
