passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,world,run,family,pattern,tick,timestamp_ms,visual,tone,field,before_tension,target_tension,delta_tension,before_rekopplung,target_rekopplung,delta_rekopplung,before_strain,target_strain,delta_strain,visual_sharpness,visual_distance,auditory_loudness,auditory_listen,raw_field_intake,adapted_field_intake
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,233,1722137100000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.082410875,0.067774,-0.014636874999999994,0.697707625,0.709724,0.012016374999999968,0.146709625,0.12148,-0.025229625000000006,0.689328,0.310672,0.124922,0.833498,0.07695,0.067774
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,321,1722163500000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.10338362499999999,0.068186,-0.035197624999999996,0.694627875,0.706674,0.012046125000000019,0.147717,0.129161,-0.01855599999999999,0.656168,0.343832,0.133502,0.813287,0.078088,0.068186
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,357,1722174300000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.13398625,0.091174,-0.042812249999999996,0.685734875,0.709197,0.023462125,0.164468125,0.138251,-0.02621712499999998,0.586481,0.413519,0.16392,0.798873,0.105657,0.091174
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,369,1722177900000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.130420125,0.063737,-0.066683125,0.6783385,0.72323,0.044891500000000084,0.166689375,0.122285,-0.044404374999999996,0.670585,0.329415,0.109527,0.839675,0.072456,0.063737
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,699,1722276900000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.110526,0.077199,-0.033326999999999996,0.6856035,0.71927,0.03366649999999993,0.158629125,0.130355,-0.02827412500000001,0.666863,0.333137,0.134706,0.814321,0.08824,0.077199
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,884,1722332400000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.110052875,0.075212,-0.03484087499999999,0.7053517499999999,0.713171,0.007819250000000055,0.1527165,0.138302,-0.014414499999999997,0.65995,0.34005,0.150008,0.79934,0.086363,0.075212
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,233,1722137100000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.082410875,0.067774,-0.014636874999999994,0.69607575,0.707531,0.011455250000000028,0.145687,0.120124,-0.025563000000000016,0.689328,0.310672,0.124922,0.833498,0.07695,0.067774
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,357,1722174300000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.13398625,0.091174,-0.042812249999999996,0.684598125,0.707366,0.022767875000000104,0.163793,0.137136,-0.026656999999999986,0.586481,0.413519,0.16392,0.798873,0.105657,0.091174
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,369,1722177900000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.130420125,0.063737,-0.066683125,0.677204375,0.721784,0.04457962500000001,0.16599962499999998,0.121366,-0.04463362499999998,0.670585,0.329415,0.109527,0.839675,0.072456,0.063737
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,699,1722276900000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.110526,0.077199,-0.033326999999999996,0.6846077500000001,0.718568,0.033960249999999914,0.15804225,0.129857,-0.028185249999999995,0.666863,0.333137,0.134706,0.814321,0.08824,0.077199
1,0,0,0,0,0,0,feld_5m,follow_candidate_negative_stress_2024_5m_1k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,884,1722332400000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.110052875,0.075212,-0.03484087499999999,0.7048065,0.712832,0.008025500000000019,0.15237425,0.138021,-0.014353249999999984,0.65995,0.34005,0.150008,0.79934,0.086363,0.075212
