passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,world,run,family,pattern,tick,timestamp_ms,visual,tone,field,before_tension,target_tension,delta_tension,before_rekopplung,target_rekopplung,delta_rekopplung,before_strain,target_strain,delta_strain,visual_sharpness,visual_distance,auditory_loudness,auditory_listen,raw_field_intake,adapted_field_intake
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_1,dio_00ly,kippnaehe,11,1735729200000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.14762325,0.102072,-0.045551250000000015,0.670339125,0.669281,-0.0010581250000000209,0.16948875,0.164138,-0.0053507499999999875,0.685519,0.314481,0.186421,0.780208,0.102072,0.08885
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,309,1736802000000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,0.140916375,0.094811,-0.046105375000000004,0.678628,0.718615,0.039986999999999995,0.18092425,0.136013,-0.044911250000000014,0.81955,0.18045,0.162278,0.808881,0.094811,0.083927
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,379,1737054000000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.144762375,0.074718,-0.07004437499999999,0.679917625,0.729486,0.049568375,0.17694775000000001,0.125156,-0.051791750000000025,0.716813,0.283187,0.119886,0.869346,0.074718,0.066342
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1178,1739930400000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.09566225,0.065087,-0.030575249999999998,0.708676625,0.72723,0.018553375000000094,0.146042125,0.13067,-0.015372124999999986,0.702015,0.297985,0.107137,0.879146,0.065087,0.057897
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1341,1740517200000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.11861674999999999,0.07568,-0.042936749999999996,0.689603375,0.725055,0.03545162499999999,0.15784675,0.132506,-0.025340749999999995,0.756125,0.243875,0.120631,0.86684,0.07568,0.067317
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1733,1741928400000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.094997,0.078862,-0.016134999999999997,0.709549,0.730663,0.021113999999999966,0.145258,0.124037,-0.021221000000000004,0.702916,0.297084,0.136284,0.835641,0.078862,0.069613
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1846,1742335200000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.09575700000000001,0.080034,-0.015723000000000015,0.7086106249999999,0.731348,0.02273737500000006,0.148525,0.12865,-0.019875000000000004,0.70562,0.29438,0.137967,0.820892,0.080034,0.070452
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1862,1742392800000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.11643575,0.062662,-0.05377375000000001,0.713432,0.731072,0.0176400000000001,0.142691125,0.12795,-0.014741124999999994,0.77182,0.22818,0.104044,0.866862,0.062662,0.055971
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_2,dio_00ly,kippnaehe,11,1735729200000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.14762325,0.102072,-0.045551250000000015,0.6684950000000001,0.666744,-0.001751000000000058,0.168302875,0.162526,-0.005776874999999987,0.685519,0.314481,0.186421,0.780208,0.102072,0.08885
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,309,1736802000000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,0.140916375,0.094811,-0.046105375000000004,0.678439,0.717922,0.039482999999999935,0.180772875,0.135515,-0.045257875,0.81955,0.18045,0.162278,0.808881,0.094811,0.083927
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,379,1737054000000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.144762375,0.074718,-0.07004437499999999,0.67915,0.728779,0.04962899999999992,0.176480125,0.124726,-0.051754124999999984,0.716813,0.283187,0.119886,0.869346,0.074718,0.066342
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1178,1739930400000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.09566225,0.065087,-0.030575249999999998,0.7081365,0.727151,0.019014500000000045,0.14563975,0.130621,-0.015018750000000025,0.702015,0.297985,0.107137,0.879146,0.065087,0.057897
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1341,1740517200000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.11861674999999999,0.07568,-0.042936749999999996,0.68893175,0.724996,0.03606425000000002,0.157423625,0.132475,-0.024948625000000002,0.756125,0.243875,0.120631,0.86684,0.07568,0.067317
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1733,1741928400000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.094997,0.078862,-0.016134999999999997,0.708931375,0.730624,0.02169262500000002,0.144858875,0.12402,-0.020838874999999993,0.702916,0.297084,0.136284,0.835641,0.078862,0.069613
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1846,1742335200000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.09575700000000001,0.080034,-0.015723000000000015,0.7082085,0.731306,0.023097499999999993,0.148293875,0.128629,-0.019664875,0.70562,0.29438,0.137967,0.820892,0.080034,0.070452
1,0,0,0,0,0,0,zeit_1h,independent_btc2025_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1862,1742392800000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.11643575,0.062662,-0.05377375000000001,0.71297625,0.731043,0.01806675000000002,0.142427125,0.127935,-0.014492124999999995,0.77182,0.22818,0.104044,0.866862,0.062662,0.055971
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,kippnaehe,76,1735712400000000,wechselnde_form,geordnetes_hinhoeren,offen,0.14127025,0.09218,-0.049090250000000016,0.67813325,0.662577,-0.01555625000000005,0.163164,0.1711,0.007935999999999999,0.596318,0.403682,0.144179,0.834215,0.09218,0.080158
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,378,1735803000000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.0847145,0.066096,-0.018618499999999996,0.708453125,0.718491,0.010037874999999974,0.1413795,0.122412,-0.018967499999999984,0.711546,0.288454,0.108515,0.860098,0.066096,0.058671
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,561,1735857900000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.120206625,0.066884,-0.053322625,0.6863136249999999,0.721987,0.03567337500000012,0.168356375,0.122645,-0.045711375,0.683554,0.316446,0.103081,0.86427,0.066884,0.059222
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,749,1735914300000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,0.121930625,0.085308,-0.036622625000000006,0.7112866250000001,0.716911,0.005624374999999904,0.15227675000000002,0.140656,-0.011620750000000013,0.771664,0.228336,0.145311,0.850514,0.085308,0.075823
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,863,1735948500000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10964425,0.071646,-0.03799825,0.709906375,0.722918,0.013011624999999971,0.1526865,0.130301,-0.022385500000000003,0.64672,0.35328,0.104777,0.844278,0.071646,0.062891
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,949,1735974300000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.113711375,0.068945,-0.044766375,0.703765125,0.728264,0.02449887500000003,0.1558325,0.123284,-0.03254850000000001,0.692444,0.307556,0.114739,0.833136,0.068945,0.060748
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1001,1735989900000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.105254,0.082778,-0.022475999999999996,0.7105695,0.723949,0.013379499999999989,0.1474285,0.131065,-0.016363500000000003,0.690105,0.309895,0.148063,0.814682,0.082778,0.072654
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1199,1736049300000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.162402875,0.079587,-0.082815875,0.683133125,0.723924,0.040790875000000004,0.164666625,0.131298,-0.03336862500000001,0.669481,0.330519,0.127972,0.826176,0.079587,0.069815
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1204,1736050800000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.154582875,0.095256,-0.059326875000000015,0.694048875,0.723559,0.029510124999999943,0.161806625,0.132983,-0.02882362500000002,0.669675,0.330325,0.165987,0.810535,0.095256,0.083295
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,kippnaehe,76,1735712400000000,wechselnde_form,geordnetes_hinhoeren,offen,0.14127025,0.09218,-0.049090250000000016,0.6760072500000001,0.659665,-0.016342250000000114,0.161822125,0.169271,0.007448874999999994,0.596318,0.403682,0.144179,0.834215,0.09218,0.080158
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,378,1735803000000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.0847145,0.066096,-0.018618499999999996,0.707546875,0.717098,0.009551124999999994,0.14080025,0.121412,-0.019388249999999982,0.711546,0.288454,0.108515,0.860098,0.066096,0.058671
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,561,1735857900000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.120206625,0.066884,-0.053322625,0.6857156249999999,0.720943,0.03522737500000006,0.167954125,0.121921,-0.04603312500000001,0.683554,0.316446,0.103081,0.86427,0.066884,0.059222
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,749,1735914300000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,offen,0.121930625,0.085308,-0.036622625000000006,0.710898625,0.71695,0.00605137499999997,0.151965,0.140614,-0.011351,0.771664,0.228336,0.145311,0.850514,0.085308,0.075823
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,863,1735948500000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10964425,0.071646,-0.03799825,0.709840375,0.722926,0.01308562499999999,0.152608,0.130324,-0.022283999999999998,0.64672,0.35328,0.104777,0.844278,0.071646,0.062891
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,949,1735974300000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.113711375,0.068945,-0.044766375,0.703340625,0.728266,0.024925374999999916,0.155572,0.123304,-0.03226799999999999,0.692444,0.307556,0.114739,0.833136,0.068945,0.060748
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1001,1735989900000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.105254,0.082778,-0.022475999999999996,0.710201125,0.723952,0.013750875000000051,0.147169625,0.131086,-0.01608362499999999,0.690105,0.309895,0.148063,0.814682,0.082778,0.072654
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1199,1736049300000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.162402875,0.079587,-0.082815875,0.6826055,0.723929,0.04132350000000007,0.1643245,0.131319,-0.03300550000000002,0.669481,0.330519,0.127972,0.826176,0.079587,0.069815
1,0,0,0,0,0,0,feld_5m,independent_btc2025_5m_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1204,1736050800000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.154582875,0.095256,-0.059326875000000015,0.6936656250000001,0.723567,0.029901374999999897,0.161548625,0.133006,-0.028542624999999988,0.669675,0.330325,0.165987,0.810535,0.095256,0.083295
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,kippnaehe,10,1735725600000000,wechselnde_form,geordnetes_hinhoeren,offen,0.121611125,0.11251,-0.009101125000000002,0.672975625,0.664509,-0.00846662499999995,0.164755375,0.170884,0.006128624999999999,0.592079,0.407921,0.173189,0.828021,0.11251,0.097728
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,484,1737432000000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.11858425,0.073772,-0.04481225,0.667821125,0.716836,0.04901487500000001,0.175309375,0.135933,-0.03937637499999999,0.674843,0.325157,0.117013,0.852956,0.073772,0.065094
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,873,1738832400000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.100244875,0.078602,-0.021642874999999992,0.7113922500000001,0.717252,0.005859749999999941,0.1436175,0.135896,-0.00772150000000002,0.621607,0.378393,0.10997,0.842793,0.078602,0.068748
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1109,1739682000000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,offen,0.106157375,0.094522,-0.011635375000000003,0.717300125,0.716831,-0.00046912499999995916,0.14479475,0.138389,-0.006405749999999988,0.643105,0.356895,0.145331,0.807621,0.094522,0.082327
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1140,1739793600000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.14885125,0.073014,-0.07583725,0.69375025,0.730747,0.03699675000000002,0.169349,0.120639,-0.04871,0.712079,0.287921,0.122704,0.825948,0.073014,0.06438
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1149,1739826000000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.155695,0.075294,-0.080401,0.6882255,0.725608,0.037382499999999985,0.164248375,0.126082,-0.038166375,0.684598,0.315402,0.118929,0.87001,0.075294,0.066586
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1237,1740142800000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10372325,0.07354,-0.03018325000000001,0.69855475,0.730932,0.032377250000000024,0.14925075000000002,0.122142,-0.027108750000000015,0.667025,0.332975,0.115132,0.838615,0.07354,0.064644
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1401,1740733200000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.149512875,0.066361,-0.08315187499999999,0.6782382499999999,0.728069,0.049830750000000035,0.174805125,0.127546,-0.04725912500000001,0.796839,0.203161,0.104683,0.862025,0.066361,0.059265
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1539,1741230000000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.14457375,0.062758,-0.08181575,0.689499625,0.720884,0.03138437500000002,0.167251875,0.135343,-0.031908875,0.640526,0.359474,0.092814,0.863185,0.062758,0.055214
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1603,1741460400000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.091433125,0.071929,-0.019504124999999997,0.718909,0.725573,0.006664000000000003,0.13910175,0.131105,-0.007996749999999997,0.692922,0.307078,0.12071,0.858367,0.071929,0.063695
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1842,1742320800000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.10135712499999999,0.075067,-0.026290124999999998,0.717473875,0.724953,0.00747912499999992,0.146618875,0.135832,-0.010786875000000001,0.699046,0.300954,0.129098,0.864223,0.075067,0.066585
1,0,0,0,0,0,0,zeit_1h,independent_sol2025_1h_2k,dio_mini_lauf_2,dio_00ly,kippnaehe,10,1735725600000000,wechselnde_form,geordnetes_hinhoeren,offen,0.121611125,0.11251,-0.009101125000000002,0.670577,0.66161,-0.008966999999999947,0.163279,0.169042,0.00576299999999999,0.592079,0.407921,0.173189,0.828021,0.11251,0.097728
