passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,world,run,family,pattern,tick,timestamp_ms,visual,tone,field,before_tension,target_tension,delta_tension,before_rekopplung,target_rekopplung,delta_rekopplung,before_strain,target_strain,delta_strain,visual_sharpness,visual_distance,auditory_loudness,auditory_listen,raw_field_intake,adapted_field_intake
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,kippnaehe,20,1716313200000,wechselnde_form,geordnetes_hinhoeren,offen,0.113267,0.065323,-0.047944,0.6471201249999999,0.66691,0.019789875000000068,0.190665375,0.163841,-0.02682437500000001,0.629849,0.370151,0.111193,0.878247,0.074162,0.065323
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,410,1716430200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.116217375,0.063289,-0.052928375,0.687564375,0.724107,0.03654262499999994,0.1567625,0.137024,-0.019738499999999992,0.698754,0.301246,0.120756,0.859107,0.071471,0.063289
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,438,1716438600000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10522725,0.063063,-0.04216425,0.698942625,0.72976,0.030817374999999925,0.154298125,0.137011,-0.017287125000000014,0.671095,0.328905,0.105363,0.852607,0.071527,0.063063
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,953,1716593100000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.124115375,0.062939,-0.061176375000000005,0.697219,0.728016,0.030796999999999963,0.15929325,0.137799,-0.021494249999999993,0.728693,0.271307,0.124086,0.83111,0.071216,0.062939
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1026,1716615000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.08839875,0.070978,-0.01742075,0.718137125,0.730843,0.012705874999999978,0.14356,0.137881,-0.00567899999999999,0.692102,0.307898,0.138289,0.823674,0.080751,0.070978
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1382,1716721800000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.147287625,0.071633,-0.075654625,0.6852635,0.731027,0.04576349999999996,0.16038249999999998,0.134616,-0.02576649999999997,0.660584,0.339416,0.119309,0.839184,0.081542,0.071633
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1480,1716751200000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.121866125,0.070819,-0.05104712500000001,0.712742125,0.731469,0.01872687500000003,0.149286625,0.137827,-0.011459625000000001,0.695194,0.304806,0.140999,0.825039,0.080483,0.070819
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1591,1716784500000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.07901274999999999,0.07243,-0.006582749999999998,0.724758125,0.729445,0.004686874999999979,0.13769275,0.137156,-0.0005367500000000025,0.665377,0.334623,0.128376,0.826966,0.082622,0.07243
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1681,1716811500000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.13263625,0.0654,-0.06723625000000001,0.6845988749999999,0.730305,0.04570612500000004,0.17480675,0.137655,-0.03715175000000001,0.719605,0.280395,0.127023,0.864508,0.073633,0.0654
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1794,1716845400000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.10147825,0.063654,-0.037824250000000004,0.713779375,0.729185,0.015405624999999978,0.149419375,0.136908,-0.012511374999999991,0.624069,0.375931,0.097204,0.865587,0.072424,0.063654
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,2156,1716954000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.088882,0.063388,-0.025494000000000003,0.714703,0.734479,0.019776000000000016,0.14322775000000001,0.132813,-0.010414750000000028,0.760942,0.239058,0.122735,0.845688,0.071312,0.063388
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,2340,1717009200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.11467525,0.065025,-0.04965025000000001,0.705408125,0.731527,0.026118874999999986,0.15442225,0.136184,-0.01823825000000001,0.624341,0.375659,0.100223,0.852688,0.07417,0.065025
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,2541,1717069500000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.105762125,0.070043,-0.035719125000000004,0.710266125,0.730193,0.01992687500000001,0.148829625,0.137966,-0.010863624999999988,0.773613,0.226387,0.135553,0.835831,0.07893,0.070043
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,3199,1717266900000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.141275125,0.064353,-0.07692212500000001,0.700239625,0.734686,0.03444637499999992,0.16822662500000002,0.135837,-0.032389625000000005,0.647286,0.352714,0.095115,0.879044,0.072809,0.064353
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,kippnaehe,20,1716313200000,wechselnde_form,geordnetes_hinhoeren,offen,0.113267,0.065323,-0.047944,0.64523175,0.664333,0.01910124999999996,0.189464875,0.162184,-0.02728087500000001,0.629849,0.370151,0.111193,0.878247,0.074162,0.065323
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,410,1716430200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.116217375,0.063289,-0.052928375,0.685837,0.724407,0.03856999999999999,0.155678,0.137205,-0.018473000000000017,0.698754,0.301246,0.120756,0.859107,0.071471,0.063289
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,438,1716438600000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10522725,0.063063,-0.04216425,0.698217125,0.729999,0.03178187499999996,0.153772875,0.137159,-0.016613875,0.671095,0.328905,0.105363,0.852607,0.071527,0.063063
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,1382,1716721800000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.147287625,0.071633,-0.075654625,0.684188875,0.731101,0.04691212499999997,0.15974175000000002,0.134659,-0.025082750000000015,0.660584,0.339416,0.119309,0.839184,0.081542,0.071633
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,1480,1716751200000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.121866125,0.070819,-0.05104712500000001,0.71245675,0.731467,0.019010250000000006,0.149028875,0.137831,-0.011197874999999996,0.695194,0.304806,0.140999,0.825039,0.080483,0.070819
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,1591,1716784500000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.07901274999999999,0.07243,-0.006582749999999998,0.724575375,0.729452,0.004876624999999968,0.13756575,0.137165,-0.0004007499999999775,0.665377,0.334623,0.128376,0.826966,0.082622,0.07243
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,1681,1716811500000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.13263625,0.0654,-0.06723625000000001,0.6842685,0.730322,0.04605350000000008,0.174571625,0.137671,-0.03690062500000002,0.719605,0.280395,0.127023,0.864508,0.073633,0.0654
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,1794,1716845400000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.10147825,0.063654,-0.037824250000000004,0.713631625,0.729225,0.01559337500000002,0.149323125,0.136936,-0.012387124999999999,0.624069,0.375931,0.097204,0.865587,0.072424,0.063654
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,2156,1716954000000,stabile_scharfe_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.088882,0.063388,-0.025494000000000003,0.714707875,0.734527,0.01981912500000005,0.1432105,0.132847,-0.010363499999999998,0.760942,0.239058,0.122735,0.845688,0.071312,0.063388
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,2340,1717009200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.11467525,0.065025,-0.04965025000000001,0.70521,0.731564,0.02635399999999999,0.15428125,0.136213,-0.018068250000000008,0.624341,0.375659,0.100223,0.852688,0.07417,0.065025
1,0,0,0,0,0,0,feld_5m,follow_candidate_btc_quiet_2024_5m_4k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,3199,1717266900000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.141275125,0.064353,-0.07692212500000001,0.700021875,0.734678,0.03465612500000004,0.16808700000000001,0.135836,-0.032251,0.647286,0.352714,0.095115,0.879044,0.072809,0.064353
