preview_symbol,role_reading,count,world_count,depth_score,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score,quiet_share,stress_share,shift_share,stress_shift_share,top_milieu_share,distribution_entropy
dio_mcm_episode_1rj8742,breite_grundrolle,18410,44,0.722961,REAL_FOLLOW_BTC_6000,0.08403,REAL_FOLLOW_BTC_6000:1547;BTC_STRESS_2025_5M:870;FOLLOW_EQ10K_PAXG_2024_5M:858;REAL_FOLLOW_XRP_6000:838;REAL_FOLLOW_DOGE_6000:750;BTC_FIELD_QUIET_04:718;BTC_LONG_2024_5M_QUIET:694;REAL_FOLLOW_SOL_6000:682;FOLLOW_KAS_2024_5M_2000:660;PAXG_1H_A:645,quiet:3766;btc:3646;paxg:2795;xrp:2004;doge:1746;shift:1478;other:1049;sol:993;stress:933,0.939844,0.549909,0.159559,0.0,0.204563,0.050679,0.080282,0.130961,0.204563,0.942405
dio_mcm_episode_0icnf2v,breite_grundrolle,96051,43,0.827987,REAL_TIME_2023_SOL_ALTSEQ_A,0.071556,REAL_TIME_2023_SOL_ALTSEQ_A:6873;FOLLOW_DOGE_2024_5M_2000:6679;REAL_FOLLOW_DOGE_6000:6538;FOLLOW_XRP_2024_5M_2000:6192;REAL_FOLLOW_BTC_6000:5866;BTC_10K_A:5850;SOL_10K_A:5602;REAL_FOLLOW_SOL_6000:5581;REAL_FOLLOW_XRP_6000:4315;REAL_TIME_2024_BTC_5M:4261,sol:21480;btc:16165;xrp:14825;doge:13691;quiet:11832;paxg:11178;stress:4643;other:2131;shift:106,0.914052,0.340267,0.174432,0.0,0.123185,0.048339,0.001104,0.049442,0.223631,0.886421
dio_mcm_episode_1qlxgj7,breite_grundrolle,26883,45,0.72213,FOLLOW_EQ10K_PEPE_2024_5M,0.101254,FOLLOW_EQ10K_PEPE_2024_5M:2722;FOLLOW_EQ10K_XLM_2024_5M:2526;FOLLOW_EQ10K_KAS_2024_5M:2466;FOLLOW_EQ10K_XRP_2024_5M:2420;FOLLOW_EQ10K_DOGE_2024_5M:2338;FOLLOW_EQ10K_TRX_2024_5M:2285;FOLLOW_EQ10K_PAXG_2024_5M:1153;FOLLOW_DOGE_2024_5M_2000:1109;REAL_FOLLOW_SOL_6000:1032;REAL_FOLLOW_DOGE_6000:921,other:10106;xrp:4824;doge:4504;sol:2440;btc:1705;paxg:1304;quiet:1281;shift:470;stress:249,0.862379,0.266036,0.293222,0.0,0.047651,0.009262,0.017483,0.026746,0.375925,0.807388
dio_mcm_episode_12tgchq,breite_grundrolle,51741,30,0.827616,FOLLOW_EQ10K_XLM_2024_5M,0.108057,FOLLOW_EQ10K_XLM_2024_5M:5591;FOLLOW_EQ10K_TRX_2024_5M:4805;FOLLOW_EQ10K_DOGE_2024_5M:4715;FOLLOW_EQ10K_KAS_2024_5M:4470;FOLLOW_EQ10K_XRP_2024_5M:4040;FOLLOW_EQ10K_PEPE_2024_5M:3926;FOLLOW_EQ10K_PAXG_2024_5M:2812;SOL_10K_A:2722;REAL_FOLLOW_XRP_6000:2518;REAL_FOLLOW_SOL_6000:2256,other:18792;xrp:8936;sol:8685;doge:6978;btc:3255;paxg:3152;quiet:1360;stress:578;shift:5,0.834331,0.219951,0.284779,0.006518,0.026285,0.011171,9.7e-05,0.011268,0.363194,0.788327
dio_mcm_episode_0wo0tz1,breite_grundrolle,4721,30,0.670947,BTC_FIELD_QUIET_03,0.093624,BTC_FIELD_QUIET_03:442;BTC_STRESS_2025_5M:419;BTC_STRESS_2024_5M:401;XRP_1H_A:330;FOLLOW_PAXG_2024_5M_2000:327;REAL_TIME_2024_PAXG:327;BTC_10K_A:313;BTC_LONG_2024_5M_QUIET:289;REAL_FOLLOW_DOGE_6000:245;BTC_SHIFT_2025_15M_16000_17000:221,stress:820;quiet:783;paxg:777;btc:692;doge:690;xrp:510;shift:439;sol:7;other:3,0.815103,0.775604,0.125093,0.059487,0.165855,0.173692,0.092989,0.266681,0.173692,0.881626
dio_mcm_episode_0iwh9d2,breite_grundrolle,15849,27,0.836781,REAL_FOLLOW_PAXG_6000,0.178623,REAL_FOLLOW_PAXG_6000:2831;PAXG_1846_A:2460;FOLLOW_EQ10K_PAXG_2024_5M:1844;FOLLOW_EQ10K_DOGE_2024_5M:852;FOLLOW_EQ10K_KAS_2024_5M:851;BTC_LONG_2025_5M_QUIET:742;QUIET_NEAR_BTC_1869:742;REAL_FOLLOW_XRP_6000:649;FOLLOW_EQ10K_XRP_2024_5M:602;REAL_TIME_2024_BTC_5M:565,paxg:7315;quiet:2616;xrp:2216;other:1545;btc:1113;doge:979;sol:65,0.788556,0.18782,0.364982,0.017158,0.165058,0.0,0.0,0.0,0.461543,0.790007
dio_mcm_episode_0tfzgic,breite_grundrolle,8137,30,0.690613,REAL_TIME_2024_SOL_ALTSEQ_A,0.221703,REAL_TIME_2024_SOL_ALTSEQ_A:1804;BTC_LONG_2025_5M_QUIET:1320;QUIET_NEAR_BTC_1869:1317;QUIET_NEAR_PAXG2025_1H:723;QUIET_NEAR_PAXG2024_1H:603;BTC_FIELD_QUIET_02:503;DOGE_1H_A:297;BTC_1H_B:290;REAL_TIME_2023_SOL_ALTSEQ_A:226;FOLLOW_KAS_2024_5M_2000:223,quiet:4601;sol:2030;btc:559;other:369;doge:329;paxg:87;shift:69;xrp:63;stress:30,0.679563,0.166649,0.433437,0.021067,0.565442,0.003687,0.00848,0.012167,0.565442,0.577998
dio_mcm_episode_1yxc2ug,breite_grundrolle,2093,28,0.722572,FOLLOW_EQ10K_DOGE_2024_5M,0.140468,FOLLOW_EQ10K_DOGE_2024_5M:294;FOLLOW_EQ10K_XLM_2024_5M:210;FOLLOW_EQ10K_XRP_2024_5M:210;FOLLOW_EQ10K_TRX_2024_5M:177;FOLLOW_EQ10K_KAS_2024_5M:172;REAL_FOLLOW_XRP_6000:168;FOLLOW_DOGE_2024_5M_2000:126;REAL_FOLLOW_DOGE_6000:115;REAL_FOLLOW_SOL_6000:113;SOL_10K_A:100,other:654;doge:535;xrp:466;sol:254;btc:87;quiet:86;stress:9;paxg:2,0.661915,0.161395,0.204539,0.12386,0.041089,0.0043,0.0,0.0043,0.31247,0.76751
dio_mcm_episode_1eav7xq,breite_grundrolle,747,43,0.710763,FOLLOW_EQ10K_TRX_2024_5M,0.119143,FOLLOW_EQ10K_TRX_2024_5M:89;FOLLOW_EQ10K_XRP_2024_5M:89;FOLLOW_EQ10K_DOGE_2024_5M:81;FOLLOW_EQ10K_KAS_2024_5M:63;FOLLOW_EQ10K_XLM_2024_5M:63;FOLLOW_EQ10K_PEPE_2024_5M:31;FOLLOW_EQ10K_PAXG_2024_5M:27;FOLLOW_XRP_2024_5M_2000:24;REAL_FOLLOW_DOGE_6000:23;REAL_TIME_2024_XRP:21,other:246;xrp:158;doge:128;btc:54;sol:51;quiet:44;paxg:41;shift:14;stress:11,0.625541,0.207476,0.184516,0.183085,0.058902,0.014726,0.018742,0.033467,0.329317,0.834037
dio_mcm_episode_0bsaqu1,breite_grundrolle,699,44,0.702076,FOLLOW_EQ10K_TRX_2024_5M,0.11588,FOLLOW_EQ10K_TRX_2024_5M:81;FOLLOW_EQ10K_XRP_2024_5M:78;FOLLOW_EQ10K_KAS_2024_5M:67;FOLLOW_EQ10K_XLM_2024_5M:67;FOLLOW_EQ10K_DOGE_2024_5M:65;FOLLOW_EQ10K_PEPE_2024_5M:29;FOLLOW_EQ10K_PAXG_2024_5M:28;SOL_10K_A:22;FOLLOW_XRP_2024_5M_2000:20;REAL_FOLLOW_DOGE_6000:19,other:245;xrp:132;doge:109;sol:54;paxg:48;btc:45;quiet:37;stress:18;shift:11,0.622203,0.220125,0.194413,0.187772,0.052933,0.025751,0.015737,0.041488,0.350501,0.839908
dio_mcm_episode_0vcr3lw,breite_grundrolle,641,42,0.697105,FOLLOW_EQ10K_XRP_2024_5M,0.118565,FOLLOW_EQ10K_XRP_2024_5M:76;FOLLOW_EQ10K_KAS_2024_5M:63;FOLLOW_EQ10K_TRX_2024_5M:61;FOLLOW_EQ10K_DOGE_2024_5M:59;FOLLOW_EQ10K_XLM_2024_5M:58;FOLLOW_EQ10K_PEPE_2024_5M:32;FOLLOW_EQ10K_PAXG_2024_5M:29;REAL_TIME_2023_SOL_ALTSEQ_A:18;FOLLOW_DOGE_2024_5M_2000:17;FOLLOW_XRP_2024_5M_2000:17,other:214;xrp:121;doge:106;paxg:56;sol:51;quiet:37;btc:34;stress:13;shift:9,0.614518,0.205688,0.18273,0.193886,0.057722,0.020281,0.014041,0.034321,0.333853,0.843005
dio_mcm_episode_0nu3wih,breite_grundrolle,2919,20,0.621449,QUIET_NEAR_PAXG2025_1H,0.239466,QUIET_NEAR_PAXG2025_1H:699;FOLLOW_KAS_2024_5M_2000:449;QUIET_NEAR_BTC_FIELD_01:432;SOL_10K_A:406;REAL_TIME_2024_SOL_ALTSEQ_A:219;XRP_1H_A:161;BTC_SHIFT_2025_30M_10000_11000:155;BTC_1H_B:88;BTC_STRESS_2024_5M:67;DOGE_1H_B:64,quiet:1213;sol:649;other:449;xrp:169;shift:155;doge:118;btc:96;stress:70,0.606222,0.286124,0.291539,0.134364,0.415553,0.023981,0.0531,0.077081,0.415553,0.788408
