preview_symbol,role_reading,count,world_count,depth_score,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score,quiet_share,stress_share,shift_share,stress_shift_share,top_milieu_share,distribution_entropy
dio_mcm_episode_1rj8742,breite_grundrolle,18372,43,0.723019,REAL_FOLLOW_BTC_6000,0.084204,REAL_FOLLOW_BTC_6000:1547;BTC_STRESS_2025_5M:870;FOLLOW_EQ10K_PAXG_2024_5M:858;REAL_FOLLOW_XRP_6000:838;REAL_FOLLOW_DOGE_6000:750;BTC_FIELD_QUIET_04:718;BTC_LONG_2024_5M_QUIET:694;REAL_FOLLOW_SOL_6000:682;FOLLOW_KAS_2024_5M_2000:660;PAXG_1H_A:645,quiet:3766;btc:3646;paxg:2795;xrp:2004;doge:1746;shift:1478;other:1011;sol:993;stress:933,0.939377,0.550368,0.159889,0.0,0.204986,0.050784,0.080449,0.131232,0.204986,0.941641
dio_mcm_episode_0icnf2v,breite_grundrolle,95580,42,0.827857,REAL_TIME_2023_SOL_ALTSEQ_A,0.071908,REAL_TIME_2023_SOL_ALTSEQ_A:6873;FOLLOW_DOGE_2024_5M_2000:6679;REAL_FOLLOW_DOGE_6000:6538;FOLLOW_XRP_2024_5M_2000:6192;REAL_FOLLOW_BTC_6000:5866;BTC_10K_A:5850;SOL_10K_A:5602;REAL_FOLLOW_SOL_6000:5581;REAL_FOLLOW_XRP_6000:4315;REAL_TIME_2024_BTC_5M:4261,sol:21480;btc:16165;xrp:14825;doge:13691;quiet:11832;paxg:11178;stress:4643;other:1660;shift:106,0.911558,0.339743,0.175292,0.0,0.123792,0.048577,0.001109,0.049686,0.224733,0.881985
dio_mcm_episode_1qlxgj7,breite_grundrolle,24161,44,0.720114,FOLLOW_EQ10K_XLM_2024_5M,0.104549,FOLLOW_EQ10K_XLM_2024_5M:2526;FOLLOW_EQ10K_KAS_2024_5M:2466;FOLLOW_EQ10K_XRP_2024_5M:2420;FOLLOW_EQ10K_DOGE_2024_5M:2338;FOLLOW_EQ10K_TRX_2024_5M:2285;FOLLOW_EQ10K_PAXG_2024_5M:1153;FOLLOW_DOGE_2024_5M_2000:1109;REAL_FOLLOW_SOL_6000:1032;REAL_FOLLOW_DOGE_6000:921;REAL_FOLLOW_XRP_6000:890,other:7384;xrp:4824;doge:4504;sol:2440;btc:1705;paxg:1304;quiet:1281;shift:470;stress:249,0.880349,0.282233,0.238381,0.0,0.053019,0.010306,0.019453,0.029759,0.305616,0.843248
dio_mcm_episode_12tgchq,breite_grundrolle,47815,29,0.826405,FOLLOW_EQ10K_XLM_2024_5M,0.11693,FOLLOW_EQ10K_XLM_2024_5M:5591;FOLLOW_EQ10K_TRX_2024_5M:4805;FOLLOW_EQ10K_DOGE_2024_5M:4715;FOLLOW_EQ10K_KAS_2024_5M:4470;FOLLOW_EQ10K_XRP_2024_5M:4040;FOLLOW_EQ10K_PAXG_2024_5M:2812;SOL_10K_A:2722;REAL_FOLLOW_XRP_6000:2518;REAL_FOLLOW_SOL_6000:2256;REAL_TIME_2024_SOL_ALTSEQ_A:2172,other:14866;xrp:8936;sol:8685;doge:6978;btc:3255;paxg:3152;quiet:1360;stress:578;shift:5,0.835714,0.225776,0.24445,0.009941,0.028443,0.012088,0.000105,0.012193,0.310907,0.812454
dio_mcm_episode_0wo0tz1,breite_grundrolle,4719,29,0.670963,BTC_FIELD_QUIET_03,0.093664,BTC_FIELD_QUIET_03:442;BTC_STRESS_2025_5M:419;BTC_STRESS_2024_5M:401;XRP_1H_A:330;FOLLOW_PAXG_2024_5M_2000:327;REAL_TIME_2024_PAXG:327;BTC_10K_A:313;BTC_LONG_2024_5M_QUIET:289;REAL_FOLLOW_DOGE_6000:245;BTC_SHIFT_2025_15M_16000_17000:221,stress:820;quiet:783;paxg:777;btc:692;doge:690;xrp:510;shift:439;sol:7;other:1,0.806388,0.767824,0.125483,0.062941,0.165925,0.173766,0.093028,0.266794,0.173766,0.880493
dio_mcm_episode_0iwh9d2,breite_grundrolle,15848,26,0.836789,REAL_FOLLOW_PAXG_6000,0.178635,REAL_FOLLOW_PAXG_6000:2831;PAXG_1846_A:2460;FOLLOW_EQ10K_PAXG_2024_5M:1844;FOLLOW_EQ10K_DOGE_2024_5M:852;FOLLOW_EQ10K_KAS_2024_5M:851;BTC_LONG_2025_5M_QUIET:742;QUIET_NEAR_BTC_1869:742;REAL_FOLLOW_XRP_6000:649;FOLLOW_EQ10K_XRP_2024_5M:602;REAL_TIME_2024_BTC_5M:565,paxg:7315;quiet:2616;xrp:2216;other:1544;btc:1113;doge:979;sol:65,0.779511,0.185663,0.36611,0.020969,0.165068,0.0,0.0,0.0,0.461572,0.789981
dio_mcm_episode_0tfzgic,breite_grundrolle,7991,29,0.691902,REAL_TIME_2024_SOL_ALTSEQ_A,0.225754,REAL_TIME_2024_SOL_ALTSEQ_A:1804;BTC_LONG_2025_5M_QUIET:1320;QUIET_NEAR_BTC_1869:1317;QUIET_NEAR_PAXG2025_1H:723;QUIET_NEAR_PAXG2024_1H:603;BTC_FIELD_QUIET_02:503;DOGE_1H_A:297;BTC_1H_B:290;REAL_TIME_2023_SOL_ALTSEQ_A:226;FOLLOW_KAS_2024_5M_2000:223,quiet:4601;sol:2030;btc:559;doge:329;other:223;paxg:87;shift:69;xrp:63;stress:30,0.662239,0.161132,0.441678,0.025769,0.575773,0.003754,0.008635,0.012389,0.575773,0.560992
dio_mcm_episode_1yxc2ug,breite_grundrolle,2023,27,0.723685,FOLLOW_EQ10K_DOGE_2024_5M,0.145329,FOLLOW_EQ10K_DOGE_2024_5M:294;FOLLOW_EQ10K_XLM_2024_5M:210;FOLLOW_EQ10K_XRP_2024_5M:210;FOLLOW_EQ10K_TRX_2024_5M:177;FOLLOW_EQ10K_KAS_2024_5M:172;REAL_FOLLOW_XRP_6000:168;FOLLOW_DOGE_2024_5M_2000:126;REAL_FOLLOW_DOGE_6000:115;REAL_FOLLOW_SOL_6000:113;SOL_10K_A:100,other:584;doge:535;xrp:466;sol:254;btc:87;quiet:86;stress:9;paxg:2,0.653303,0.160493,0.188676,0.129934,0.042511,0.004449,0.0,0.004449,0.28868,0.774068
dio_mcm_episode_1eav7xq,breite_grundrolle,716,42,0.710504,FOLLOW_EQ10K_TRX_2024_5M,0.124302,FOLLOW_EQ10K_TRX_2024_5M:89;FOLLOW_EQ10K_XRP_2024_5M:89;FOLLOW_EQ10K_DOGE_2024_5M:81;FOLLOW_EQ10K_KAS_2024_5M:63;FOLLOW_EQ10K_XLM_2024_5M:63;FOLLOW_EQ10K_PAXG_2024_5M:27;FOLLOW_XRP_2024_5M_2000:24;REAL_FOLLOW_DOGE_6000:23;REAL_TIME_2024_XRP:21;SOL_10K_A:17,other:215;xrp:158;doge:128;btc:54;sol:51;quiet:44;paxg:41;shift:14;stress:11,0.625372,0.211009,0.167168,0.186077,0.061453,0.015363,0.019553,0.034916,0.300279,0.847378
dio_mcm_episode_0bsaqu1,breite_grundrolle,670,43,0.701534,FOLLOW_EQ10K_TRX_2024_5M,0.120896,FOLLOW_EQ10K_TRX_2024_5M:81;FOLLOW_EQ10K_XRP_2024_5M:78;FOLLOW_EQ10K_KAS_2024_5M:67;FOLLOW_EQ10K_XLM_2024_5M:67;FOLLOW_EQ10K_DOGE_2024_5M:65;FOLLOW_EQ10K_PAXG_2024_5M:28;SOL_10K_A:22;FOLLOW_XRP_2024_5M_2000:20;REAL_FOLLOW_DOGE_6000:19;REAL_TIME_2024_XRP:16,other:216;xrp:132;doge:109;sol:54;paxg:48;btc:45;quiet:37;stress:18;shift:11,0.622592,0.224378,0.177663,0.190763,0.055224,0.026866,0.016418,0.043284,0.322388,0.854809
dio_mcm_episode_0vcr3lw,breite_grundrolle,609,41,0.695046,FOLLOW_EQ10K_XRP_2024_5M,0.124795,FOLLOW_EQ10K_XRP_2024_5M:76;FOLLOW_EQ10K_KAS_2024_5M:63;FOLLOW_EQ10K_TRX_2024_5M:61;FOLLOW_EQ10K_DOGE_2024_5M:59;FOLLOW_EQ10K_XLM_2024_5M:58;FOLLOW_EQ10K_PAXG_2024_5M:29;REAL_TIME_2023_SOL_ALTSEQ_A:18;FOLLOW_DOGE_2024_5M_2000:17;FOLLOW_XRP_2024_5M_2000:17;SOL_10K_A:17,other:182;xrp:121;doge:106;paxg:56;sol:51;quiet:37;btc:34;stress:13;shift:9,0.614407,0.209992,0.162276,0.1975,0.060755,0.021346,0.014778,0.036125,0.298851,0.859788
dio_mcm_episode_0nu3wih,breite_grundrolle,2919,20,0.621449,QUIET_NEAR_PAXG2025_1H,0.239466,QUIET_NEAR_PAXG2025_1H:699;FOLLOW_KAS_2024_5M_2000:449;QUIET_NEAR_BTC_FIELD_01:432;SOL_10K_A:406;REAL_TIME_2024_SOL_ALTSEQ_A:219;XRP_1H_A:161;BTC_SHIFT_2025_30M_10000_11000:155;BTC_1H_B:88;BTC_STRESS_2024_5M:67;DOGE_1H_B:64,quiet:1213;sol:649;other:449;xrp:169;shift:155;doge:118;btc:96;stress:70,0.606222,0.286124,0.291539,0.134364,0.415553,0.023981,0.0531,0.077081,0.415553,0.788408
dio_mcm_episode_0hvxln3,breite_grundrolle,486,40,0.698269,FOLLOW_EQ10K_DOGE_2024_5M,0.113169,FOLLOW_EQ10K_DOGE_2024_5M:55;FOLLOW_EQ10K_XRP_2024_5M:55;FOLLOW_EQ10K_XLM_2024_5M:52;FOLLOW_EQ10K_KAS_2024_5M:49;FOLLOW_EQ10K_TRX_2024_5M:47;FOLLOW_EQ10K_PAXG_2024_5M:31;REAL_TIME_2023_SOL_ALTSEQ_A:20;SOL_10K_A:15;BTC_10K_A:14;FOLLOW_DOGE_2024_5M_2000:14,other:148;doge:86;xrp:82;paxg:56;sol:50;btc:29;quiet:26;stress:5;shift:4,0.591119,0.172239,0.15954,0.213422,0.053498,0.010288,0.00823,0.018519,0.304527,0.847974
dio_mcm_episode_08g1nk4,breite_grundrolle,465,38,0.689574,FOLLOW_EQ10K_TRX_2024_5M,0.11828,FOLLOW_EQ10K_TRX_2024_5M:55;FOLLOW_EQ10K_KAS_2024_5M:46;FOLLOW_EQ10K_XLM_2024_5M:46;FOLLOW_EQ10K_DOGE_2024_5M:44;FOLLOW_EQ10K_XRP_2024_5M:38;FOLLOW_XRP_2024_5M_2000:19;REAL_TIME_2024_XRP:18;FOLLOW_DOGE_2024_5M_2000:17;BTC_10K_A:16;REAL_FOLLOW_DOGE_6000:14,other:149;xrp:92;doge:83;btc:41;sol:39;quiet:27;paxg:19;stress:11;shift:4,0.58213,0.191256,0.166673,0.216539,0.058065,0.023656,0.008602,0.032258,0.32043,0.83752
dio_mcm_episode_14sn1ov,breite_grundrolle,497,34,0.713507,FOLLOW_EQ10K_TRX_2024_5M,0.138833,FOLLOW_EQ10K_TRX_2024_5M:69;FOLLOW_EQ10K_DOGE_2024_5M:57;FOLLOW_EQ10K_KAS_2024_5M:51;FOLLOW_EQ10K_XLM_2024_5M:41;FOLLOW_EQ10K_XRP_2024_5M:36;BTC_10K_A:22;FOLLOW_XRP_2024_5M_2000:21;FOLLOW_DOGE_2024_5M_2000:20;REAL_TIME_2024_XRP:19;SOL_10K_A:19,other:161;doge:96;xrp:96;sol:56;btc:50;quiet:14;stress:10;paxg:9;shift:5,0.573622,0.185,0.170326,0.211842,0.028169,0.020121,0.01006,0.030181,0.323944,0.808037
dio_mcm_episode_0b8eoy2,breite_grundrolle,441,30,0.724882,FOLLOW_EQ10K_DOGE_2024_5M,0.14059,FOLLOW_EQ10K_DOGE_2024_5M:62;FOLLOW_EQ10K_XRP_2024_5M:52;FOLLOW_EQ10K_TRX_2024_5M:48;FOLLOW_EQ10K_XLM_2024_5M:37;FOLLOW_EQ10K_KAS_2024_5M:35;FOLLOW_DOGE_2024_5M_2000:21;REAL_FOLLOW_XRP_6000:20;REAL_FOLLOW_SOL_6000:19;REAL_TIME_2024_BTC_5M:16;SOL_10K_A:16,other:121;xrp:104;doge:93;sol:51;btc:43;stress:9;quiet:8;paxg:8;shift:4,0.550559,0.176398,0.14223,0.226796,0.018141,0.020408,0.00907,0.029478,0.274376,0.804544
dio_mcm_episode_0vig3jz,breite_grundrolle,12113,9,0.831698,REAL_TIME_2024_PAXG,0.234129,REAL_TIME_2024_PAXG:2836;REAL_TIME_2024_BTC_5M:2302;REAL_TIME_2024_SOL_ALTSEQ_A:1855;REAL_FOLLOW_PAXG_6000:1748;PAXG_1846_A:1722;QUIET_NEAR_PAXG2024_1H:723;REAL_FOLLOW_BTC_6000:713;BTC_LONG_2025_5M_QUIET:107;QUIET_NEAR_BTC_1869:107,paxg:6306;btc:3015;sol:1855;quiet:937,0.532391,0.133917,0.447986,0.128105,0.077355,0.0,0.0,0.0,0.520598,0.844925
dio_mcm_episode_15z3zml,breite_grundrolle,381,27,0.710426,FOLLOW_EQ10K_DOGE_2024_5M,0.146982,FOLLOW_EQ10K_DOGE_2024_5M:56;FOLLOW_EQ10K_TRX_2024_5M:44;FOLLOW_EQ10K_XRP_2024_5M:40;FOLLOW_EQ10K_XLM_2024_5M:39;FOLLOW_EQ10K_KAS_2024_5M:28;SOL_10K_A:21;REAL_FOLLOW_SOL_6000:20;REAL_FOLLOW_XRP_6000:17;FOLLOW_DOGE_2024_5M_2000:15;BTC_10K_A:13,other:114;doge:80;xrp:73;sol:55;btc:33;stress:13;paxg:6;quiet:4;shift:3,0.518805,0.184944,0.15267,0.247758,0.010499,0.034121,0.007874,0.041995,0.299213,0.80248
dio_mcm_episode_1aejc9m,breite_grundrolle,273,22,0.500717,SOL_10K_A,0.128205,SOL_10K_A:35;BTC_SHIFT_2025_30M_10000_11000:32;BTC_LONG_2024_5M_QUIET:26;FOLLOW_KAS_2024_5M_2000:23;REAL_FOLLOW_XRP_6000:22;QUIET_NEAR_PAXG2024_1H:18;REAL_TIME_2023_SOL_ALTSEQ_A:18;FOLLOW_EQ10K_TRX_2024_5M:17;BTC_1H_B:14;DOGE_1H_B:14,sol:72;quiet:50;other:41;shift:34;btc:26;doge:25;xrp:24;paxg:1,0.491963,0.285379,0.129109,0.291963,0.18315,0.0,0.124542,0.124542,0.263736,0.905879
dio_mcm_episode_14pd6eb,breite_grundrolle,318,23,0.832819,FOLLOW_EQ10K_TRX_2024_5M,0.147799,FOLLOW_EQ10K_TRX_2024_5M:47;FOLLOW_EQ10K_XRP_2024_5M:42;FOLLOW_EQ10K_KAS_2024_5M:34;FOLLOW_EQ10K_DOGE_2024_5M:33;FOLLOW_EQ10K_XLM_2024_5M:27;FOLLOW_XRP_2024_5M_2000:19;REAL_TIME_2023_SOL_ALTSEQ_A:14;FOLLOW_EQ10K_PAXG_2024_5M:13;QUIET_NEAR_PAXG2025_1H:12;REAL_FOLLOW_XRP_6000:10,other:108;xrp:80;doge:48;sol:29;paxg:21;quiet:17;stress:8;btc:7,0.487169,0.151922,0.170181,0.276706,0.053459,0.025157,0.0,0.025157,0.339623,0.832157
dio_mcm_episode_16bqw8k,breite_grundrolle,143,31,0.446375,FOLLOW_EQ10K_TRX_2024_5M,0.118881,FOLLOW_EQ10K_TRX_2024_5M:17;FOLLOW_EQ10K_DOGE_2024_5M:14;FOLLOW_EQ10K_XLM_2024_5M:14;FOLLOW_EQ10K_XRP_2024_5M:11;FOLLOW_EQ10K_PAXG_2024_5M:7;FOLLOW_XRP_2024_5M_2000:7;REAL_TIME_2023_SOL_ALTSEQ_A:7;REAL_TIME_2024_XRP:7;BTC_STRESS_2025_5M:5;FOLLOW_DOGE_2024_5M_2000:5,other:38;xrp:31;doge:26;sol:15;paxg:10;quiet:8;btc:7;stress:6;shift:2,0.475902,0.188188,0.111974,0.302964,0.055944,0.041958,0.013986,0.055944,0.265734,0.872856
dio_mcm_episode_0m8cxz1,breite_grundrolle,1198,22,0.673477,BTC_LONG_2025_5M_QUIET,0.275459,BTC_LONG_2025_5M_QUIET:330;QUIET_NEAR_BTC_1869:330;FOLLOW_EQ10K_XRP_2024_5M:99;FOLLOW_EQ10K_PAXG_2024_5M:83;BTC_FIELD_QUIET_05:55;BTC_FIELD_QUIET_04:47;BTC_FIELD_QUIET_02:40;BTC_STRESS_2024_5M:39;BTC_10K_A:35;QUIET_NEAR_SOL_SIDEWAYS:23,quiet:848;paxg:121;xrp:119;stress:53;btc:40;shift:17,0.472796,0.193693,0.437877,0.187591,0.707846,0.04424,0.01419,0.058431,0.707846,0.5678
dio_mcm_episode_05upp98,breite_grundrolle,284,22,0.83284,FOLLOW_EQ10K_TRX_2024_5M,0.169014,FOLLOW_EQ10K_TRX_2024_5M:48;FOLLOW_EQ10K_XRP_2024_5M:38;FOLLOW_EQ10K_KAS_2024_5M:32;FOLLOW_EQ10K_DOGE_2024_5M:28;FOLLOW_EQ10K_XLM_2024_5M:24;REAL_TIME_2023_SOL_ALTSEQ_A:17;FOLLOW_XRP_2024_5M_2000:15;QUIET_NEAR_PAXG2025_1H:12;FOLLOW_EQ10K_PAXG_2024_5M:11;REAL_FOLLOW_XRP_6000:10,other:104;xrp:69;doge:41;sol:24;paxg:20;quiet:16;btc:5;stress:5,0.461782,0.134321,0.18053,0.289176,0.056338,0.017606,0.0,0.017606,0.366197,0.81319
dio_mcm_episode_16hqn22,breite_grundrolle,104,27,0.661559,FOLLOW_EQ10K_XRP_2024_5M,0.134615,FOLLOW_EQ10K_XRP_2024_5M:14;FOLLOW_EQ10K_DOGE_2024_5M:11;FOLLOW_EQ10K_TRX_2024_5M:11;FOLLOW_EQ10K_KAS_2024_5M:9;FOLLOW_EQ10K_XLM_2024_5M:9;FOLLOW_XRP_2024_5M_2000:7;REAL_FOLLOW_SOL_6000:5;REAL_TIME_2023_SOL_ALTSEQ_A:4;REAL_TIME_2024_XRP:4;SOL_10K_A:4,other:29;xrp:26;doge:13;sol:13;quiet:10;paxg:8;btc:5,0.436929,0.110337,0.111193,0.33939,0.096154,0.0,0.0,0.0,0.278846,0.920359
dio_mcm_episode_1fdlu6e,breite_grundrolle,2542,11,0.821569,REAL_TIME_2024_BTC_5M,0.397325,REAL_TIME_2024_BTC_5M:1010;QUIET_NEAR_PAXG2024_1H:715;REAL_FOLLOW_BTC_6000:285;REAL_FOLLOW_XRP_6000:154;REAL_TIME_2024_SOL_ALTSEQ_A:145;REAL_FOLLOW_DOGE_6000:129;REAL_TIME_2024_PAXG:53;REAL_FOLLOW_PAXG_6000:19;PAXG_1846_A:14;BTC_LONG_2025_5M_QUIET:9,btc:1295;quiet:733;xrp:154;sol:145;doge:129;paxg:86,0.430737,0.106938,0.367671,0.204499,0.288356,0.0,0.0,0.0,0.509441,0.726235
