preview_symbol,role_reading,count,world_count,depth_score,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score,quiet_share,stress_share,shift_share,stress_shift_share,top_milieu_share,distribution_entropy
dio_mcm_episode_1rj8742,breite_grundrolle,18076,41,0.725356,REAL_FOLLOW_BTC_6000,0.085583,REAL_FOLLOW_BTC_6000:1547;BTC_STRESS_2025_5M:870;FOLLOW_EQ10K_PAXG_2024_5M:858;REAL_FOLLOW_XRP_6000:838;REAL_FOLLOW_DOGE_6000:750;BTC_FIELD_QUIET_04:718;BTC_LONG_2024_5M_QUIET:694;REAL_FOLLOW_SOL_6000:682;FOLLOW_KAS_2024_5M_2000:660;PAXG_1H_A:645,quiet:3766;btc:3646;paxg:2795;xrp:2004;doge:1746;shift:1478;sol:993;stress:933;other:715,0.934989,0.553688,0.162507,0.0,0.208343,0.051615,0.081766,0.133381,0.208343,0.934292
dio_mcm_episode_0icnf2v,breite_grundrolle,94852,40,0.827734,REAL_TIME_2023_SOL_ALTSEQ_A,0.07246,REAL_TIME_2023_SOL_ALTSEQ_A:6873;FOLLOW_DOGE_2024_5M_2000:6679;REAL_FOLLOW_DOGE_6000:6538;FOLLOW_XRP_2024_5M_2000:6192;REAL_FOLLOW_BTC_6000:5866;BTC_10K_A:5850;SOL_10K_A:5602;REAL_FOLLOW_SOL_6000:5581;REAL_FOLLOW_XRP_6000:4315;REAL_TIME_2024_BTC_5M:4261,sol:21480;btc:16165;xrp:14825;doge:13691;quiet:11832;paxg:11178;stress:4643;other:932;shift:106,0.906935,0.338586,0.176637,0.0,0.124742,0.04895,0.001118,0.050067,0.226458,0.873698
dio_mcm_episode_1qlxgj7,breite_grundrolle,19350,42,0.719272,FOLLOW_EQ10K_KAS_2024_5M,0.127442,FOLLOW_EQ10K_KAS_2024_5M:2466;FOLLOW_EQ10K_XRP_2024_5M:2420;FOLLOW_EQ10K_DOGE_2024_5M:2338;FOLLOW_EQ10K_PAXG_2024_5M:1153;FOLLOW_DOGE_2024_5M_2000:1109;REAL_FOLLOW_SOL_6000:1032;REAL_FOLLOW_DOGE_6000:921;REAL_FOLLOW_XRP_6000:890;FOLLOW_XRP_2024_5M_2000:719;REAL_TIME_2024_XRP:700,xrp:4824;doge:4504;other:2573;sol:2440;btc:1705;paxg:1304;quiet:1281;shift:470;stress:249,0.893132,0.309555,0.194456,0.0,0.066202,0.012868,0.024289,0.037158,0.249302,0.881509
dio_mcm_episode_12tgchq,breite_grundrolle,37419,27,0.826362,FOLLOW_EQ10K_DOGE_2024_5M,0.126006,FOLLOW_EQ10K_DOGE_2024_5M:4715;FOLLOW_EQ10K_KAS_2024_5M:4470;FOLLOW_EQ10K_XRP_2024_5M:4040;FOLLOW_EQ10K_PAXG_2024_5M:2812;SOL_10K_A:2722;REAL_FOLLOW_XRP_6000:2518;REAL_FOLLOW_SOL_6000:2256;REAL_TIME_2024_SOL_ALTSEQ_A:2172;BTC_10K_A:1848;FOLLOW_XRP_2024_5M_2000:1645,xrp:8936;sol:8685;doge:6978;other:4470;btc:3255;paxg:3152;quiet:1360;stress:578;shift:5,0.831148,0.236266,0.188847,0.017158,0.036345,0.015447,0.000134,0.01558,0.238809,0.844211
dio_mcm_episode_0wo0tz1,breite_grundrolle,4719,29,0.670963,BTC_FIELD_QUIET_03,0.093664,BTC_FIELD_QUIET_03:442;BTC_STRESS_2025_5M:419;BTC_STRESS_2024_5M:401;XRP_1H_A:330;FOLLOW_PAXG_2024_5M_2000:327;REAL_TIME_2024_PAXG:327;BTC_10K_A:313;BTC_LONG_2024_5M_QUIET:289;REAL_FOLLOW_DOGE_6000:245;BTC_SHIFT_2025_15M_16000_17000:221,stress:820;quiet:783;paxg:777;btc:692;doge:690;xrp:510;shift:439;sol:7;other:1,0.806388,0.767824,0.125483,0.062941,0.165925,0.173766,0.093028,0.266794,0.173766,0.880493
dio_mcm_episode_0iwh9d2,breite_grundrolle,15155,24,0.836391,REAL_FOLLOW_PAXG_6000,0.186803,REAL_FOLLOW_PAXG_6000:2831;PAXG_1846_A:2460;FOLLOW_EQ10K_PAXG_2024_5M:1844;FOLLOW_EQ10K_DOGE_2024_5M:852;FOLLOW_EQ10K_KAS_2024_5M:851;BTC_LONG_2025_5M_QUIET:742;QUIET_NEAR_BTC_1869:742;REAL_FOLLOW_XRP_6000:649;FOLLOW_EQ10K_XRP_2024_5M:602;REAL_TIME_2024_BTC_5M:565,paxg:7315;quiet:2616;xrp:2216;btc:1113;doge:979;other:851;sol:65,0.746547,0.175511,0.385304,0.029053,0.172616,0.0,0.0,0.0,0.482679,0.765596
dio_mcm_episode_0tfzgic,breite_grundrolle,7991,29,0.691902,REAL_TIME_2024_SOL_ALTSEQ_A,0.225754,REAL_TIME_2024_SOL_ALTSEQ_A:1804;BTC_LONG_2025_5M_QUIET:1320;QUIET_NEAR_BTC_1869:1317;QUIET_NEAR_PAXG2025_1H:723;QUIET_NEAR_PAXG2024_1H:603;BTC_FIELD_QUIET_02:503;DOGE_1H_A:297;BTC_1H_B:290;REAL_TIME_2023_SOL_ALTSEQ_A:226;FOLLOW_KAS_2024_5M_2000:223,quiet:4601;sol:2030;btc:559;doge:329;other:223;paxg:87;shift:69;xrp:63;stress:30,0.662239,0.161132,0.441678,0.025769,0.575773,0.003754,0.008635,0.012389,0.575773,0.560992
dio_mcm_episode_1yxc2ug,breite_grundrolle,1636,25,0.726127,FOLLOW_EQ10K_DOGE_2024_5M,0.179707,FOLLOW_EQ10K_DOGE_2024_5M:294;FOLLOW_EQ10K_XRP_2024_5M:210;FOLLOW_EQ10K_KAS_2024_5M:172;REAL_FOLLOW_XRP_6000:168;FOLLOW_DOGE_2024_5M_2000:126;REAL_FOLLOW_DOGE_6000:115;REAL_FOLLOW_SOL_6000:113;SOL_10K_A:100;QUIET_NEAR_PAXG2024_1H:62;FOLLOW_XRP_2024_5M_2000:44,doge:535;xrp:466;sol:254;other:197;btc:87;quiet:86;stress:9;paxg:2,0.613384,0.154741,0.209055,0.15269,0.052567,0.005501,0.0,0.005501,0.327017,0.776659
dio_mcm_episode_0bsaqu1,breite_grundrolle,522,41,0.697236,FOLLOW_EQ10K_XRP_2024_5M,0.149425,FOLLOW_EQ10K_XRP_2024_5M:78;FOLLOW_EQ10K_KAS_2024_5M:67;FOLLOW_EQ10K_DOGE_2024_5M:65;FOLLOW_EQ10K_PAXG_2024_5M:28;SOL_10K_A:22;FOLLOW_XRP_2024_5M_2000:20;REAL_FOLLOW_DOGE_6000:19;REAL_TIME_2024_XRP:16;REAL_FOLLOW_SOL_6000:15;FOLLOW_DOGE_2024_5M_2000:13,xrp:132;doge:109;other:68;sol:54;paxg:48;btc:45;quiet:37;stress:18;shift:11,0.610603,0.24448,0.134009,0.208379,0.070881,0.034483,0.021073,0.055556,0.252874,0.906019
dio_mcm_episode_1eav7xq,breite_grundrolle,564,40,0.713444,FOLLOW_EQ10K_XRP_2024_5M,0.157801,FOLLOW_EQ10K_XRP_2024_5M:89;FOLLOW_EQ10K_DOGE_2024_5M:81;FOLLOW_EQ10K_KAS_2024_5M:63;FOLLOW_EQ10K_PAXG_2024_5M:27;FOLLOW_XRP_2024_5M_2000:24;REAL_FOLLOW_DOGE_6000:23;REAL_TIME_2024_XRP:21;SOL_10K_A:17;FOLLOW_DOGE_2024_5M_2000:16;REAL_FOLLOW_SOL_6000:16,xrp:158;doge:128;other:63;btc:54;sol:51;quiet:44;paxg:41;shift:14;stress:11,0.607653,0.224835,0.150296,0.202917,0.078014,0.019504,0.024823,0.044326,0.280142,0.881988
