source,target,relation,edge_kind,count,worlds,duration_avg,exit_rekopplung_delta_avg,exit_strain_delta_avg,exit_phase
dio_mcm_episode_0jkg1dk,dio_mcm_episode_18n06fj,eintritt,aussen_zu_bruecke,1,1,1.0,-0.068512,0.089716,oeffnend_belastender_austritt
dio_mcm_episode_0jlkrep,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,1,1,1.0,-0.065998,0.054781,oeffnend_belastender_austritt
dio_mcm_episode_0ldht3x,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,1,1,1.0,-0.026684,0.022106,oeffnend_belastender_austritt
dio_mcm_episode_0lne9ax,dio_mcm_episode_0l3i7ey,eintritt,aussen_zu_bruecke,1,1,1.0,0.052361,-0.043579,rekoppelnder_austritt
dio_mcm_episode_0mm85pw,dio_mcm_episode_0ifxej6,eintritt,aussen_zu_bruecke,1,1,1.0,-0.036829,0.03135,oeffnend_belastender_austritt
dio_mcm_episode_0mw7rev,dio_mcm_episode_0mvjoir,eintritt,aussen_zu_bruecke,1,1,1.0,0.018158,-0.006227,rekoppelnder_austritt
dio_mcm_episode_0oc1i7g,dio_mcm_episode_0tf9fq3,eintritt,aussen_zu_bruecke,1,1,1.0,-0.013054,-0.007254,gemischter_austritt
dio_mcm_episode_0qhiq5e,dio_mcm_episode_0mvjoir,eintritt,aussen_zu_bruecke,1,1,1.0,-0.049178,0.04928,oeffnend_belastender_austritt
dio_mcm_episode_0qhs6nb,dio_mcm_episode_0om13wf,eintritt,aussen_zu_bruecke,1,1,1.0,0.074563,-0.034686,rekoppelnder_austritt
dio_mcm_episode_0r1o8ja,dio_mcm_episode_0om13wf,eintritt,aussen_zu_bruecke,1,1,3.0,0.105432,-0.082943,rekoppelnder_austritt
dio_mcm_episode_0sv0ru8,dio_mcm_episode_0jbl5pq,eintritt,aussen_zu_bruecke,1,1,3.0,0.029024,-0.004298,rekoppelnder_austritt
dio_mcm_episode_0u69u6w,dio_mcm_episode_1al8fjz,eintritt,aussen_zu_bruecke,1,1,1.0,0.042666,-0.064625,rekoppelnder_austritt
dio_mcm_episode_0vff3w6,dio_mcm_episode_0v5p8er,eintritt,aussen_zu_bruecke,1,1,9.0,-0.002067,0.004484,oeffnend_belastender_austritt
dio_mcm_episode_0wjn8vm,dio_mcm_episode_0v5p8er,eintritt,aussen_zu_bruecke,1,1,126.0,0.000148,-0.012604,rekoppelnder_austritt
dio_mcm_episode_0y1i8dq,dio_mcm_episode_0om13wf,eintritt,aussen_zu_bruecke,1,1,1.0,0.100201,-0.096248,rekoppelnder_austritt
dio_mcm_episode_0ybhu2p,dio_mcm_episode_0om13wf,eintritt,aussen_zu_bruecke,1,1,1.0,0.084414,-0.066968,rekoppelnder_austritt
dio_mcm_episode_0ybr5e3,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,1,1,27.0,0.005429,-0.015605,rekoppelnder_austritt
dio_mcm_episode_0zh3u1j,dio_mcm_episode_0e7qvj1,eintritt,aussen_zu_bruecke,1,1,832.0,-0.193521,0.20388,oeffnend_belastender_austritt
dio_mcm_episode_10b8y4e,dio_mcm_episode_18n06fj,eintritt,aussen_zu_bruecke,1,1,2.0,-0.056077,0.036632,oeffnend_belastender_austritt
dio_mcm_episode_17c7qwp,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,1,1,375.0,0.02031,0.009622,gemischter_austritt
dio_mcm_episode_1f4jh6c,dio_mcm_episode_0b7nep9,eintritt,aussen_zu_bruecke,1,1,76.0,-0.036842,0.018493,oeffnend_belastender_austritt
dio_mcm_episode_1gwv1sr,dio_mcm_episode_1hs3jsa,eintritt,aussen_zu_bruecke,1,1,166.0,-0.010242,0.019411,oeffnend_belastender_austritt
dio_mcm_episode_1hdvp5m,dio_mcm_episode_0mvjoir,eintritt,aussen_zu_bruecke,1,1,1.0,-0.048192,0.047582,oeffnend_belastender_austritt
dio_mcm_episode_1i31hl0,dio_mcm_episode_0om13wf,eintritt,aussen_zu_bruecke,1,1,1.0,-0.015785,0.020969,oeffnend_belastender_austritt
dio_mcm_episode_1k7xap1,dio_mcm_episode_0l3i7ey,eintritt,aussen_zu_bruecke,1,1,2.0,0.030204,-0.03772,rekoppelnder_austritt
dio_mcm_episode_1morx8x,dio_mcm_episode_0om13wf,eintritt,aussen_zu_bruecke,1,1,1.0,-0.001602,0.029679,oeffnend_belastender_austritt
dio_mcm_episode_1n9f8vr,dio_mcm_episode_18l3thm,eintritt,aussen_zu_bruecke,1,1,2.0,-0.003501,-0.011816,gemischter_austritt
dio_mcm_episode_00yl137,dio_mcm_episode_00dz86x,austritt,bruecke_zu_aussen,1,1,2.0,-0.042199,0.03316,oeffnend_belastender_austritt
dio_mcm_episode_00yl137,dio_mcm_episode_0tv1tha,austritt,bruecke_zu_aussen,1,1,1.0,0.042512,-0.061082,rekoppelnder_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_01s42m6,austritt,bruecke_zu_aussen,1,1,61.0,0.002267,-0.00173,rekoppelnder_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0li6lg1,austritt,bruecke_zu_aussen,1,1,471.0,-0.175592,0.20581,oeffnend_belastender_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_0ybr5e3,austritt,bruecke_zu_aussen,1,1,27.0,0.007056,-0.008742,rekoppelnder_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_17eveju,austritt,bruecke_zu_aussen,1,1,931.0,0.007346,-0.012371,rekoppelnder_austritt
dio_mcm_episode_0b7nep9,dio_mcm_episode_1pmt8u2,austritt,bruecke_zu_aussen,1,1,231.0,0.009703,-0.013292,rekoppelnder_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0jzhgzp,austritt,bruecke_zu_aussen,1,1,2003.0,-0.06414,0.078138,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0lfde2c,austritt,bruecke_zu_aussen,1,1,4.0,0.020296,0.00609,gemischter_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0mw7rev,austritt,bruecke_zu_aussen,1,1,713.0,-0.171516,0.183255,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0t7i6fh,austritt,bruecke_zu_aussen,1,1,578.0,-0.128797,0.184051,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0tph7s0,austritt,bruecke_zu_aussen,1,1,1199.0,-0.023386,0.010835,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_13cw75j,austritt,bruecke_zu_aussen,1,1,1842.0,-0.019048,0.019598,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_19dxnmz,austritt,bruecke_zu_aussen,1,1,581.0,-0.153692,0.173211,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_1jansx7,austritt,bruecke_zu_aussen,1,1,2016.0,-0.025682,0.046649,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_1q3us3f,austritt,bruecke_zu_aussen,1,1,2.0,0.014035,-0.017424,rekoppelnder_austritt
dio_mcm_episode_0ifxej6,dio_mcm_episode_0r1o8ja,austritt,bruecke_zu_aussen,1,1,1.0,-0.036829,0.03135,oeffnend_belastender_austritt
dio_mcm_episode_0jbl5pq,dio_mcm_episode_0jlkrep,austritt,bruecke_zu_aussen,1,1,1.0,-0.026684,0.022106,oeffnend_belastender_austritt
dio_mcm_episode_0jbl5pq,dio_mcm_episode_1aurt3q,austritt,bruecke_zu_aussen,1,1,3.0,0.029024,-0.004298,rekoppelnder_austritt
dio_mcm_episode_0l3i7ey,dio_mcm_episode_0apubpm,austritt,bruecke_zu_aussen,1,1,1.0,-0.05765,0.081509,oeffnend_belastender_austritt
dio_mcm_episode_0l3i7ey,dio_mcm_episode_0aztxel,austritt,bruecke_zu_aussen,1,1,2.0,0.000789,0.009307,gemischter_austritt
dio_mcm_episode_0mvjoir,dio_mcm_episode_0n5sqpn,austritt,bruecke_zu_aussen,1,1,1.0,0.018158,-0.006227,rekoppelnder_austritt
dio_mcm_episode_0mvjoir,dio_mcm_episode_0qhs6nb,austritt,bruecke_zu_aussen,1,1,1.0,-0.048192,0.047582,oeffnend_belastender_austritt
dio_mcm_episode_0mvjoir,dio_mcm_episode_0vj3fzh,austritt,bruecke_zu_aussen,1,1,1.0,-0.049178,0.04928,oeffnend_belastender_austritt
dio_mcm_episode_0om13wf,dio_mcm_episode_0aztxel,austritt,bruecke_zu_aussen,1,1,1.0,0.100201,-0.096248,rekoppelnder_austritt
dio_mcm_episode_0om13wf,dio_mcm_episode_0y1i8dq,austritt,bruecke_zu_aussen,1,1,1.0,0.074563,-0.034686,rekoppelnder_austritt
dio_mcm_episode_0om13wf,dio_mcm_episode_0ybhu2p,austritt,bruecke_zu_aussen,1,1,1.0,-0.001602,0.029679,oeffnend_belastender_austritt
dio_mcm_episode_0qzjuvj,dio_mcm_episode_080f74u,austritt,bruecke_zu_aussen,1,1,3.0,0.000565,-0.000101,rekoppelnder_austritt
dio_mcm_episode_0ultars,dio_mcm_episode_00dz86x,austritt,bruecke_zu_aussen,1,1,1.0,-0.051353,0.043988,oeffnend_belastender_austritt
dio_mcm_episode_0v5p8er,dio_mcm_episode_0wjn8vm,austritt,bruecke_zu_aussen,1,1,9.0,-0.002067,0.004484,oeffnend_belastender_austritt
dio_mcm_episode_0ykar6i,dio_mcm_episode_1pmt8u2,austritt,bruecke_zu_aussen,1,1,84.0,0.000528,-0.042378,rekoppelnder_austritt
dio_mcm_episode_14coypf,dio_mcm_episode_0k7ekcr,austritt,bruecke_zu_aussen,1,1,455.0,-0.197885,0.21761,oeffnend_belastender_austritt
dio_mcm_episode_14coypf,dio_mcm_episode_0li6lg1,austritt,bruecke_zu_aussen,1,1,15.0,-0.155692,0.170971,oeffnend_belastender_austritt
dio_mcm_episode_14coypf,dio_mcm_episode_15cyz2v,austritt,bruecke_zu_aussen,1,1,757.0,-0.104051,0.168316,oeffnend_belastender_austritt
dio_mcm_episode_14coypf,dio_mcm_episode_1ds636q,austritt,bruecke_zu_aussen,1,1,10.0,0.023461,-0.010498,rekoppelnder_austritt
dio_mcm_episode_14coypf,dio_mcm_episode_1hdvp5m,austritt,bruecke_zu_aussen,1,1,532.0,-0.090721,0.093563,oeffnend_belastender_austritt
dio_mcm_episode_14l8khu,dio_mcm_episode_1q3us3f,austritt,bruecke_zu_aussen,1,1,211.0,-0.052738,0.041388,oeffnend_belastender_austritt
dio_mcm_episode_18l3thm,dio_mcm_episode_0mm85pw,austritt,bruecke_zu_aussen,1,1,90.0,-0.194529,0.20239,oeffnend_belastender_austritt
dio_mcm_episode_1al8fjz,dio_mcm_episode_10mbxau,austritt,bruecke_zu_aussen,1,1,1.0,0.042666,-0.064625,rekoppelnder_austritt
dio_mcm_episode_1hs3jsa,dio_mcm_episode_0mw7rev,austritt,bruecke_zu_aussen,1,1,445.0,-0.184776,0.19275,oeffnend_belastender_austritt
dio_mcm_episode_00yl137,dio_mcm_episode_0ultars,austritt,bruecke_zu_bruecke,1,1,1.0,-0.006293,0.029356,oeffnend_belastender_austritt
dio_mcm_episode_00yl137,dio_mcm_episode_0ultars,eintritt,bruecke_zu_bruecke,1,1,1.0,-0.051353,0.043988,oeffnend_belastender_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_14coypf,austritt,bruecke_zu_bruecke,1,1,8.0,0.008093,-0.025901,rekoppelnder_austritt
dio_mcm_episode_0e7qvj1,dio_mcm_episode_14coypf,eintritt,bruecke_zu_bruecke,1,1,1.0,-0.116388,0.138606,oeffnend_belastender_austritt
dio_mcm_episode_0i7gfxw,dio_mcm_episode_0hjnwsk,eintritt,bruecke_zu_bruecke,1,1,3.0,0.012981,-0.02913,rekoppelnder_austritt
dio_mcm_episode_0i7gfxw,dio_mcm_episode_0hjnwsk,austritt,bruecke_zu_bruecke,1,1,3.0,0.017287,-0.003037,rekoppelnder_austritt
dio_mcm_episode_0l3i7ey,dio_mcm_episode_0jbl5pq,eintritt,bruecke_zu_bruecke,1,1,3.0,0.006164,0.001751,gemischter_austritt
dio_mcm_episode_0l3i7ey,dio_mcm_episode_0jbl5pq,austritt,bruecke_zu_bruecke,1,1,1.0,0.017907,-0.030729,rekoppelnder_austritt
dio_mcm_episode_0tf9fq3,dio_mcm_episode_0i7gfxw,eintritt,bruecke_zu_bruecke,1,1,3.0,0.017287,-0.003037,rekoppelnder_austritt
dio_mcm_episode_0tf9fq3,dio_mcm_episode_0i7gfxw,austritt,bruecke_zu_bruecke,1,1,1.0,-0.013054,-0.007254,gemischter_austritt
dio_mcm_episode_0ultars,dio_mcm_episode_00yl137,eintritt,bruecke_zu_bruecke,1,1,1.0,0.042512,-0.061082,rekoppelnder_austritt
dio_mcm_episode_0ultars,dio_mcm_episode_00yl137,austritt,bruecke_zu_bruecke,1,1,2.0,-0.091066,0.11333,oeffnend_belastender_austritt
dio_mcm_episode_14coypf,dio_mcm_episode_0e7qvj1,eintritt,bruecke_zu_bruecke,1,1,51.0,-0.000297,-0.020812,gemischter_austritt
dio_mcm_episode_14coypf,dio_mcm_episode_0e7qvj1,austritt,bruecke_zu_bruecke,1,1,1.0,-0.116388,0.138606,oeffnend_belastender_austritt
