dataset,source_key_posthoc,source_asset_posthoc,source_year_posthoc,target_key_posthoc,target_universe,source_ticks,target_ticks,raw_trace_sha256,raw_trace_unchanged,field_state_unchanged_by_observers,projection_order_invariant,observer_receives_field_object,observer_writes_field,viranz_parameter_used,memory_read,memory_written,influences_action,activation_rank_closures,activation_above_mean_closures,afterimage_rank_closures,afterimage_above_mean_closures,overlap_activation_rank__activation_above_mean,overlap_activation_rank__afterimage_rank,overlap_activation_rank__afterimage_above_mean,overlap_activation_above_mean__afterimage_above_mean
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|10000,a,994,994,735794aa07ca01f63d44c83a897de20a2f59f2d1dd0519535aecd17c5820d136,1,1,1,0,0,0,0,0,0,181,227,264,72,49,47,10,24
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|13000,a,994,994,032c9c0d3e03088cb379d9c06de4a20c7307ab714f35d784e6e78fbd37e88395,1,1,1,0,0,0,0,0,0,173,249,271,97,45,54,15,40
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|1000,a,994,994,6b027689b318f0cc1762794e26fb3ea516173c80dec892b2db5b7b9f3c0c568d,1,1,1,0,0,0,0,0,0,193,213,261,85,45,54,19,33
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|2000,a,994,994,e4430c36c9c57b6ea8c95a5191112bbb2a80f8a2c7653d71e1a214c7f24c0b00,1,1,1,0,0,0,0,0,0,204,202,256,65,44,58,14,22
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|2000,a,994,994,08cecbc29b57fdc659f789a37722c1a5b6515a2a809cd55ce49f9682c3e2643e,1,1,1,0,0,0,0,0,0,179,235,277,88,55,58,14,33
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|7000,a,994,994,2e091318ae44f0e9b3bdeebb9f529f90e7575e5d1ed1b8c5d203dfebebbb0740,1,1,1,0,0,0,0,0,0,186,223,255,75,43,57,18,22
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|1000,a,994,994,936b2b5e2dbe455fbf276b6ee8d0f114fca2b4b5bc44049655c4812038cd03ed,1,1,1,0,0,0,0,0,0,183,228,261,98,32,56,20,35
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|8000,a,994,994,82b671e4b398b25debad4a9881fd13c4373791c1a0f4f2ec88ef591e2a9ce114,1,1,1,0,0,0,0,0,0,188,222,266,84,51,47,16,25
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|4000,b,994,994,5aafe740588a956ef4ea2682c87c24bbb19b4616d35e654e14038316106e909b,1,1,1,0,0,0,0,0,0,197,225,263,85,54,60,17,34
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|15000,b,994,994,e6608452ce6ce86902e199cce1a2362c051baa3b8acfa5d0e848f6c57355abbe,1,1,1,0,0,0,0,0,0,181,237,266,87,46,58,15,35
