asset,window_start,window_end,world_label,source_path,data_path,world_events,role_family,target_members,found_members,member_coverage,found_symbols,missing_symbols,total_family_events,family_event_share,event_concentration,event_balance,dominant_member,phase_complete_members,phase_complete_ratio,early_family_events,late_family_events,mean_rekopplung_spaet,mean_strain_spaet,mean_afterimage_delta,mean_temporal_delta,source_follow_reading,boundary,world_kind,timeframe,year
SOL,12000,13000,real_sol_2024_15m_12000_13000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start12000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,28,0.028169014084507043,0.32142857142857145,0.7755102040816327,dio_0ein,2,0.25,10,6,0.747996,0.14303433333333332,0.2908445666666666,0.4738984999999999,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,real,15m,2024
SOL,24000,25000,real_sol_2024_15m_24000_25000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start24000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,30,0.030181086519114688,0.26666666666666666,0.8380952380952381,dio_1xrt,4,0.5,15,7,0.7501228571428572,0.14078285714285713,0.23192658095238092,0.332140780952381,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,real,15m,2024
BTC,0,1000,sign_phase_017_btc_2024_1h_0_1000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start0_sign_phase_017_1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_17dc;dio_0ein;dio_0qup,dio_1ba6;dio_0v65;dio_0u24,17,0.01710261569416499,0.4117647058823529,0.6722689075630253,dio_1xrt,2,0.25,6,3,0.7572846666666667,0.15037,0.30968549999999995,0.5251426666666665,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,1h,2024
BTC,0,1000,sign_phase_017_btc_2024_15m_0_1000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start0_sign_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,19,0.019114688128772636,0.3684210526315789,0.7218045112781954,dio_1xrt,1,0.125,8,7,0.747856,0.1407247142857143,0.18996483928571428,0.44991726785714276,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,15m,2024
BTC,3000,4000,sign_phase_017_btc_2024_1h_3000_4000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start3000_sign_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_0v65;dio_0ein;dio_0qup,dio_1ba6;dio_0u24,14,0.014084507042253521,0.2857142857142857,0.8163265306122449,dio_1xrt,2,0.25,4,4,0.7435127500000001,0.1447115,0.1608835,0.50781575,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,1h,2024
BTC,6000,7000,sign_phase_017_btc_2024_1h_6000_7000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start6000_sign_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_0u24,35,0.035211267605633804,0.2571428571428571,0.8489795918367348,dio_0v65,3,0.375,15,9,0.7545206666666666,0.1416282222222222,0.27550299999999994,0.3929274444444444,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,1h,2024
BTC,12000,13000,sign_phase_017_btc_2024_15m_12000_13000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start12000_sign_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,22,0.022132796780684104,0.36363636363636365,0.7272727272727273,dio_0fe7,3,0.375,7,5,0.7456524,0.15023219999999998,0.3174226857142857,0.46835417142857144,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,15m,2024
BTC,24000,25000,sign_phase_017_btc_2024_15m_24000_25000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start24000_sign_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_0v65;dio_0ein;dio_0qup,dio_1ba6;dio_0u24,19,0.019114688128772636,0.3157894736842105,0.7819548872180452,dio_17dc,1,0.125,8,5,0.7464964,0.1503804,0.17420197500000006,0.253218025,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,15m,2024
SOL,0,1000,sign_phase_017_sol_2024_1h_0_1000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_1h_start0_sign_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,18,0.018108651911468814,0.2222222222222222,0.888888888888889,dio_0v65,1,0.125,11,4,0.7514017500000001,0.13033450000000002,0.09304538636363638,0.41536359090909086,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,1h,2024
SOL,0,1000,sign_phase_017_sol_2024_15m_0_1000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_15m_start0_sign_phase_017_1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65,dio_0ein;dio_0u24;dio_0qup,18,0.018108651911468814,0.3888888888888889,0.6984126984126985,dio_1xrt,0,0.0,4,5,0.7455353999999998,0.1421572,0.20166084999999997,0.26693554999999997,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,15m,2024
SOL,3000,4000,sign_phase_017_sol_2024_1h_3000_4000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_1h_start3000_sign_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_0u24,13,0.013078470824949699,0.38461538461538464,0.7032967032967034,dio_1xrt,1,0.125,3,6,0.7369176666666667,0.14835483333333332,0.1490235,0.45394566666666664,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,1h,2024
SOL,6000,7000,sign_phase_017_sol_2024_1h_6000_7000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_1h_start6000_sign_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,24,0.02414486921529175,0.25,0.8571428571428571,dio_0ein,2,0.25,5,10,0.7535313,0.1387296,0.2327913,0.5691314,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,1h,2024
SOL,12000,13000,sign_phase_017_sol_2024_15m_12000_13000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_15m_start12000_sign_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,27,0.02716297786720322,0.3333333333333333,0.761904761904762,dio_0ein,2,0.25,13,6,0.7461956666666666,0.14146233333333333,0.22573996153846154,0.36746929487179497,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,15m,2024
SOL,24000,25000,sign_phase_017_sol_2024_15m_24000_25000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_15m_start24000_sign_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_0u24,29,0.029175050301810865,0.3448275862068966,0.7487684729064039,dio_0fe7,3,0.375,12,9,0.7475254444444445,0.14545055555555556,0.2582713888888889,0.33547374999999996,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,sign_phase_017,15m,2024
BTC,0,1000,magnitude_phase_017_btc_2024_1h_0_1000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start0_magnitude_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,19,0.019114688128772636,0.3684210526315789,0.7218045112781954,dio_1xrt,1,0.125,8,4,0.7515130000000001,0.13729175,0.26112962500000003,0.47932612499999994,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,1h,2024
BTC,0,1000,magnitude_phase_017_btc_2024_15m_0_1000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start0_magnitude_phase_017_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,15,0.015090543259557344,0.3333333333333333,0.761904761904762,dio_1xrt,1,0.125,8,4,0.731251,0.14945525,-0.011146375,-0.150310875,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,15m,2024
BTC,3000,4000,magnitude_phase_017_btc_2024_1h_3000_4000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start3000_magnitude_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0u24;dio_0qup,dio_0ein,14,0.014084507042253521,0.21428571428571427,0.8979591836734694,dio_0fe7,0,0.0,4,4,0.73575825,0.14851375,0.07207749999999999,0.32466649999999997,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,1h,2024
BTC,6000,7000,magnitude_phase_017_btc_2024_1h_6000_7000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start6000_magnitude_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_17dc;dio_0u24,12,0.012072434607645875,0.4166666666666667,0.6666666666666666,dio_0v65,1,0.125,6,3,0.7454233333333334,0.13840033333333335,0.1348595,0.4488553333333333,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,1h,2024
BTC,12000,13000,magnitude_phase_017_btc_2024_15m_12000_13000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start12000_magnitude_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,19,0.019114688128772636,0.3157894736842105,0.7819548872180452,dio_0fe7,2,0.25,6,5,0.7400494,0.1490542,0.2294766,0.5681646,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,15m,2024
BTC,24000,25000,magnitude_phase_017_btc_2024_15m_24000_25000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start24000_magnitude_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,16,0.01609657947686117,0.25,0.8571428571428571,dio_1xrt,1,0.125,6,3,0.7431216666666667,0.14091433333333334,0.13591116666666664,0.3546473333333333,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,15m,2024
SOL,0,1000,magnitude_phase_017_sol_2024_1h_0_1000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_1h_start0_magnitude_phase_017_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,27,0.02716297786720322,0.25925925925925924,0.8465608465608465,dio_1xrt,1,0.125,15,7,0.7498892857142857,0.13855228571428574,0.17850583809523807,0.3511258095238096,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,1h,2024
SOL,0,1000,magnitude_phase_017_sol_2024_15m_0_1000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_15m_start0_magnitude_phase_017_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,24,0.02414486921529175,0.20833333333333334,0.9047619047619048,dio_0fe7,3,0.375,9,7,0.7442725714285714,0.14409114285714283,0.21900046031746034,0.40380784126984126,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,15m,2024
SOL,3000,4000,magnitude_phase_017_sol_2024_1h_3000_4000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_1h_start3000_magnitude_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,28,0.028169014084507043,0.2857142857142857,0.8163265306122449,dio_1xrt,3,0.375,9,8,0.7503635,0.1399295,0.2760225833333333,0.44384593055555566,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,1h,2024
SOL,6000,7000,magnitude_phase_017_sol_2024_1h_6000_7000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_1h_start6000_magnitude_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,34,0.03420523138832998,0.2647058823529412,0.8403361344537815,dio_1xrt,3,0.375,13,11,0.7491340000000001,0.1417719090909091,0.24945027272727271,0.37685267832167824,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,1h,2024
SOL,12000,13000,magnitude_phase_017_sol_2024_15m_12000_13000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_15m_start12000_magnitude_phase_017_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,33,0.03319919517102616,0.3333333333333333,0.761904761904762,dio_0v65,4,0.5,12,6,0.7520673333333333,0.14061566666666667,0.33264375,0.4798035,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,15m,2024
SOL,24000,25000,magnitude_phase_017_sol_2024_15m_24000_25000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_15m_start24000_magnitude_phase_017_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,27,0.02716297786720322,0.2222222222222222,0.888888888888889,dio_0fe7,1,0.125,13,7,0.7496888571428572,0.12987885714285713,0.07681693406593407,0.3014805824175825,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,magnitude_phase_017,15m,2024
BTC,0,1000,wick_phase_017_btc_2024_1h_0_1000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start0_wick_phase_017_1000.csv,994,rf_05,8,4,0.5,dio_0fe7;dio_1xrt;dio_17dc;dio_0ein,dio_1ba6;dio_0v65;dio_0u24;dio_0qup,16,0.01609657947686117,0.3125,0.7857142857142857,dio_0fe7,2,0.25,8,3,0.7495356666666666,0.14487833333333333,0.23200862500000002,0.32102691666666666,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,wick_phase_017,1h,2024
BTC,0,1000,wick_phase_017_btc_2024_15m_0_1000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start0_wick_phase_017_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,26,0.026156941649899398,0.2692307692307692,0.8351648351648352,dio_0fe7,1,0.125,11,7,0.7501001428571429,0.13756028571428572,0.1847355714285714,0.34634464935064935,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,wick_phase_017,15m,2024
BTC,3000,4000,wick_phase_017_btc_2024_1h_3000_4000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start3000_wick_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_0v65;dio_0ein;dio_0u24;dio_0qup,dio_1ba6,15,0.015090543259557344,0.4,0.6857142857142857,dio_1xrt,0,0.0,3,7,0.7423345714285714,0.14178028571428572,0.1512484285714286,0.4850334285714286,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,wick_phase_017,1h,2024
BTC,6000,7000,wick_phase_017_btc_2024_1h_6000_7000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_1h_start6000_wick_phase_017_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,23,0.023138832997987926,0.2608695652173913,0.8447204968944099,dio_0fe7,2,0.25,8,7,0.7450784285714286,0.14261985714285716,0.1928195892857143,0.3677890714285714,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,wick_phase_017,1h,2024
BTC,12000,13000,wick_phase_017_btc_2024_15m_12000_13000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start12000_wick_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_0u24,30,0.030181086519114688,0.3,0.7999999999999999,dio_1xrt,1,0.125,11,8,0.756870375,0.1382945,0.24078834090909088,0.26494953409090904,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,wick_phase_017,15m,2024
BTC,24000,25000,wick_phase_017_btc_2024_15m_24000_25000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_btc_2024_15m_start24000_wick_phase_017_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,29,0.029175050301810865,0.2413793103448276,0.8669950738916256,dio_0fe7,3,0.375,9,8,0.7471765,0.146167125,0.2931925972222222,0.45250545833333333,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,wick_phase_017,15m,2024
SOL,0,1000,wick_phase_017_sol_2024_1h_0_1000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2076_rf05_component_phase_controls/control_2076_sol_2024_1h_start0_wick_phase_017_1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_0v65;dio_0ein;dio_0u24,dio_17dc;dio_1ba6;dio_0qup,16,0.01609657947686117,0.375,0.7142857142857143,dio_0fe7,1,0.125,8,3,0.7548843333333334,0.13512366666666664,0.23908583333333333,0.4018514999999999,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,wick_phase_017,1h,2024
