dataset,source_key_posthoc,source_asset_posthoc,source_year_posthoc,target_key_posthoc,target_universe,target_ticks,activation_closures,afterimage_closures,observed_same_tick_closures,observed_synchrony_excess,collective_null_overlap_mean,collective_null_excess_mean,observed_minus_collective_null_mean,collective_null_exceedances,target_trace_sha256,target_trace_unchanged,field_state_unchanged_by_nulls,local_activation_afterimage_pair_preserved,collective_timing_preserved,viranz_parameter_used,memory_read,memory_written,influences_action,null_excess_00,null_excess_01,null_excess_02,null_excess_03,null_excess_04,null_excess_05,null_excess_06,null_excess_07,null_excess_08,null_excess_09,null_excess_10,null_excess_11,null_excess_12,null_excess_13,null_excess_14,null_excess_15,null_excess_16,null_excess_17,null_excess_18,null_excess_19,null_excess_20,null_excess_21,null_excess_22,null_excess_23,null_excess_24,null_excess_25,null_excess_26,null_excess_27,null_excess_28,null_excess_29,null_excess_30,null_excess_31
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|10000,a,994,227,72,24,7.564954683,25.8125,5.802681269,1.762273414,7,50339604aff3c0c59b4eaf682d20f592aa295e928cc9f961f6cac41691ff4767,1,1,1,0,0,0,0,0,6.429003021,3.097683787,3.468277946,13.500503525,8.427995972,6.062437059,5.865055388,0.640483384,6.618328298,7.028197382,2.440080564,3.498489426,6.411883182,0.46223565,2.422960725,6.745216516,3.083585096,3.460221551,6.974823766,11.719033233,5.172205438,12.433031219,9.434038268,5.791540785,12.550855992,2.802618328,3.418932528,3.468277946,3.242698892,10.322255791,5.935548842,2.757301108
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|13000,a,994,249,97,40,15.717019134,33.25,6.346078802,9.370940332,2,f305beadf1b81fb57db2c5102749d73222145eab53a473aa5656dbbfaa6cc957,1,1,1,0,0,0,0,0,8.487411883,9.869083585,-0.294058409,11.115810675,-3.385699899,6.26183283,16.398791541,3.496475327,0.377643505,4.045317221,9.580060423,4.770392749,3.834843907,2.340382679,7.202416918,12.429003021,16.104733132,-4.855991944,5.592145015,5.113796576,14.743202417,6.686807654,1.579053374,0.993957704,9.905337362,10.198388721,7.939577039,6.843907351,8.098690836,5.720040282,7.162134945,4.719033233
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|1000,a,994,213,85,33,14.80060423,32.8125,11.416383434,3.384220796,8,19e2d30795dae14e9a29dc0c6fdbf130ae709259d75f79cad480c79d45d46171,1,1,1,0,0,0,0,0,7.176233635,14.741188318,14.346424975,17.899295065,8.839879154,15.971802618,16.822759315,7.127895267,13.721047331,7.66163142,7.331319235,10.256797583,10.672708963,18.096676737,1.977844914,8.005035247,11.791540785,7.945619335,12.002014099,10.924471299,12.463242699,14.803625378,9.291037261,8.022155086,8.344410876,15.55387714,15.24672709,6.197381672,16.805639476,8.868076536,11.863041289,14.552870091
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|2000,a,994,202,65,22,8.79959718,26.34375,10.307653575,-1.508056395,20,9cfd15d31eb7aad1add2d1b2d3b852f9178893c7da67c01fe3294401f02112d0,1,1,1,0,0,0,0,0,8.275931521,4.173212487,5.526686808,8.235649547,22.807653575,8.034239678,12.294058409,14.149043303,4.803625378,13.971802618,9.035246727,3.909365559,16.98489426,12.914400806,14.614300101,10.102719033,6.92346425,10.118831823,18.201409869,10.09164149,10.734138973,7.156092649,9.790533736,2.382678751,8.942598187,12.231621349,10.330312185,13.347432024,13.669687815,8.495468278,9.847935549,7.748237664
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|2000,a,994,235,88,33,12.207452165,31.625,8.136329305,4.07112286,4,22d21bb7e20f32ee7421ca60ffd7facaade47dc723a86316ebccb78167964b0d,1,1,1,0,0,0,0,0,9.287009063,7.989929507,6.64652568,12.680765358,7.839879154,4.083585096,-1.158106747,14.988922457,10.467270896,5.401812689,8.176233635,9.840886203,8.036253776,4.010070493,8.698892246,3.744209466,11.172205438,7.603222558,4.375629406,3.297079557,11.89224572,13.597180262,12.006042296,13.023162135,9.939577039,9.560926485,8.689828802,7.117824773,2.791540785,7.558912387,9.728096677,7.274924471
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|7000,a,994,223,75,22,5.179254783,29.28125,8.135227845,-2.955973061,27,b3fd3c656acbae0ae435630926e37606cd852363f12724799b87baeca304f52a,1,1,1,0,0,0,0,0,8.743202417,14.840886203,16.320241692,9.478348439,12.226586103,7.01510574,11.236656596,9.711983887,8.429003021,5.180261833,15.013091641,5.780463243,4.519637462,0.362537764,8.056394763,11.655589124,9.129909366,9.171198389,5.3081571,7.182275932,0.048338369,5.705941591,7.007049345,6.912386707,3.514602216,8.947633434,7.556898288,6.821752266,12.870090634,9.065458207,5.055387714,7.460221551
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|1000,a,994,228,98,35,12.533736153,36.4375,10.256231118,2.277505035,9,5159eec293a218af016c4aa82123576d90be1a515fdf1afea0824da955fc6f8d,1,1,1,0,0,0,0,0,10.617321249,9.082578046,14.048338369,8.017119839,3.343403827,16.025176234,8.959718026,-1.560926485,8.096676737,12.752265861,15.603222558,10.029204431,4.638469285,11.921450151,11.180261833,11.224572004,11.397784491,5.552870091,6.118831823,9.945619335,17.813695871,15.111782477,7.254783484,10.304128902,16.274924471,7.813695871,12.819738167,13.454179255,9.590130916,10.106747231,10.482376636,10.179254783
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|8000,a,994,222,84,25,6.24572004,27.875,7.183125629,-0.937405589,19,b74c0af097ecfc9a234cc573e61a0020f4d76ee2627c220ab201c3ab7fa63976,1,1,1,0,0,0,0,0,1.686807654,11.520644512,5.579053374,7.47633434,11.253776435,3.111782477,13.718026183,8.662638469,12.035246727,4.910372608,7.612286002,10.443101712,13.103726083,8.167170191,4.519637462,7.957703927,6.70694864,7.812688822,8.876132931,12.012084592,3.722054381,0.433031219,3.465256798,5.826787513,6.841893253,8.441087613,0.205438066,5.367573011,7.963746224,1.383685801,5.955689829,13.087613293
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|4000,b,994,225,85,34,14.774420947,35.3125,11.951346928,2.823074018,7,2c97ecc254535f8153b200d8cf7a563be584d616d0efdba989073172c026a0da,1,1,1,0,0,0,0,0,4.872104733,14.789526687,18.13897281,15.112789527,15.912386707,11.744209466,20.648539778,9.562940584,10.641490433,13.749244713,13.788519637,8.312185297,9.432024169,11.69284995,11.025176234,10.341389728,20.070493454,10.435045317,14.570996979,8.962739174,13.780463243,5.357502518,13.407854985,16.733131923,6.273917422,11.343403827,10.981873112,4.760322256,10.602215509,10.326283988,11.439073515,13.633434038
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|15000,b,994,237,87,35,14.270896274,29.125,7.015892497,7.255003776,1,8d798d221f13a5bab88e05c82d27eb42abe72f3fae8f49d4b39383ba748378e5,1,1,1,0,0,0,0,0,7.744209466,16.193353474,9.530715005,0.787512588,1.587109768,5.899295065,9.520644512,7.711983887,6.443101712,5.712990937,8.557905337,9.752265861,8.390735146,-1.846928499,-0.550855992,10.024169184,2.364551863,13.475327291,5.711983887,2.935548842,4.986908359,9.957703927,5.850956697,5.165156093,12.633434038,9.017119839,4.116817724,6.10775428,12.653575025,6.273917422,12.385699899,5.413897281
