phase_key,phase_class,window_reading,world,data_file,current_start_tick,current_end_tick,center_tick,current_intake,current_loudness,current_sharpness,current_rekopplung,current_strain,delta_next_rekopplung,delta_next_strain,raw_rows,raw_return,range_ratio,body_ratio,direction_consistency,expansion_ratio,break_ratio,movement_class
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,766,766,766,0.474177,0.851396,0.439205,0.57882,0.289771,0.047985,-0.064574,71,0.00497174,0.03572744,0.00233762,0.02857143,3.68225828,0.53246616,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,12,12,12,0.476174,0.820217,0.692624,0.578892,0.289726,0.094851,-0.131931,47,-0.00379634,0.01440375,0.00085287,0.15555556,3.0591716,0.53106509,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,5238,5238,5238,0.485506,0.852469,0.393096,0.575542,0.289705,0.098441,-0.115662,71,0.01091062,0.03734788,0.00203909,0.04615385,2.87168759,0.48117155,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,536,536,536,0.399161,0.705283,0.454054,0.575029,0.289603,0.089906,-0.123559,71,0.07907437,0.08352927,0.00319128,0.24637681,3.26575809,0.4456072,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,6301,6301,6301,0.462531,0.812375,0.552408,0.581384,0.289588,0.097985,-0.115868,71,-0.01663074,0.04096089,0.00249418,0.13846154,3.87713311,0.49061433,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,9120,9120,9120,0.264754,0.468076,0.452145,0.575502,0.289479,0.075547,-0.089158,71,-0.00364254,0.02586207,0.00117827,0.06060606,3.48660714,0.51264881,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,8894,8894,8894,0.458004,0.805401,0.59054,0.580934,0.289474,0.075269,-0.087677,71,0.00024462,0.02690802,0.00167788,0.15151515,3.17716895,0.44474886,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,9627,9629,9628,0.426383,0.751378,0.583536,0.58177,0.28946,0.068834,-0.093804,71,0.02855455,0.03899173,0.00156988,0.03030303,7.75361011,0.51083032,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1359,1359,1359,0.427488,0.755489,0.696923,0.584918,0.28938,0.071694,-0.099027,71,0.10020104,0.12958223,0.00387197,0.11428571,3.75261096,0.50597771,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,9697,9697,9697,0.460198,0.816031,0.543792,0.580777,0.289285,0.064541,-0.076678,71,-0.00197433,0.01382034,0.00048663,0.08695652,12.99346405,0.45751634,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,3042,3042,3042,0.352263,0.625631,0.422047,0.574458,0.289266,0.086765,-0.09956,71,-0.00958466,0.05869128,0.00309822,0.02857143,2.77572016,0.47813786,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,8015,8016,8016,0.328971,0.566871,0.422199,0.573176,0.289123,0.064707,-0.07654,71,-0.08892964,0.11826725,0.00511988,0.05882353,2.47199516,0.48016954,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,1995,1995,1995,0.41199,0.735839,0.707445,0.578261,0.289071,0.075484,-0.097482,71,-0.0200075,0.03901463,0.00194263,0.0,3.41250583,0.51469902,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,7326,7326,7326,0.393122,0.69172,0.659784,0.577902,0.289025,0.101475,-0.104701,71,0.0111576,0.02900976,0.00225116,0.2,3.3513986,0.50087413,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,19,19,19,0.444954,0.776509,0.675368,0.583206,0.28893,0.081546,-0.120933,54,0.0005631,0.01337493,0.00080734,0.13207547,3.65999089,0.59555709,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,rekopplung_bricht_in_last,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,3911,3911,3911,0.464948,0.826021,0.521005,0.581041,0.288794,0.034069,-0.05153,71,-0.01110162,0.01579846,0.00098026,0.14754098,2.56626506,0.49096386,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1111,1112,1112,0.354119,0.612841,0.52327,0.577134,0.288724,0.075719,-0.094618,71,0.00490712,0.02048356,0.00152734,0.02857143,4.72728018,0.52911621,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,350,350,350,0.355425,0.633634,0.436548,0.576463,0.288708,0.10054,-0.124025,71,0.00754796,0.04348833,0.00324933,0.05714286,3.20800662,0.49316454,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,3048,3048,3048,0.440259,0.777184,0.635121,0.58262,0.288667,0.084633,-0.098444,71,0.00416667,0.0162037,0.00112154,0.03225806,3.15088757,0.50887574,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,2092,2093,2092,0.374449,0.670747,0.653189,0.58059,0.28859,0.064776,-0.100769,71,0.02879512,0.06011146,0.00177552,0.24637681,3.76835317,0.47123016,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,5078,5078,5078,0.414853,0.743547,0.686963,0.578432,0.288547,0.075989,-0.092557,71,0.00411765,0.00905882,0.00061143,0.07692308,2.59054054,0.49864865,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,1235,1235,1235,0.428848,0.753255,0.710712,0.585688,0.288193,0.055948,-0.070049,71,0.00271248,0.01672694,0.00131167,0.03225806,3.15555556,0.50864198,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,3791,3791,3791,0.459001,0.779716,0.729541,0.581094,0.288178,0.118506,-0.107101,71,0.00099206,0.00297619,0.00016767,0.04347826,4.53191489,0.5106383,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,2558,2559,2558,0.360506,0.627391,0.3242,0.577129,0.28811,0.06729,-0.09629,71,-0.01489758,0.06778399,0.00338867,0.01492537,6.7603111,0.4567523,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,9420,9420,9420,0.467596,0.823749,0.533853,0.58063,0.288043,0.099776,-0.109643,71,0.00799201,0.01498501,0.0012185,0.05882353,3.07515924,0.55159236,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_5M_2K,kontrolliert_sol_2024_5m_test1_2000_SOLUSDT.csv,1929,1929,1929,0.396245,0.699639,0.675081,0.578737,0.287936,0.104465,-0.119626,71,-0.01169224,0.03967011,0.00211143,0.01492537,2.62161247,0.48644986,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,5938,5938,5938,0.440076,0.758892,0.722025,0.582918,0.287901,0.104182,-0.117038,71,-0.00036238,0.01087153,0.00059206,0.03225806,3.55,0.52727273,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,6687,6687,6687,0.457007,0.803195,0.575688,0.581479,0.287695,0.085405,-0.090799,71,-0.00132685,0.01901813,0.0011898,0.18644068,2.48251748,0.44522145,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,7471,7471,7471,0.407778,0.700475,0.36782,0.577133,0.287694,0.0973,-0.111279,71,-0.00188005,0.01034029,0.00097445,0.01449275,3.28998505,0.55007474,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,9423,9423,9423,0.461735,0.822145,0.507059,0.581057,0.287621,0.070897,-0.081237,71,0.01105651,0.03587224,0.00241894,0.08823529,3.04821664,0.46169089,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,3432,3433,3432,0.313497,0.546516,0.304798,0.575384,0.287419,0.093175,-0.117617,71,-0.01854126,0.05071218,0.0021445,0.01492537,5.56221198,0.51948052,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,1283,1283,1283,0.406273,0.719886,0.718682,0.58092,0.287264,0.075439,-0.101877,71,-0.00958689,0.02300854,0.00121769,0.04347826,4.47806216,0.45338208,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,1961,1961,1961,0.379045,0.696342,0.503091,0.576052,0.287052,0.057627,-0.080572,71,-0.01604542,0.05689953,0.0022634,0.01449275,3.09255898,0.47259528,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,5415,5415,5415,0.331153,0.585492,0.258936,0.578252,0.286991,0.113838,-0.155005,71,-0.04328733,0.07308657,0.0044975,0.04347826,3.58585859,0.54120149,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,1260,1260,1260,0.447666,0.781491,0.635033,0.582022,0.286969,0.089906,-0.100658,71,-0.01111883,0.02293259,0.00113048,0.10447761,4.94848485,0.46666667,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,897,897,897,0.432208,0.7489,0.724257,0.584662,0.286939,0.092535,-0.109761,71,0.01292582,0.0151789,0.00108238,0.11428571,2.40706355,0.59556958,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,1313,1313,1313,0.329766,0.58801,0.379863,0.575729,0.286863,0.104197,-0.119439,71,0.01784917,0.03480589,0.00159008,0.09375,2.5508982,0.50499002,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,9558,9558,9558,0.476864,0.811854,0.660048,0.580277,0.28684,0.116047,-0.135488,71,-0.03645541,0.068424,0.00369689,0.05882353,3.70837867,0.50924918,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,4876,4876,4876,0.388457,0.682755,0.665517,0.581019,0.286837,0.114983,-0.138594,71,0.002997,0.00549451,0.00042211,0.14285714,4.17647059,0.50420168,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,2459,2460,2460,0.372706,0.632408,0.372604,0.577395,0.286822,0.065119,-0.084887,71,-0.00761601,0.02957846,0.00159654,0.09090909,8.28333333,0.53333333,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,7417,7419,7418,0.328663,0.572212,0.496551,0.577756,0.286775,0.101343,-0.104449,71,0.02040816,0.03369272,0.00126636,0.02941176,7.1993007,0.54428904,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,166,166,166,0.401289,0.711563,0.674792,0.580573,0.286572,0.086109,-0.118818,71,0.06125026,0.19774784,0.01005274,0.08571429,2.24581352,0.46736958,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,1260,1260,1260,0.45019,0.789782,0.602641,0.582583,0.28655,0.07174,-0.086873,71,-0.0096258,0.02298159,0.00127271,0.18181818,4.47422024,0.47803947,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,2300,2300,2300,0.454174,0.797632,0.608888,0.586845,0.286434,0.098669,-0.129531,71,-0.01002593,0.02437338,0.00134393,0.03030303,3.20055198,0.50781969,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,rekopplung_bricht_in_last,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,3635,3635,3635,0.419156,0.740442,0.706126,0.587095,0.286417,0.019998,-0.043327,71,-0.00132802,0.01549358,0.00120956,0.01639344,2.08823529,0.51871658,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,4696,4696,4696,0.395392,0.713684,0.62585,0.579006,0.286221,0.104541,-0.12861,71,-0.00495616,0.03164316,0.00317344,0.05882353,3.5969163,0.65088106,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,1510,1510,1510,0.385389,0.685221,0.624933,0.579222,0.28622,0.083216,-0.104481,71,-0.01486274,0.02920091,0.00124862,0.05882353,2.8044316,0.48843931,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,2558,2558,2558,0.295468,0.502939,0.17577,0.57508,0.2862,0.072946,-0.091204,71,0.05294705,0.06580919,0.00268921,0.17647059,3.51923744,0.52998267,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,7001,7001,7001,0.431392,0.748019,0.721355,0.58566,0.286085,0.067914,-0.072124,71,0.0015,0.0065,0.00032394,0.04166667,4.08045977,0.52873563,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,9828,9828,9828,0.492507,0.814745,0.578231,0.577582,0.286073,0.100859,-0.091615,71,0.00049529,0.00247647,0.00018138,0.07692308,5.46153846,0.66666667,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,7995,7995,7995,0.413877,0.719313,0.716046,0.581869,0.285995,0.0941,-0.107076,71,-0.00603318,0.02061337,0.00109405,0.15942029,2.86804309,0.55475763,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,4630,4630,4630,0.436138,0.765922,0.659877,0.584494,0.285902,0.071739,-0.090875,71,0.00136379,0.03852711,0.00269877,0.0,3.25629496,0.50539568,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,rekopplung_bricht_in_last,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,719,722,720,0.398672,0.706082,0.596527,0.581427,0.285863,0.019204,-0.047462,71,-0.10633914,0.21600634,0.00556238,0.05882353,12.41842736,0.54280113,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,8643,8643,8643,0.473303,0.845283,0.621782,0.595463,0.285829,0.063169,-0.090286,71,-0.00274241,0.02135162,0.00146777,0.04477612,4.02646503,0.50283554,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,9154,9154,9154,0.4011,0.693405,0.397228,0.577943,0.285811,0.094169,-0.099513,71,0.00543616,0.01719343,0.00094728,0.07462687,2.89651741,0.52935323,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,3078,3078,3078,0.439193,0.776519,0.617542,0.58498,0.285715,0.082787,-0.115886,71,0.02154793,0.08970976,0.00371623,0.16129032,7.68700787,0.59055118,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,rekopplung_bricht_in_last,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,5545,5545,5545,0.518698,0.897923,0.620064,0.589626,0.285687,0.025095,-0.04805,71,0.00292882,0.01719088,0.00086268,0.06451613,3.39977728,0.53563474,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,1795,1795,1795,0.456474,0.798641,0.642141,0.585913,0.285632,0.068843,-0.088506,71,-0.01046882,0.0254893,0.00123728,0.08196721,4.08900524,0.5052356,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,2260,2260,2260,0.443537,0.766606,0.732981,0.580271,0.285566,0.092556,-0.113499,71,0.02862186,0.03215231,0.00136032,0.21212121,3.12366231,0.45541023,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,7628,7629,7628,0.376845,0.654933,0.402395,0.582015,0.28546,0.062741,-0.080001,71,0.0343832,0.05223097,0.00266164,0.13043478,4.82675439,0.52631579,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,8944,8944,8944,0.389494,0.685234,0.748787,0.582847,0.285254,0.069069,-0.088265,71,0.00305538,0.02355188,0.00109556,0.10447761,4.90627482,0.4853058,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,1403,1403,1403,0.372157,0.646484,0.399121,0.578121,0.285092,0.122568,-0.142711,71,0.03181654,0.04370273,0.00204275,0.02857143,3.29045146,0.48262085,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,5563,5563,5563,0.493731,0.856538,0.450765,0.57862,0.284983,0.094728,-0.095984,71,0.00598269,0.01718432,0.00101474,0.03030303,2.98727984,0.55381605,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,5668,5668,5668,0.238329,0.40601,0.406371,0.57509,0.284928,0.097786,-0.131695,71,0.03795066,0.07685009,0.00347881,0.08823529,3.45724466,0.46377672,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_5M_2K,kontrolliert_sol_2024_5m_test1_2000_SOLUSDT.csv,897,897,897,0.436637,0.752079,0.709945,0.585374,0.2846,0.100716,-0.116221,71,0.0307473,0.04540827,0.00300274,0.01449275,3.19370775,0.54446178,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,2665,2665,2665,0.190347,0.286481,0.205086,0.568457,0.284482,0.088947,-0.114145,71,0.02405498,0.04123711,0.00210196,0.13846154,3.5698324,0.56610801,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,1173,1176,1174,0.319061,0.547161,0.371616,0.57711,0.284453,0.09077,-0.114998,71,-0.01227506,0.05207961,0.00180777,0.0,9.20203304,0.45616264,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,626,626,626,0.426872,0.744129,0.592634,0.580398,0.28442,0.059949,-0.083793,71,0.01166997,0.04994749,0.00279915,0.02941176,1.90702479,0.50265643,gemischte_rohwelt
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1399,1399,1399,0.505584,0.884378,0.603724,0.594641,0.2844,0.057829,-0.089791,71,0.13791936,0.19726858,0.00683958,0.08571429,6.388531,0.44182218,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,161,161,161,0.425095,0.740237,0.735769,0.587798,0.284399,0.062132,-0.094778,71,0.00474485,0.02676813,0.00183969,0.05882353,3.32240236,0.5375829,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,5117,5117,5117,0.464482,0.820461,0.640136,0.593352,0.284341,0.052014,-0.076611,71,-0.01223385,0.02176215,0.00087479,0.0,3.15088757,0.52071006,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->rekopplungsnaehe,weltgebundene_feldphase,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,2406,2406,2406,0.393422,0.691414,0.578239,0.580186,0.284305,0.134208,-0.120501,71,0.00447984,0.00547536,0.0003926,0.15,3.8828125,0.4375,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,3381,3381,3381,0.465276,0.810907,0.71266,0.591991,0.28424,0.07519,-0.097966,71,-0.00495663,0.03469641,0.00183837,0.06060606,3.24695122,0.48170732,bewegungsbruch
