world;axis;inner_effect_state;mcm_preview_symbol;count;ratio;avg_axis_z;avg_mcm_rekopplung_quality;avg_mcm_strain_quality;avg_mcm_carry_quality;avg_rezeptor_field_intake_pressure;avg_perception_adaptation_potential;avg_perception_visual_focus_tendency;avg_perception_visual_distance_tendency;avg_perception_auditory_listen_tendency;avg_perception_auditory_softening_tendency;avg_perception_felt_distance_tendency
SOL2024_5M_STRESS_4K;hoeren_hin;inner_effect_stable;dio_mcm_episode_0e7qvj1;867;0.2170756134201302;0.9141344486735871;0.720808725490196;0.13329275547866204;0.5541725617070358;0.06193738754325259;0.11352198961937716;0.6513675732410611;0.3231586239907728;0.8829621441753173;0.11703785582468282;0.1379451937716263
SOL2024_5M_STRESS_4K;sehen_fokus;inner_effect_stable;dio_mcm_episode_0e7qvj1;812;0.20330495743615423;1.1191634285714287;0.7142496465517242;0.13989154433497536;0.539763921182266;0.1079945369458128;0.11801192118226601;0.6751038743842365;0.25516638793103447;0.8186465935960592;0.18135340640394088;0.1427038866995074
SOL2024_5M_STRESS_4K;sehen_abstand;inner_effect_stable;dio_mcm_episode_0e7qvj1;399;0.09989984977466199;0.9849764586466165;0.7007411378446115;0.1568059172932331;0.529855611528822;0.11322799498746867;0.14300971929824563;0.6269854010025063;0.45193135588972433;0.792125649122807;0.207874350877193;0.19631487969924813
SOL2024_5M_STRESS_4K;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;288;0.07210816224336505;1.60517153125;0.6744066493055556;0.18433494097222222;0.5000581979166667;0.12533319791666667;0.15525192708333335;0.6198761041666666;0.51597184375;0.769154045138889;0.23084595486111115;0.23329700347222224
SOL2024_5M_STRESS_4K;hoeren_leise;inner_effect_stable;dio_mcm_episode_0e7qvj1;254;0.06359539308963445;1.0494115472440944;0.6898316220472441;0.17176993700787402;0.5088281299212598;0.18710714173228346;0.15704344881889762;0.6233402322834646;0.37240375984251967;0.6701351535433071;0.3298648464566929;0.22777490551181104
SOL2024_5M_STRESS_4K;ausgeglichen;inner_effect_stable;dio_mcm_episode_0e7qvj1;235;0.05883825738607912;0.23107091063829788;0.7132278808510638;0.15527817446808512;0.5550021872340425;0.11597654042553192;0.13158680425531916;0.6406557914893617;0.3369123914893617;0.7873797914893618;0.21262020851063831;0.1704841489361702
SOL2024_5M_STRESS_4K;feldinput;inner_effect_stable;dio_mcm_episode_0e7qvj1;206;0.05157736604907361;1.0842678786407767;0.684088009708738;0.1780020145631068;0.497460213592233;0.20698393203883494;0.14976823300970873;0.6255143932038835;0.31755259223300975;0.6893289077669903;0.3106710922330097;0.22324046601941747
SOL2024_5M_STRESS_4K;feldinput;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;131;0.032799198798197295;2.070201473282443;0.6443772213740457;0.22528880916030536;0.44765991603053434;0.28025727480916035;0.17080735877862596;0.6080094732824428;0.32094109160305345;0.5925150152671755;0.4074849847328244;0.29121410687022903
SOL2024_5M_STRESS_4K;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;82;0.020530796194291438;1.4373488170731707;0.6632318170731708;0.20432034146341463;0.48214579268292684;0.21317924390243903;0.16717674390243903;0.6181399390243902;0.38108956097560975;0.6280869756097561;0.3719130243902439;0.26213717073170734
SOL2024_5M_STRESS_4K;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;60;0.015022533800701052;1.7006343833333333;0.6450018833333334;0.21915816666666668;0.4533720166666667;0.22420191666666664;0.17513178333333332;0.6044268333333334;0.43017266666666665;0.6225483833333333;0.37745161666666666;0.29318531666666664
SOL2024_5M_STRESS_4K;hoeren_hin;inner_effect_stable;dio_mcm_episode_1joiyc3;52;0.013019529293940912;0.8938883846153847;0.7101505769230769;0.1381989423076923;0.5255166923076924;0.06566901923076923;0.11292088461538462;0.6526895384615384;0.31857411538461544;0.8807676923076924;0.11923230769230769;0.13175209615384614
SOL2024_5M_STRESS_4K;sehen_fokus;inner_effect_stable;dio_mcm_episode_0mji3u6;35;0.008763144717075613;1.0557798285714286;0.7106335142857143;0.1403695142857143;0.5322966857142857;0.09933322857142857;0.11793465714285714;0.6732444857142857;0.2663383714285714;0.8282740857142857;0.1717259142857143;0.14745722857142857
SOL2024_5M_STRESS_4K;sehen_fokus;inner_effect_stable;dio_mcm_episode_1joiyc3;31;0.007761642463695543;0.8985781612903226;0.6949854838709678;0.14695106451612902;0.4935854193548387;0.11170341935483871;0.12059829032258065;0.6686329032258065;0.2776471612903226;0.8149441935483871;0.1850558064516129;0.14456548387096774
SOL2024_5M_STRESS_4K;hoeren_hin;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;26;0.006509764646970456;0.7842631153846155;0.6950458076923076;0.15575434615384615;0.5226443846153846;0.06888592307692308;0.1254762692307692;0.6390613461538461;0.39408776923076927;0.8688855;0.1311145;0.1799693846153846
SOL2024_5M_STRESS_4K;feldinput;inner_effect_tipping;dio_mcm_episode_0e7qvj1;20;0.005007511266900351;3.9913923;0.5827838;0.29967705;0.35919145;0.42303775000000005;0.20776905;0.5712824;0.3159722;0.4103617;0.5896383000000001;0.40131300000000003
SOL2024_5M_STRESS_4K;hoeren_hin;inner_effect_stable;dio_mcm_episode_1jx2k4i;20;0.005007511266900351;0.77711615;0.70785235;0.13590645;0.51917585;0.06776495;0.11523989999999999;0.6516901500000001;0.32219545;0.8681108500000001;0.13188914999999998;0.1346742
SOL2024_5M_STRESS_4K;sehen_fokus;inner_effect_stable;dio_mcm_episode_1jx2k4i;20;0.005007511266900351;0.9853417;0.69037375;0.14583275;0.47167265;0.09376229999999999;0.1143542;0.67117815;0.2481937;0.82939975;0.17060025;0.1292143
SOL2024_5M_STRESS_4K;sehen_abstand;inner_effect_stable;dio_mcm_episode_0mji3u6;19;0.004757135703555333;1.1786655263157895;0.697047;0.1524626842105263;0.5164993684210526;0.10823552631578946;0.14440131578947368;0.6279272631578947;0.4719314210526316;0.7994654736842106;0.20053452631578947;0.2042382105263158
SOL2024_5M_STRESS_4K;sehen_fokus;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;18;0.004506760140210316;0.603624;0.687132111111111;0.17641438888888888;0.5177066666666668;0.14058638888888889;0.13178944444444443;0.6599802777777778;0.30433483333333333;0.7831855;0.21681450000000002;0.18824205555555557
SOL2024_5M_STRESS_4K;hoeren_hin;inner_effect_stable;dio_mcm_episode_0mji3u6;17;0.004256384576865298;0.9407274117647059;0.712569;0.13044017647058825;0.5319825882352941;0.06719864705882353;0.11529641176470588;0.6527180588235294;0.32730564705882353;0.8858445294117647;0.11415547058823529;0.15556241176470587
SOL2024_5M_STRESS_4K;ausgeglichen;inner_effect_stable;dio_mcm_episode_1joiyc3;16;0.00400600901352028;0.2330038125;0.6949448125;0.1545705;0.505653375;0.12283000000000001;0.1314981875;0.6407214375;0.3326215625;0.7854565;0.2145435;0.1692755625
SOL2024_5M_STRESS_4K;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;15;0.003755633450175263;1.9758728;0.6670543333333333;0.18970033333333333;0.49418453333333334;0.10114786666666667;0.15295906666666664;0.6105736666666667;0.5542499333333333;0.8147743333333334;0.18522566666666668;0.24539393333333331
SOL2024_5M_STRESS_4K;ausgeglichen;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;13;0.003254882323485228;0.2609170769230769;0.6983582307692308;0.1737136923076923;0.5445388461538462;0.1254623076923077;0.13472246153846154;0.6436176923076923;0.32598230769230774;0.7734268461538462;0.22657315384615384;0.19103676923076923
SOL2024_5M_STRESS_4K;feldinput;inner_effect_stable;dio_mcm_episode_1joiyc3;13;0.003254882323485228;0.9225765384615384;0.6756653846153846;0.1774083076923077;0.47281730769230773;0.19496723076923078;0.1465466153846154;0.6207852307692309;0.331173;0.7131561538461538;0.28684384615384617;0.21397553846153847
SOL2024_5M_STRESS_4K;fuehlen_abstand;inner_effect_stable;dio_mcm_episode_0e7qvj1;13;0.003254882323485228;1.0175044615384616;0.6708097692307693;0.1745703076923077;0.4718289230769231;0.16078153846153848;0.15080246153846152;0.6340624615384616;0.37623953846153846;0.7319306153846153;0.2680693846153846;0.24990515384615383
SOL2024_5M_STRESS_4K;fuehlen_abstand;inner_effect_tipping;dio_mcm_episode_0e7qvj1;12;0.0030045067601402104;3.847564833333333;0.5725969999999999;0.3065360833333333;0.35319925;0.39280224999999996;0.2225626666666667;0.5594510833333334;0.4709804166666667;0.413032;0.586968;0.4292055833333333
SOL2024_5M_STRESS_4K;hoeren_leise;inner_effect_stable;dio_mcm_episode_1joiyc3;11;0.002754131196795193;1.101888;0.6659240909090909;0.18605427272727273;0.45840827272727275;0.19065536363636362;0.15766145454545455;0.6336446363636363;0.36943800000000004;0.6644472727272728;0.3355527272727273;0.22687236363636362
SOL2024_5M_STRESS_4K;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1joiyc3;10;0.0025037556334501754;1.6599336;0.646376;0.20151370000000002;0.44059679999999996;0.1438125;0.15950999999999999;0.6210741;0.5216265;0.7472903;0.2527097;0.2381245
SOL2024_5M_STRESS_4K;hoeren_leise;inner_effect_stable;dio_mcm_episode_1jx2k4i;9;0.002253380070105158;1.0457092222222224;0.6753928888888888;0.174223;0.4712174444444444;0.18421777777777779;0.15397711111111112;0.6164627777777778;0.3372281111111111;0.6705364444444445;0.32946355555555557;0.22906488888888887
SOL2024_5M_STRESS_4K;sehen_abstand;inner_effect_stable;dio_mcm_episode_1joiyc3;9;0.002253380070105158;0.7160193333333333;0.6939443333333334;0.1542761111111111;0.5073685555555555;0.0973458888888889;0.13514466666666666;0.6308603333333332;0.42415922222222224;0.8183178888888889;0.18168211111111113;0.17843233333333333
SOL2024_5M_STRESS_4K;ausgeglichen;inner_effect_stable;dio_mcm_episode_0mji3u6;8;0.00200300450676014;0.209533;0.711713125;0.16013275;0.558957375;0.120812875;0.1327055;0.641650125;0.34409275;0.7863742499999999;0.21362575;0.17325225
SOL2024_5M_STRESS_4K;feldinput;inner_effect_stable;dio_mcm_episode_0mji3u6;8;0.00200300450676014;0.8549694999999999;0.682473375;0.17149324999999999;0.487461375;0.18994275;0.139629375;0.6440042500000001;0.274720375;0.721732625;0.278267375;0.20214474999999998
SOL2024_5M_STRESS_4K;sehen_abstand;inner_effect_stable;dio_mcm_episode_1jx2k4i;8;0.00200300450676014;0.964903125;0.6669835;0.171332375;0.4514515;0.116434875;0.14637;0.62141325;0.449858625;0.7711205;0.2288795;0.203801
SOL2024_5M_STRESS_4K;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1joiyc3;6;0.0015022533800701052;2.2362933333333337;0.6269718333333333;0.23396716666666664;0.4012991666666667;0.292601;0.16947783333333333;0.6164798333333333;0.27754816666666665;0.5742018333333333;0.42579816666666664;0.2866725
SOL2024_5M_STRESS_4K;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;6;0.0015022533800701052;2.1663625;0.6306296666666666;0.22890666666666667;0.4224543333333333;0.24493383333333332;0.18209083333333334;0.5854535;0.4766425;0.6226011666666666;0.37739883333333335;0.32269183333333334
SOL2024_5M_STRESS_4K;hoeren_leise;inner_effect_stable;dio_mcm_episode_0mji3u6;6;0.0015022533800701052;1.064213;0.6860046666666667;0.17357683333333332;0.5043615;0.18208100000000002;0.158899;0.627594;0.39202316666666664;0.6685308333333334;0.33146916666666665;0.22793
SOL2024_5M_STRESS_4K;sehen_abstand;inner_effect_stable;dio_mcm_episode_03hr8bf;6;0.0015022533800701052;1.1951441666666667;0.6770341666666667;0.16397316666666667;0.474048;0.12113383333333333;0.14854199999999998;0.6276098333333334;0.47363299999999997;0.7831796666666667;0.2168203333333333;0.22049466666666664
SOL2024_5M_STRESS_4K;ausgeglichen;inner_effect_stable;dio_mcm_episode_1jx2k4i;5;0.0012518778167250877;0.21240160000000002;0.6949202;0.1523806;0.4990804;0.1224838;0.13627499999999998;0.6334464;0.35273;0.7667902;0.23320979999999997;0.17603660000000002
SOL2024_5M_STRESS_4K;hoeren_hin;inner_effect_stable;dio_mcm_episode_1i1sl4l;5;0.0012518778167250877;0.933065;0.6893364;0.1409666;0.4780912;0.06349;0.1158534;0.6500118;0.34922620000000004;0.885014;0.11498599999999999;0.1418236
SOL2024_5M_STRESS_4K;hoeren_hin;inner_effect_stable;dio_mcm_episode_0qzjuvj;5;0.0012518778167250877;0.9809334;0.7137148;0.13586700000000002;0.5369716;0.06163539999999999;0.1134148;0.653707;0.3231364;0.8902024000000001;0.10979760000000001;0.14676039999999999
SOL2024_5M_STRESS_4K;hoeren_hin;inner_effect_stable;dio_mcm_episode_0z748ck;5;0.0012518778167250877;1.1730632;0.7080428000000001;0.121425;0.5076728;0.0553144;0.1070934;0.662096;0.2804136;0.9110272;0.08897279999999999;0.1482316
SOL2024_5M_STRESS_4K;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;5;0.0012518778167250877;1.5074276;0.6541895999999999;0.2108602;0.4613594;0.22201520000000002;0.16739579999999998;0.6300798000000001;0.3665772;0.6204912;0.37950880000000004;0.2633804
SOL2024_5M_STRESS_4K;sehen_fokus;inner_effect_stable;dio_mcm_episode_0db07p4;5;0.0012518778167250877;1.2236626000000002;0.6768981999999999;0.1611976;0.4570946;0.1178932;0.1224672;0.6781694;0.2666478;0.79794;0.20206;0.147542
