pair,signature,events,worlds,share,pressure_delta,rekopplung_delta
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,druck_lage->rekoppelnde_lage->rekoppelnde_lage,1,1,0.009709,-0.111940,0.038731
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,rekoppelnde_lage->bewegungsbruch->rekoppelnde_lage,1,1,0.009709,0.021966,-0.007109
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->bewegungsbruch->rekoppelnde_lage,13,4,0.134021,-0.027070,-0.002237
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->rekoppelnde_lage->rekoppelnde_lage,10,4,0.103093,-0.032862,0.007448
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->rekoppelnde_lage,6,3,0.061856,0.017998,-0.004093
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->bewegungsbruch,6,3,0.061856,0.063430,-0.016766
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->offene_lage,6,4,0.061856,0.055714,-0.013851
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->offene_lage->rekoppelnde_lage,5,3,0.051546,-0.022067,0.005489
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->druck_lage,5,2,0.051546,0.161480,-0.045026
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->bewegungsbruch->rekoppelnde_lage,4,4,0.041237,-0.070046,0.008920
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->rekoppelnde_lage->rekoppelnde_lage,4,3,0.041237,-0.049488,0.021719
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->bewegungsbruch->offene_lage,3,2,0.030928,-0.023178,0.006641
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->offene_lage->rekoppelnde_lage,3,1,0.030928,-0.041906,0.014633
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->druck_lage->offene_lage,2,2,0.020619,0.014694,-0.005732
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->gehaltene_form,2,2,0.020619,0.094295,0.005899
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->druck_lage->bewegungsbruch,2,2,0.020619,0.005892,0.008761
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->rekoppelnde_lage->offene_lage,2,1,0.020619,0.028466,-0.010068
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->bewegungsbruch->rekoppelnde_lage,2,2,0.020619,-0.036339,0.024460
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->rekoppelnde_lage->offene_lage,2,2,0.020619,-0.039288,0.006881
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->offene_lage->bewegungsbruch,2,2,0.020619,0.033788,-0.008911
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,gehaltene_form->rekoppelnde_lage->rekoppelnde_lage,1,1,0.010309,-0.122905,0.052222
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->rekoppelnde_lage->offene_lage,1,1,0.010309,-0.017059,-0.007869
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->bewegungsbruch->offene_lage,1,1,0.010309,-0.018189,0.032511
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->druck_lage->bewegungsbruch,1,1,0.010309,-0.127999,0.058323
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->druck_lage->bewegungsbruch,1,1,0.010309,0.002393,-0.004720
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->offene_lage->rekoppelnde_lage,1,1,0.010309,-0.098116,0.047130
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->bewegungsbruch->gehaltene_form,1,1,0.010309,0.127308,-0.023340
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->offene_lage->druck_lage,1,1,0.010309,0.049324,-0.035090
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->druck_lage->offene_lage,1,1,0.010309,-0.089682,0.012220
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->rekoppelnde_lage->offene_lage,1,1,0.010309,-0.128769,0.023965
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->bewegungsbruch->rekoppelnde_lage,1,1,0.010309,-0.179098,0.044403
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->druck_lage->druck_lage,1,1,0.010309,-0.096790,0.003129
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->druck_lage->rekoppelnde_lage,1,1,0.010309,-0.066545,0.044262
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->bewegungsbruch->druck_lage,1,1,0.010309,0.020413,0.006200
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->druck_lage->druck_lage,1,1,0.010309,0.171623,-0.029344
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,gehaltene_form->druck_lage->bewegungsbruch,1,1,0.010309,-0.030757,-0.004058
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->rekoppelnde_lage->bewegungsbruch,1,1,0.010309,0.098152,-0.027744
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->rekoppelnde_lage->rekoppelnde_lage,1,1,0.010309,-0.067806,0.016938
