preview_symbol,role_reading,count,world_count,depth_score,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score,quiet_share,stress_share,shift_share,stress_shift_share,top_milieu_share,distribution_entropy
dio_mcm_episode_1rj8742,breite_grundrolle,18322,42,0.723288,REAL_FOLLOW_BTC_6000,0.084434,REAL_FOLLOW_BTC_6000:1547;BTC_STRESS_2025_5M:870;FOLLOW_EQ10K_PAXG_2024_5M:858;REAL_FOLLOW_XRP_6000:838;REAL_FOLLOW_DOGE_6000:750;BTC_FIELD_QUIET_04:718;BTC_LONG_2024_5M_QUIET:694;REAL_FOLLOW_SOL_6000:682;FOLLOW_KAS_2024_5M_2000:660;PAXG_1H_A:645,quiet:3766;btc:3646;paxg:2795;xrp:2004;doge:1746;shift:1478;sol:993;other:961;stress:933,0.938733,0.550962,0.160325,0.0,0.205545,0.050922,0.080668,0.13159,0.205545,0.940579
dio_mcm_episode_0icnf2v,breite_grundrolle,94944,41,0.827735,REAL_TIME_2023_SOL_ALTSEQ_A,0.07239,REAL_TIME_2023_SOL_ALTSEQ_A:6873;FOLLOW_DOGE_2024_5M_2000:6679;REAL_FOLLOW_DOGE_6000:6538;FOLLOW_XRP_2024_5M_2000:6192;REAL_FOLLOW_BTC_6000:5866;BTC_10K_A:5850;SOL_10K_A:5602;REAL_FOLLOW_SOL_6000:5581;REAL_FOLLOW_XRP_6000:4315;REAL_TIME_2024_BTC_5M:4261,sol:21480;btc:16165;xrp:14825;doge:13691;quiet:11832;paxg:11178;stress:4643;other:1024;shift:106,0.907585,0.338763,0.176466,0.0,0.124621,0.048903,0.001116,0.050019,0.226239,0.874869
dio_mcm_episode_1qlxgj7,breite_grundrolle,21876,43,0.719465,FOLLOW_EQ10K_XLM_2024_5M,0.115469,FOLLOW_EQ10K_XLM_2024_5M:2526;FOLLOW_EQ10K_KAS_2024_5M:2466;FOLLOW_EQ10K_XRP_2024_5M:2420;FOLLOW_EQ10K_DOGE_2024_5M:2338;FOLLOW_EQ10K_PAXG_2024_5M:1153;FOLLOW_DOGE_2024_5M_2000:1109;REAL_FOLLOW_SOL_6000:1032;REAL_FOLLOW_DOGE_6000:921;REAL_FOLLOW_XRP_6000:890;FOLLOW_XRP_2024_5M_2000:719,other:5099;xrp:4824;doge:4504;sol:2440;btc:1705;paxg:1304;quiet:1281;shift:470;stress:249,0.890467,0.29614,0.181807,0.0,0.058557,0.011382,0.021485,0.032867,0.233086,0.869037
dio_mcm_episode_12tgchq,breite_grundrolle,43010,28,0.826611,FOLLOW_EQ10K_XLM_2024_5M,0.129993,FOLLOW_EQ10K_XLM_2024_5M:5591;FOLLOW_EQ10K_DOGE_2024_5M:4715;FOLLOW_EQ10K_KAS_2024_5M:4470;FOLLOW_EQ10K_XRP_2024_5M:4040;FOLLOW_EQ10K_PAXG_2024_5M:2812;SOL_10K_A:2722;REAL_FOLLOW_XRP_6000:2518;REAL_FOLLOW_SOL_6000:2256;REAL_TIME_2024_SOL_ALTSEQ_A:2172;BTC_10K_A:1848,other:10061;xrp:8936;sol:8685;doge:6978;btc:3255;paxg:3152;quiet:1360;stress:578;shift:5,0.835545,0.23251,0.184442,0.013485,0.031621,0.013439,0.000116,0.013555,0.233922,0.837184
dio_mcm_episode_0wo0tz1,breite_grundrolle,4719,29,0.670963,BTC_FIELD_QUIET_03,0.093664,BTC_FIELD_QUIET_03:442;BTC_STRESS_2025_5M:419;BTC_STRESS_2024_5M:401;XRP_1H_A:330;FOLLOW_PAXG_2024_5M_2000:327;REAL_TIME_2024_PAXG:327;BTC_10K_A:313;BTC_LONG_2024_5M_QUIET:289;REAL_FOLLOW_DOGE_6000:245;BTC_SHIFT_2025_15M_16000_17000:221,stress:820;quiet:783;paxg:777;btc:692;doge:690;xrp:510;shift:439;sol:7;other:1,0.806388,0.767824,0.125483,0.062941,0.165925,0.173766,0.093028,0.266794,0.173766,0.880493
dio_mcm_episode_0iwh9d2,breite_grundrolle,15297,25,0.836444,REAL_FOLLOW_PAXG_6000,0.185069,REAL_FOLLOW_PAXG_6000:2831;PAXG_1846_A:2460;FOLLOW_EQ10K_PAXG_2024_5M:1844;FOLLOW_EQ10K_DOGE_2024_5M:852;FOLLOW_EQ10K_KAS_2024_5M:851;BTC_LONG_2025_5M_QUIET:742;QUIET_NEAR_BTC_1869:742;REAL_FOLLOW_XRP_6000:649;FOLLOW_EQ10K_XRP_2024_5M:602;REAL_TIME_2024_BTC_5M:565,paxg:7315;quiet:2616;xrp:2216;btc:1113;other:993;doge:979;sol:65,0.759625,0.179223,0.380488,0.02493,0.171014,0.0,0.0,0.0,0.478198,0.771871
dio_mcm_episode_0tfzgic,breite_grundrolle,7991,29,0.691902,REAL_TIME_2024_SOL_ALTSEQ_A,0.225754,REAL_TIME_2024_SOL_ALTSEQ_A:1804;BTC_LONG_2025_5M_QUIET:1320;QUIET_NEAR_BTC_1869:1317;QUIET_NEAR_PAXG2025_1H:723;QUIET_NEAR_PAXG2024_1H:603;BTC_FIELD_QUIET_02:503;DOGE_1H_A:297;BTC_1H_B:290;REAL_TIME_2023_SOL_ALTSEQ_A:226;FOLLOW_KAS_2024_5M_2000:223,quiet:4601;sol:2030;btc:559;doge:329;other:223;paxg:87;shift:69;xrp:63;stress:30,0.662239,0.161132,0.441678,0.025769,0.575773,0.003754,0.008635,0.012389,0.575773,0.560992
dio_mcm_episode_1yxc2ug,breite_grundrolle,1846,26,0.72335,FOLLOW_EQ10K_DOGE_2024_5M,0.159263,FOLLOW_EQ10K_DOGE_2024_5M:294;FOLLOW_EQ10K_XLM_2024_5M:210;FOLLOW_EQ10K_XRP_2024_5M:210;FOLLOW_EQ10K_KAS_2024_5M:172;REAL_FOLLOW_XRP_6000:168;FOLLOW_DOGE_2024_5M_2000:126;REAL_FOLLOW_DOGE_6000:115;REAL_FOLLOW_SOL_6000:113;SOL_10K_A:100;QUIET_NEAR_PAXG2024_1H:62,doge:535;xrp:466;other:407;sol:254;btc:87;quiet:86;stress:9;paxg:2,0.639234,0.159679,0.187707,0.140207,0.046587,0.004875,0.0,0.004875,0.289816,0.785253
dio_mcm_episode_0bsaqu1,breite_grundrolle,589,42,0.700837,FOLLOW_EQ10K_XRP_2024_5M,0.132428,FOLLOW_EQ10K_XRP_2024_5M:78;FOLLOW_EQ10K_KAS_2024_5M:67;FOLLOW_EQ10K_XLM_2024_5M:67;FOLLOW_EQ10K_DOGE_2024_5M:65;FOLLOW_EQ10K_PAXG_2024_5M:28;SOL_10K_A:22;FOLLOW_XRP_2024_5M_2000:20;REAL_FOLLOW_DOGE_6000:19;REAL_TIME_2024_XRP:16;REAL_FOLLOW_SOL_6000:15,other:135;xrp:132;doge:109;sol:54;paxg:48;btc:45;quiet:37;stress:18;shift:11,0.621164,0.23625,0.123809,0.199856,0.062818,0.03056,0.018676,0.049236,0.229202,0.891898
dio_mcm_episode_1eav7xq,breite_grundrolle,627,41,0.713465,FOLLOW_EQ10K_XRP_2024_5M,0.141946,FOLLOW_EQ10K_XRP_2024_5M:89;FOLLOW_EQ10K_DOGE_2024_5M:81;FOLLOW_EQ10K_KAS_2024_5M:63;FOLLOW_EQ10K_XLM_2024_5M:63;FOLLOW_EQ10K_PAXG_2024_5M:27;FOLLOW_XRP_2024_5M_2000:24;REAL_FOLLOW_DOGE_6000:23;REAL_TIME_2024_XRP:21;SOL_10K_A:17;FOLLOW_DOGE_2024_5M_2000:16,xrp:158;doge:128;other:126;btc:54;sol:51;quiet:44;paxg:41;shift:14;stress:11,0.620128,0.220491,0.137454,0.195444,0.070175,0.017544,0.022329,0.039872,0.251994,0.878402
dio_mcm_episode_0vcr3lw,breite_grundrolle,548,40,0.692958,FOLLOW_EQ10K_XRP_2024_5M,0.138686,FOLLOW_EQ10K_XRP_2024_5M:76;FOLLOW_EQ10K_KAS_2024_5M:63;FOLLOW_EQ10K_DOGE_2024_5M:59;FOLLOW_EQ10K_XLM_2024_5M:58;FOLLOW_EQ10K_PAXG_2024_5M:29;REAL_TIME_2023_SOL_ALTSEQ_A:18;FOLLOW_DOGE_2024_5M_2000:17;FOLLOW_XRP_2024_5M_2000:17;SOL_10K_A:17;REAL_FOLLOW_SOL_6000:16,other:121;xrp:121;doge:106;paxg:56;sol:51;quiet:37;btc:34;stress:13;shift:9,0.611077,0.217852,0.117922,0.204948,0.067518,0.023723,0.016423,0.040146,0.220803,0.887293
dio_mcm_episode_0nu3wih,breite_grundrolle,2919,20,0.621449,QUIET_NEAR_PAXG2025_1H,0.239466,QUIET_NEAR_PAXG2025_1H:699;FOLLOW_KAS_2024_5M_2000:449;QUIET_NEAR_BTC_FIELD_01:432;SOL_10K_A:406;REAL_TIME_2024_SOL_ALTSEQ_A:219;XRP_1H_A:161;BTC_SHIFT_2025_30M_10000_11000:155;BTC_1H_B:88;BTC_STRESS_2024_5M:67;DOGE_1H_B:64,quiet:1213;sol:649;other:449;xrp:169;shift:155;doge:118;btc:96;stress:70,0.606222,0.286124,0.291539,0.134364,0.415553,0.023981,0.0531,0.077081,0.415553,0.788408
dio_mcm_episode_0hvxln3,breite_grundrolle,439,39,0.699453,FOLLOW_EQ10K_DOGE_2024_5M,0.125285,FOLLOW_EQ10K_DOGE_2024_5M:55;FOLLOW_EQ10K_XRP_2024_5M:55;FOLLOW_EQ10K_XLM_2024_5M:52;FOLLOW_EQ10K_KAS_2024_5M:49;FOLLOW_EQ10K_PAXG_2024_5M:31;REAL_TIME_2023_SOL_ALTSEQ_A:20;SOL_10K_A:15;BTC_10K_A:14;FOLLOW_DOGE_2024_5M_2000:14;FOLLOW_XRP_2024_5M_2000:12,other:101;doge:86;xrp:82;paxg:56;sol:50;btc:29;quiet:26;stress:5;shift:4,0.588064,0.176938,0.11855,0.2206,0.059226,0.01139,0.009112,0.020501,0.230068,0.874543
dio_mcm_episode_08g1nk4,breite_grundrolle,410,37,0.688354,FOLLOW_EQ10K_KAS_2024_5M,0.112195,FOLLOW_EQ10K_KAS_2024_5M:46;FOLLOW_EQ10K_XLM_2024_5M:46;FOLLOW_EQ10K_DOGE_2024_5M:44;FOLLOW_EQ10K_XRP_2024_5M:38;FOLLOW_XRP_2024_5M_2000:19;REAL_TIME_2024_XRP:18;FOLLOW_DOGE_2024_5M_2000:17;BTC_10K_A:16;REAL_FOLLOW_DOGE_6000:14;REAL_TIME_2024_BTC_5M:14,other:94;xrp:92;doge:83;btc:41;sol:39;quiet:27;paxg:19;stress:11;shift:4,0.583078,0.199614,0.116811,0.225423,0.065854,0.026829,0.009756,0.036585,0.229268,0.871162
dio_mcm_episode_14sn1ov,breite_grundrolle,428,33,0.711335,FOLLOW_EQ10K_DOGE_2024_5M,0.133178,FOLLOW_EQ10K_DOGE_2024_5M:57;FOLLOW_EQ10K_KAS_2024_5M:51;FOLLOW_EQ10K_XLM_2024_5M:41;FOLLOW_EQ10K_XRP_2024_5M:36;BTC_10K_A:22;FOLLOW_XRP_2024_5M_2000:21;FOLLOW_DOGE_2024_5M_2000:20;REAL_TIME_2024_XRP:19;SOL_10K_A:19;REAL_FOLLOW_DOGE_6000:17,doge:96;xrp:96;other:92;sol:56;btc:50;quiet:14;stress:10;paxg:9;shift:5,0.572804,0.193867,0.115095,0.22239,0.03271,0.023364,0.011682,0.035047,0.224299,0.842322
