timestamp_ms,symbol,timeframe,open,high,low,close,volume,melody_phase
1704067200000,SYN_MELODY,5m,100.0,100.33200227,99.8272,100.15920227,234080.0,block
1704067500000,SYN_MELODY,5m,100.15920227,100.512258,100.00124949,100.32406059,234475.5599,block
1704067800000,SYN_MELODY,5m,100.32406059,100.6961941,100.17973004,100.49380469,234812.8594,block
1704068100000,SYN_MELODY,5m,100.49380469,100.88123156,100.36070725,100.66702241,235045.3816,block
1704068400000,SYN_MELODY,5m,100.66702241,101.06452326,100.54179989,100.84184056,235140.2182,block
1704068700000,SYN_MELODY,5m,100.84184056,101.24328023,100.72044236,101.01616903,235082.5316,block
1704069000000,SYN_MELODY,5m,101.01616903,101.41510637,100.89418794,101.18797558,234877.5729,block
1704069300000,SYN_MELODY,5m,101.18797558,101.57829946,101.06101525,101.35555414,234549.9836,block
1704069600000,SYN_MELODY,5m,101.35555414,101.73207865,101.21959765,101.51775035,234140.477,block
1704069900000,SYN_MELODY,5m,101.51775035,101.87670681,101.36949858,101.67411323,233700.3453,block
1704070200000,SYN_MELODY,5m,101.67411323,102.01348865,101.51126421,101.82495194,233284.5387,block
1704070500000,SYN_MELODY,5m,101.82495194,102.14464144,101.64639689,101.97128946,233455.7487,block
1704070800000,SYN_MELODY,5m,101.97128946,102.12962148,101.61472466,101.80880541,233679.9823,block
1704071100000,SYN_MELODY,5m,101.80880541,101.95313073,101.43789148,101.64541738,233763.7449,block
1704071400000,SYN_MELODY,5m,101.64541738,101.77841353,101.26485683,101.48314724,233702.012,block
1704071700000,SYN_MELODY,5m,101.48314724,101.6084071,101.0983302,101.32379609,233509.8001,block
1704072000000,SYN_MELODY,5m,101.32379609,101.44552476,100.94025154,101.16869791,233220.1003,block
1704072300000,SYN_MELODY,5m,101.16869791,101.29136014,100.79156086,101.01853765,233520.6218,block
1704072600000,SYN_MELODY,5m,101.01853765,101.14648535,100.65208573,100.87325809,233858.7515,block
1704072900000,SYN_MELODY,5m,100.87325809,101.01036856,100.52055993,100.73206744,234140.8195,block
1704073200000,SYN_MELODY,5m,100.73206744,100.88142187,100.39477075,100.59354634,234320.7773,block
1704073500000,SYN_MELODY,5m,100.59354634,100.75717497,100.27181709,100.45583976,234366.2694,block
1704073800000,SYN_MELODY,5m,100.45583976,100.63455455,100.14844718,100.31690778,234263.053,block
1704074100000,SYN_MELODY,5m,100.31690778,100.51023681,100.02143537,100.17480157,234016.9659,block
1704074400000,SYN_MELODY,5m,100.17480157,100.53468085,100.03482665,100.32845166,233653.1781,block
1704074700000,SYN_MELODY,5m,100.32845166,100.69328186,100.19868551,100.47631289,233212.8255,block
1704075000000,SYN_MELODY,5m,100.47631289,100.84209718,100.3531477,100.61801623,233652.5166,block
1704075300000,SYN_MELODY,5m,100.61801623,100.98092639,100.49725934,100.75394742,234087.7733,block
1704075600000,SYN_MELODY,5m,100.75394742,101.1106281,100.63117146,100.88519842,234441.7849,block
1704075900000,SYN_MELODY,5m,100.88519842,101.23299616,100.75611217,101.01342317,234674.1915,block
1704076200000,SYN_MELODY,5m,101.01342317,101.35052781,100.87423149,101.1406171,234760.8578,block
1704076500000,SYN_MELODY,5m,101.1406171,101.46611498,100.98833962,101.26885049,234697.1029,block
1704076800000,SYN_MELODY,5m,101.26885049,101.58269866,101.10157217,101.39999183,234498.2981,block
1704077100000,SYN_MELODY,5m,101.39999183,101.70293015,101.21702488,101.53545873,234197.7524,block
1704077400000,SYN_MELODY,5m,101.53545873,101.82888024,101.33740255,101.67602988,233842.1725,block
1704077700000,SYN_MELODY,5m,101.67602988,101.96183037,101.46472439,101.82174351,233485.3102,block
1704078000000,SYN_MELODY,5m,101.82174351,101.95201551,101.44480679,101.66643073,233219.3403,block
1704078300000,SYN_MELODY,5m,101.66643073,101.79031236,101.28673971,101.51421727,233425.8093,block
1704078600000,SYN_MELODY,5m,101.51421727,101.63605032,101.13428488,101.36328496,233501.8968,block
1704078900000,SYN_MELODY,5m,101.36328496,101.48754476,100.98558068,101.21163239,233433.5526,block
