timestamp_ms,symbol,timeframe,open,high,low,close,volume
1704367200000,SYN_RAND_KIPP,5m,133.39738036,134.23353671,132.69544992,133.17992763,370477.2269
1704367500000,SYN_RAND_KIPP,5m,133.17992763,134.0102321,132.47953844,132.96771524,355542.2734
1704367800000,SYN_RAND_KIPP,5m,132.96771524,133.79135439,132.26999595,132.76273718,339353.1992
1704368100000,SYN_RAND_KIPP,5m,132.76273718,133.57894018,132.06868777,132.56683586,322192.6832
1704368400000,SYN_RAND_KIPP,5m,132.56683586,133.374877,131.87728653,132.38165706,304359.9327
1704368700000,SYN_RAND_KIPP,5m,132.38165706,133.18085769,131.69723151,132.20860929,286165.5865
1704369000000,SYN_RAND_KIPP,5m,132.20860929,132.9983393,131.52969333,132.04882856,300084.1804
1704369300000,SYN_RAND_KIPP,5m,132.04882856,132.82850748,131.37554487,131.90314934,318854.5698
1704369600000,SYN_RAND_KIPP,5m,131.90314934,132.67224711,131.23533898,131.77208239,337037.0112
1704369900000,SYN_RAND_KIPP,5m,131.77208239,132.53011977,131.10929353,131.65579976,354328.6024
1704370200000,SYN_RAND_KIPP,5m,131.65579976,132.40234866,130.99728395,131.55412747,370441.5946
1704370500000,SYN_RAND_KIPP,5m,131.55412747,132.28881107,130.89884359,131.46654586,385108.2938
1704370800000,SYN_RAND_KIPP,5m,131.46654586,132.18903866,130.8131717,131.3921977,398085.6201
1704371100000,SYN_RAND_KIPP,5m,131.3921977,132.1022256,130.73914899,131.32990385,409159.2476
1704371400000,SYN_RAND_KIPP,5m,131.32990385,132.02724416,130.6753604,131.27818614,418147.2555
1704371700000,SYN_RAND_KIPP,5m,131.27818614,131.96266772,130.6201247,131.23529717,424903.2255
1704372000000,SYN_RAND_KIPP,5m,131.23529717,131.90680055,130.57153013,131.19925619,429318.7363
1704372300000,SYN_RAND_KIPP,5m,131.19925619,131.85771382,130.52747564,131.16789065,431325.2097
1704372600000,SYN_RAND_KIPP,5m,131.16789065,131.81328715,130.48571662,131.13888223,430895.0786
1704372900000,SYN_RAND_KIPP,5m,131.13888223,131.77125472,130.44391429,131.10981673,428042.2558
1704373200000,SYN_RAND_KIPP,5m,131.10981673,131.72925509,130.39968765,131.07823648,422821.8972
1704373500000,SYN_RAND_KIPP,5m,131.07823648,131.68488363,130.35066681,131.0416942,415329.4619
1704373800000,SYN_RAND_KIPP,5m,131.0416942,131.63574629,130.29454652,130.99780721,405699.0855
1704374100000,SYN_RAND_KIPP,5m,130.99780721,131.57951361,130.22913858,130.94431047,394101.2954
1704374400000,SYN_RAND_KIPP,5m,130.94431047,131.51397367,130.15242195,130.87910743,380740.1057
1704374700000,SYN_RAND_KIPP,5m,130.87910743,131.4370826,130.06258927,130.80031726,365849.5418
1704375000000,SYN_RAND_KIPP,5m,130.80031726,131.34701164,129.95808868,130.70631743,349689.6538
1704375300000,SYN_RAND_KIPP,5m,130.70631743,131.2421893,129.83765978,130.59578046,332542.0866
1704375600000,SYN_RAND_KIPP,5m,130.59578046,131.1213378,129.70036298,130.46770387,314705.2824
1704375900000,SYN_RAND_KIPP,5m,130.46770387,130.98350268,129.5456013,130.32143276,296489.3968
1704376200000,SYN_RAND_KIPP,5m,130.32143276,130.82807494,129.37313415,130.15667415,308357.9482
1704376500000,SYN_RAND_KIPP,5m,130.15667415,130.65480506,129.18308291,129.97350308,327117.3616
1704376800000,SYN_RAND_KIPP,5m,129.97350308,130.46380865,128.97592787,129.77235997,345305.1107
1704377100000,SYN_RAND_KIPP,5m,129.77235997,130.25556355,128.75249701,129.55403979,362617.6198
1704377400000,SYN_RAND_KIPP,5m,129.55403979,130.03089861,128.51394682,129.31967299,378766.1928
1704377700000,SYN_RAND_KIPP,5m,129.31967299,129.79097438,128.2617357,129.07069908,393481.9313
1704378000000,SYN_RAND_KIPP,5m,129.07069908,129.53725643,127.99759084,128.8088334,406520.3138
1704378300000,SYN_RAND_KIPP,5m,128.8088334,129.27148196,127.72346935,128.53602825,417665.3611
1704378600000,SYN_RAND_KIPP,5m,128.53602825,128.99562071,127.44151488,128.25442909,426733.3145
1704378900000,SYN_RAND_KIPP,5m,128.25442909,128.71183121,127.15401065,127.96632738,433575.7654
1704379200000,SYN_RAND_KIPP,5m,127.96632738,128.42241339,126.86333025,127.67411088,438082.1834
1704379500000,SYN_RAND_KIPP,5m,127.67411088,128.12975902,126.57188725,127.38021281,440181.7983
1704379800000,SYN_RAND_KIPP,5m,127.38021281,127.83630081,126.28208496,127.08706107,439844.8053
1704380100000,SYN_RAND_KIPP,5m,127.08706107,127.54446172,125.99626719,126.79702844,437082.8728
1704380400000,SYN_RAND_KIPP,5m,126.79702844,127.25660523,125.71667132,126.5123851,431948.9427
1704380700000,SYN_RAND_KIPP,5m,126.5123851,126.97498795,125.44538432,126.23525408,424536.329
1704381000000,SYN_RAND_KIPP,5m,126.23525408,126.70171516,125.18430274,125.96757068,414977.1275
1704381300000,SYN_RAND_KIPP,5m,125.96757068,126.43870036,124.93509719,125.71104646,403439.9658
1704381600000,SYN_RAND_KIPP,5m,125.71104646,126.18762934,124.69918191,125.46713839,390127.1306
1704381900000,SYN_RAND_KIPP,5m,125.46713839,125.94992945,124.47768992,125.23702352,375271.1218
1704382200000,SYN_RAND_KIPP,5m,125.23702352,125.72674435,124.2714539,125.02157961,359130.692
1704382500000,SYN_RAND_KIPP,5m,125.02157961,125.51891471,124.08099319,124.82137173,341986.4387
1704382800000,SYN_RAND_KIPP,5m,124.82137173,125.32696495,123.90650681,124.63664517,324136.0244
1704383100000,SYN_RAND_KIPP,5m,124.63664517,125.15109618,123.74787259,124.46732436,305889.1063
1704383400000,SYN_RAND_KIPP,5m,124.46732436,124.99118526,123.60465234,124.31301796,315696.6625
1704383700000,SYN_RAND_KIPP,5m,124.31301796,124.84678992,123.47610281,124.17302973,334433.8477
1704384000000,SYN_RAND_KIPP,5m,124.17302973,124.71715982,123.36119218,124.04637508,352615.7272
1704384300000,SYN_RAND_KIPP,5m,124.04637508,124.60125322,123.25862188,123.93180285,369938.067
1704384600000,SYN_RAND_KIPP,5m,123.93180285,124.49775889,123.16685312,123.82782193,386111.2391
1704384900000,SYN_RAND_KIPP,5m,123.82782193,124.40512296,123.08413785,123.73273226,400865.1542
1704385200000,SYN_RAND_KIPP,5m,123.73273226,124.32158022,123.00855355,123.64465964,413953.8624
1704385500000,SYN_RAND_KIPP,5m,123.64465964,124.24518915,122.9380411,123.56159372,425159.7422
1704385800000,SYN_RAND_KIPP,5m,123.56159372,124.17387032,122.87044533,123.48142851,434297.2067
1704386100000,SYN_RAND_KIPP,5m,123.48142851,124.10544727,122.8035572,123.40200458,441215.865
1704386400000,SYN_RAND_KIPP,5m,123.40200458,124.03768917,122.73515705,123.32115231,445803.0835
1704386700000,SYN_RAND_KIPP,5m,123.32115231,123.96835458,122.66305797,123.2367351,447985.904
1704387000000,SYN_RAND_KIPP,5m,123.2367351,123.89523524,122.58514846,123.14669199,447732.2864
1704387300000,SYN_RAND_KIPP,5m,123.14669199,123.81619922,122.49943352,123.04907853,445051.6539
1704387600000,SYN_RAND_KIPP,5m,123.04907853,123.72923245,122.40407328,122.94210524,439994.7328
1704387900000,SYN_RAND_KIPP,5m,122.94210524,123.63247776,122.29741832,122.82417264,432652.6876
