timestamp_ms,symbol,timeframe,open,high,low,close,volume,melody_phase
1704067200000,SYN_MELODY,5m,100.0,100.28741289,99.8272,100.11461289,234080.0,block
1704067500000,SYN_MELODY,5m,100.11461289,100.42135891,99.95673043,100.23324527,234475.5599,block
1704067800000,SYN_MELODY,5m,100.23324527,100.55754382,100.08904538,100.35533762,234812.8594,block
1704068100000,SYN_MELODY,5m,100.35533762,100.69378374,100.22242357,100.47986975,235045.3816,block
1704068400000,SYN_MELODY,5m,100.47986975,100.8277607,100.35488003,100.605492,235140.2182,block
1704068700000,SYN_MELODY,5m,100.605492,100.9572804,100.48437832,100.7307015,235082.5316,block
1704069000000,SYN_MELODY,5m,100.7307015,101.08052872,100.60906512,100.85403979,234877.5729,block
1704069300000,SYN_MELODY,5m,100.85403979,101.19629554,100.72749845,100.97428532,234549.9836,block
1704069600000,SYN_MELODY,5m,100.97428532,101.30413649,100.83884025,101.09061442,234140.477,block
1704069900000,SYN_MELODY,5m,101.09061442,101.40445029,100.94298642,101.20270913,233700.3453,block
1704070200000,SYN_MELODY,5m,101.20270913,101.49845914,101.04061514,101.31079656,233284.5387,block
1704070500000,SYN_MELODY,5m,101.31079656,101.5880913,101.13314311,101.41561465,233455.7487,block
1704070800000,SYN_MELODY,5m,101.41561465,101.57308386,101.10622757,101.29925071,233679.9823,block
1704071100000,SYN_MELODY,5m,101.29925071,101.44285368,100.97569998,101.1821872,233763.7449,block
1704071400000,SYN_MELODY,5m,101.1821872,101.31457725,100.84857666,101.06587226,233702.012,block
1704071700000,SYN_MELODY,5m,101.06587226,101.19061708,100.72705947,100.95159831,233509.8001,block
1704072000000,SYN_MELODY,5m,100.95159831,101.07287982,100.61271774,100.84032495,233220.1003,block
1704072300000,SYN_MELODY,5m,100.84032495,100.96258905,100.50630756,100.73254763,233520.6218,block
1704072600000,SYN_MELODY,5m,100.73254763,100.86013311,100.40768343,100.62822964,233858.7515,block
1704072900000,SYN_MELODY,5m,100.62822964,100.76500706,100.31581274,100.52680648,234140.8195,block
1704073200000,SYN_MELODY,5m,100.52680648,100.67585657,100.22889116,100.42726171,234320.7773,block
1704073500000,SYN_MELODY,5m,100.42726171,100.59061985,100.14454559,100.32826406,234366.2694,block
1704073800000,SYN_MELODY,5m,100.32826406,100.50675189,100.06010063,100.22834728,234263.053,block
1704074100000,SYN_MELODY,5m,100.22834728,100.42150564,99.97287756,100.12610836,234016.9659,block
1704074400000,SYN_MELODY,5m,100.12610836,100.44279884,99.98620148,100.23666989,233653.1781,block
1704074700000,SYN_MELODY,5m,100.23666989,100.5597903,100.10702245,100.34301981,233212.8255,block
1704075000000,SYN_MELODY,5m,100.34301981,100.66868176,100.22001801,100.44489808,233652.5166,block
1704075300000,SYN_MELODY,5m,100.44489808,100.76917578,100.32434895,100.54258734,234087.7733,block
1704075600000,SYN_MELODY,5m,100.54258734,100.86183378,100.42006893,100.636877,234441.7849,block
1704075900000,SYN_MELODY,5m,100.636877,100.94799128,100.50810849,100.72895875,234674.1915,block
1704076200000,SYN_MELODY,5m,100.72895875,101.02958723,100.59015905,100.82026764,234760.8578,block
1704076500000,SYN_MELODY,5m,100.82026764,101.10893008,100.66847248,100.9122904,234697.1029,block
1704076800000,SYN_MELODY,5m,100.9122904,101.18843038,100.74560105,101.00636685,234498.2981,block
1704077100000,SYN_MELODY,5m,101.00636685,101.27033282,100.82411016,101.10351152,234197.7524,block
1704077400000,SYN_MELODY,5m,101.10351152,101.3564794,100.9062979,101.20427929,233842.1725,block
1704077700000,SYN_MELODY,5m,101.20427929,101.44813033,100.9939542,101.30869343,233485.3102,block
1704078000000,SYN_MELODY,5m,101.30869343,101.43830903,100.97691153,101.19741877,233219.3403,block
1704078300000,SYN_MELODY,5m,101.19741877,101.32072891,100.86188961,101.08831776,233425.8093,block
1704078600000,SYN_MELODY,5m,101.08831776,101.20963966,100.75205022,100.98008954,233501.8968,block
1704078900000,SYN_MELODY,5m,100.98008954,101.10387959,100.64610246,100.8712996,233433.5526,block
1704079200000,SYN_MELODY,5m,100.8712996,101.00178132,100.54244972,100.76057921,233226.7964,block
1704079500000,SYN_MELODY,5m,100.76057921,100.90139107,100.43939915,100.64681585,233493.0806,block
1704079800000,SYN_MELODY,5m,100.64681585,100.80070829,100.33536589,100.52930886,233884.925,block
1704080100000,SYN_MELODY,5m,100.52930886,100.69791611,100.22904701,100.40786905,234297.2804,block
1704080400000,SYN_MELODY,5m,100.40786905,100.59157515,100.1195454,100.28284889,234675.344,block
1704080700000,SYN_MELODY,5m,100.28284889,100.48075885,100.00643164,100.15509919,234968.3787,block
1704081000000,SYN_MELODY,5m,100.15509919,100.3651177,99.88974076,100.02585827,235136.5777,block
1704081300000,SYN_MELODY,5m,100.02585827,100.24486864,99.76990993,99.89658893,235156.4535,block
1704081600000,SYN_MELODY,5m,99.89658893,100.20869,99.77547412,99.98456219,235024.0198,block
1704081900000,SYN_MELODY,5m,99.98456219,100.3006757,99.86444076,100.07525049,234755.338,block
1704082200000,SYN_MELODY,5m,100.07525049,100.39199582,99.95172006,100.16966619,234384.3526,block
1704082500000,SYN_MELODY,5m,100.16966619,100.4834679,100.0385867,100.26836102,233958.3093,block
1704082800000,SYN_MELODY,5m,100.26836102,100.57572293,100.12620042,100.37135608,233531.3751,block
1704083100000,SYN_MELODY,5m,100.37135608,100.66915646,100.21548608,100.47814305,233242.6748,block
1704083400000,SYN_MELODY,5m,100.47814305,100.76392677,100.30706041,100.58775694,233517.7157,block
1704083700000,SYN_MELODY,5m,100.58775694,100.85999648,100.40121179,100.69891035,233661.4926,block
1704084000000,SYN_MELODY,5m,100.69891035,100.95720707,100.49793054,100.81017144,233659.9617,block
1704084300000,SYN_MELODY,5m,100.81017144,101.05537072,100.59698032,100.92016188,233519.163,block
1704084600000,SYN_MELODY,5m,100.92016188,101.15436157,100.69799562,101.02774775,233264.3741,block
1704084900000,SYN_MELODY,5m,101.02774775,101.25418874,100.80058695,101.13219765,233463.3429,block
1704085200000,SYN_MELODY,5m,101.13219765,101.25394826,100.78707853,101.01484079,233812.7317,block
1704085500000,SYN_MELODY,5m,101.01484079,101.14050544,100.67103767,100.89448031,234129.3139,block
1704085800000,SYN_MELODY,5m,100.89448031,101.02812369,100.55690239,100.77195034,234362.7991,block
1704086100000,SYN_MELODY,5m,100.77195034,100.91694501,100.44519647,100.64846967,234473.9283,block
1704086400000,SYN_MELODY,5m,100.64846967,100.80721665,100.33638316,100.52547729,234439.8266,block
1704086700000,SYN_MELODY,5m,100.52547729,100.69920888,100.23075384,100.40443829,234257.1381,block
1704087000000,SYN_MELODY,5m,100.40443829,100.59311906,100.12832953,100.2866465,233942.5208,block
1704087300000,SYN_MELODY,5m,100.2866465,100.4889801,100.02879341,100.17305046,233530.4325,block
1704087600000,SYN_MELODY,5m,100.17305046,100.38659104,99.93146871,100.06412619,233331.4921,block
1704087900000,SYN_MELODY,5m,100.06412619,100.28548461,99.83535045,99.95981365,233788.8475,block
1704088200000,SYN_MELODY,5m,99.95981365,100.18494121,99.73919151,99.85952506,234187.7797,block
1704088500000,SYN_MELODY,5m,99.85952506,100.08405123,99.64163569,99.76222404,234482.2351,block
1704088800000,SYN_MELODY,5m,99.76222404,100.10164745,99.63704223,99.88205102,234640.1532,block
1704089100000,SYN_MELODY,5m,99.88205102,100.21329303,99.7480551,100.00209659,234647.7667,block
1704089400000,SYN_MELODY,5m,100.00209659,100.32049644,99.85603799,100.12094779,234511.4265,block
1704089700000,SYN_MELODY,5m,100.12094779,100.42307017,99.96056364,100.23743633,234256.7051,block
1704090000000,SYN_MELODY,5m,100.23743633,100.52142077,100.06164158,100.35079493,233924.8993,block
