timestamp_ms,symbol,timeframe,open,high,low,close,volume
1704967200000,SYN_REKOP_FINE_DIFF,5m,116.58955887,116.65032342,116.52167018,116.60162255,144665.1835
1704967500000,SYN_REKOP_FINE_DIFF,5m,116.60162255,116.66329876,116.53468791,116.61363178,140084.1477
1704967800000,SYN_REKOP_FINE_DIFF,5m,116.61363178,116.67636919,116.54769492,116.62569242,134999.155
1704968100000,SYN_REKOP_FINE_DIFF,5m,116.62569242,116.68962728,116.56079197,116.63790204,129483.8151
1704968400000,SYN_REKOP_FINE_DIFF,5m,116.63790204,116.7031549,116.57407133,116.65034772,123618.098
1704968700000,SYN_REKOP_FINE_DIFF,5m,116.65034772,116.71702132,116.58761462,116.66310407,117487.1514
1704969000000,SYN_REKOP_FINE_DIFF,5m,116.66310407,116.73128149,116.60149087,116.67623159,111180.0408
1704969300000,SYN_REKOP_FINE_DIFF,5m,116.67623159,116.74597476,116.61575488,116.68977524,105976.04
1704969600000,SYN_REKOP_FINE_DIFF,5m,116.68977524,116.76112388,116.63044585,116.7037635,112136.1455
1704969900000,SYN_REKOP_FINE_DIFF,5m,116.7037635,116.77673437,116.64558643,116.71820768,118194.3218
1704970200000,SYN_REKOP_FINE_DIFF,5m,116.71820768,116.79279432,116.6611821,116.73310168,124059.298
1704970500000,SYN_REKOP_FINE_DIFF,5m,116.73310168,116.80927454,116.67722096,116.74842217,129642.6563
1704970800000,SYN_REKOP_FINE_DIFF,5m,116.74842217,116.82612912,116.69367386,116.76412901,134860.1392
1704971100000,SYN_REKOP_FINE_DIFF,5m,116.76412901,116.84329633,116.71049497,116.78016625,139632.8964
1704971400000,SYN_REKOP_FINE_DIFF,5m,116.78016625,116.8606999,116.72762269,116.79646329,143888.6513
1704971700000,SYN_REKOP_FINE_DIFF,5m,116.79646329,116.87825059,116.74498094,116.81293647,147562.7701
1704972000000,SYN_REKOP_FINE_DIFF,5m,116.81293647,116.89584808,116.7624807,116.82949091,150599.2181
1704972300000,SYN_REKOP_FINE_DIFF,5m,116.82949091,116.91338307,116.78002191,116.84602258,152951.3885
1704972600000,SYN_REKOP_FINE_DIFF,5m,116.84602258,116.9307396,116.79749556,116.8624206,154582.7923
1704972900000,SYN_REKOP_FINE_DIFF,5m,116.8624206,116.94779748,116.81478601,116.87856964,155467.5977
1704973200000,SYN_REKOP_FINE_DIFF,5m,116.87856964,116.96443483,116.83177343,116.89435248,155591.0123
1704973500000,SYN_REKOP_FINE_DIFF,5m,116.89435248,116.98053072,116.84833634,116.90965251,154949.5025
