timestamp_ms,symbol,timeframe,open,high,low,close,volume
1704667200000,SYN_LOW_AFTER_MULTI,5m,32.10894099,32.31917698,31.71085036,32.00392202,606888.7081
1704667500000,SYN_LOW_AFTER_MULTI,5m,32.00392202,32.20954364,31.5983927,31.89443256,593698.3315
1704667800000,SYN_LOW_AFTER_MULTI,5m,31.89443256,32.09566444,31.54859078,31.84730413,575009.1938
1704668100000,SYN_LOW_AFTER_MULTI,5m,31.84730413,32.08106601,31.54559657,31.88356708,551322.2802
1704668400000,SYN_LOW_AFTER_MULTI,5m,31.88356708,32.1575796,31.57833931,31.96303246,523281.1162
1704668700000,SYN_LOW_AFTER_MULTI,5m,31.96303246,32.20717166,31.65413892,32.01504467,491653.4099
1704669000000,SYN_LOW_AFTER_MULTI,5m,32.01504467,32.2048692,31.68072382,31.99273511,457309.1516
1704669300000,SYN_LOW_AFTER_MULTI,5m,31.99273511,32.18012171,31.59567994,31.90977946,421195.7944
1704669600000,SYN_LOW_AFTER_MULTI,5m,31.90977946,32.09469893,31.5145319,31.82979823,401827.0955
1704669900000,SYN_LOW_AFTER_MULTI,5m,31.82979823,32.01260549,31.50036602,31.81649085,436162.2308
1704670200000,SYN_LOW_AFTER_MULTI,5m,31.81649085,32.06598492,31.49918591,31.88456636,469233.8467
1704670500000,SYN_LOW_AFTER_MULTI,5m,31.88456636,32.16948382,31.56561052,31.98864908,500065.6036
1704670800000,SYN_LOW_AFTER_MULTI,5m,31.98864908,32.23829457,31.66802602,32.05749556,527745.0482
1704671100000,SYN_LOW_AFTER_MULTI,5m,32.05749556,32.23840934,31.72685038,32.04843784,551449.6549
1704671400000,SYN_LOW_AFTER_MULTI,5m,32.04843784,32.22938055,31.65924631,31.98066287,570470.3004
1704671700000,SYN_LOW_AFTER_MULTI,5m,31.98066287,32.16165597,31.59971494,31.92001873,584231.5028
1704672000000,SYN_LOW_AFTER_MULTI,5m,31.92001873,32.07856428,31.7826874,32.00043549,443978.3714
1704672300000,SYN_LOW_AFTER_MULTI,5m,32.00043549,32.16137134,31.86324554,32.08255835,449653.6169
1704672600000,SYN_LOW_AFTER_MULTI,5m,32.08255835,32.24466443,31.94565239,32.16501311,450797.9888
1704672900000,SYN_LOW_AFTER_MULTI,5m,32.16501311,32.32706625,32.02853762,32.2464279,447403.5011
1704673200000,SYN_LOW_AFTER_MULTI,5m,32.2464279,32.40724096,32.11053231,32.32547317,439591.6715
1704673500000,SYN_LOW_AFTER_MULTI,5m,32.32547317,32.48393392,32.19030876,32.40090138,427610.0501
1704673800000,SYN_LOW_AFTER_MULTI,5m,32.40090138,32.55600989,32.26662003,32.47158516,411825.1526
1704674100000,SYN_LOW_AFTER_MULTI,5m,32.47158516,32.62248832,32.33833781,32.53655247,392711.9973
1704674400000,SYN_LOW_AFTER_MULTI,5m,32.53655247,32.68257454,32.40448756,32.59501772,370840.5482
1704674700000,SYN_LOW_AFTER_MULTI,5m,32.59501772,32.73568569,32.46427948,32.64640755,346859.4469
1704675000000,SYN_LOW_AFTER_MULTI,5m,32.64640755,32.78147029,32.51713426,32.69038034,321477.5013
1704675300000,SYN_LOW_AFTER_MULTI,5m,32.69038034,32.82183259,32.56270256,32.7288503,303623.2793
1704675600000,SYN_LOW_AFTER_MULTI,5m,32.7288503,32.86810003,32.60288152,32.77314908,331262.9956
1704675900000,SYN_LOW_AFTER_MULTI,5m,32.77314908,32.92030281,32.64894981,32.82328332,358020.271
1704676200000,SYN_LOW_AFTER_MULTI,5m,32.82328332,32.97830623,32.70090563,32.87912676,383155.9869
1704676500000,SYN_LOW_AFTER_MULTI,5m,32.87912676,33.04184552,32.75861439,32.94042378,405977.2443
1704676800000,SYN_LOW_AFTER_MULTI,5m,32.94042378,33.11053279,32.82181232,33.00679639,425857.1311
1704677100000,SYN_LOW_AFTER_MULTI,5m,33.00679639,33.18386706,32.89011335,33.07775422,442252.6068
1704677400000,SYN_LOW_AFTER_MULTI,5m,33.07775422,33.26124729,32.96301911,33.15270755,454719.9936
1704677700000,SYN_LOW_AFTER_MULTI,5m,33.15270755,33.34198799,33.03993185,33.23098292,462927.6324
1704678000000,SYN_LOW_AFTER_MULTI,5m,33.23098292,33.42533721,33.12017005,33.31184094,466665.3429
1704678300000,SYN_LOW_AFTER_MULTI,5m,33.31184094,33.51049629,33.2029862,33.39449611,465850.4168
1704678600000,SYN_LOW_AFTER_MULTI,5m,33.39449611,33.59664109,33.28758651,33.47813785,460529.9745
