timestamp_ms,symbol,timeframe,open,high,low,close,volume,melody_phase
1704067200000,SYN_MELODY,5m,100.0,100.3001526,99.8272,100.12400347,234080.0,block
1704067500000,SYN_MELODY,5m,100.12400347,100.44396581,99.96610619,100.25248126,234475.5599,block
1704067800000,SYN_MELODY,5m,100.25248126,100.59041542,100.10825369,100.38481283,234812.8594,block
1704068100000,SYN_MELODY,5m,100.38481283,100.73720428,100.25185973,100.51986543,235045.3816,block
1704068400000,SYN_MELODY,5m,100.51986543,100.88186343,100.39482596,100.6561397,235140.2182,block
1704068700000,SYN_MELODY,5m,100.6561397,101.02202935,100.53496505,100.79196527,235082.5316,block
1704069000000,SYN_MELODY,5m,100.79196527,101.15572284,100.67025491,100.92572051,234877.5729,block
1704069300000,SYN_MELODY,5m,100.92572051,101.28159461,100.79908922,101.05604645,234549.9836,block
1704069600000,SYN_MELODY,5m,101.05604645,101.39910563,100.92049171,101.18202618,234140.477,block
1704069900000,SYN_MELODY,5m,101.18202618,101.50861706,101.03426468,101.30330475,233700.3453,block
1704070200000,SYN_MELODY,5m,101.30330475,101.6113754,101.14104964,101.4201335,233284.5387,block
1704070500000,SYN_MELODY,5m,101.4201335,101.70939154,101.24228832,101.53333205,233455.7487,block
1704070800000,SYN_MELODY,5m,101.53333205,101.80522573,101.34008486,101.64417324,233679.9823,block
1704071100000,SYN_MELODY,5m,101.64417324,101.78826518,101.30647451,101.51026063,233763.7449,block
1704071400000,SYN_MELODY,5m,101.51026063,101.64307993,101.16260761,101.37720805,233702.012,block
1704071700000,SYN_MELODY,5m,101.37720805,101.50233716,101.02462034,101.24645562,233509.8001,block
1704072000000,SYN_MELODY,5m,101.24645562,101.36809137,100.89419044,101.11907157,233220.1003,block
1704072300000,SYN_MELODY,5m,101.11907157,101.24167362,100.77212751,100.99560635,233520.6218,block
1704072600000,SYN_MELODY,5m,100.99560635,101.12352501,100.65827762,100.8760173,233858.7515,block
1704072900000,SYN_MELODY,5m,100.8760173,101.01313152,100.55153909,100.75967392,234140.8195,block
1704073200000,SYN_MELODY,5m,100.75967392,100.90906929,100.44998731,100.64544281,234320.7773,block
1704073500000,SYN_MELODY,5m,100.64544281,100.80915585,100.35109382,100.53184068,234366.2694,block
1704073800000,SYN_MELODY,5m,100.53184068,100.71069068,100.2520137,100.4172348,234263.053,block
1704074100000,SYN_MELODY,5m,100.4172348,100.61075718,100.1499073,100.30006377,234016.9659,block
1704074400000,SYN_MELODY,5m,100.30006377,100.50655084,100.04225819,100.17904897,233653.1781,block
1704074700000,SYN_MELODY,5m,100.17904897,100.39569484,99.92714993,100.05336772,233212.8255,block
1704075000000,SYN_MELODY,5m,100.05336772,100.38938168,99.93072098,100.16289306,233652.5166,block
1704075300000,SYN_MELODY,5m,100.16289306,100.49708917,100.04268239,100.26778231,234087.7733,block
1704075600000,SYN_MELODY,5m,100.26778231,100.59660913,100.14559877,100.36890911,234441.7849,block
1704075900000,SYN_MELODY,5m,100.36890911,100.689404,100.24048347,100.4675932,234674.1915,block
1704076200000,SYN_MELODY,5m,100.4675932,100.7775657,100.32915366,100.56542446,234760.8578,block
1704076500000,SYN_MELODY,5m,100.56542446,100.86356112,100.41401299,100.66405041,234697.1029,block
1704076800000,SYN_MELODY,5m,100.66405041,100.94994331,100.49777112,100.76495627,234498.2981,block
1704077100000,SYN_MELODY,5m,100.76495627,101.03906439,100.58313518,100.86926705,234197.7524,block
1704077400000,SYN_MELODY,5m,100.86926705,101.1328243,100.67251034,100.97759857,233842.1725,block
1704077700000,SYN_MELODY,5m,100.97759857,101.232484,100.76774457,101.08997754,233485.3102,block
1704078000000,SYN_MELODY,5m,101.08997754,101.33856268,100.86994636,101.20584126,233219.3403,block
1704078300000,SYN_MELODY,5m,101.20584126,101.45082725,100.97939428,101.32411734,233425.8093,block
1704078600000,SYN_MELODY,5m,101.32411734,101.56837105,101.09554609,101.44337267,233501.8968,block
