axis;inner_effect_state;mcm_preview_symbol;signature_label;world_count;worlds;total_count;world_relative_ratio_sum;recoupling_balance;stdev_recoupling_balance;avg_mcm_rekopplung_quality;avg_mcm_strain_quality;avg_mcm_carry_quality;avg_rezeptor_field_intake_pressure;avg_axis_z;avg_perception_adaptation_potential;avg_perception_visual_focus_tendency;avg_perception_visual_distance_tendency;avg_perception_auditory_listen_tendency;avg_perception_auditory_softening_tendency;avg_perception_felt_distance_tendency
sehen_fokus;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;1519;0.1519911947168301;0.5553983854509545;0.0;0.7196680223831468;0.13798696576695194;0.551698853851218;0.10513068466096116;1.0795126833443056;0.1170828551678736;0.6742601540487163;0.25381075576036866;0.8240756793943383;0.1759243206056616;0.1425174970375247
hoeren_hin;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;1460;0.14608765259155493;0.5778622231164384;0.0;0.7252859630136986;0.13214805479452055;0.5638430342465753;0.06110274041095891;0.9042921493150685;0.112864098630137;0.6518212952054795;0.32077394520547947;0.8859199684931507;0.11408003150684932;0.13746232328767125
sehen_abstand;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;891;0.08915349209525715;0.5237643515712682;0.0;0.7067386958473625;0.15517632098765433;0.5431584421997756;0.11119209315375982;1.0429806251402918;0.1425536026936027;0.6270140381593714;0.45307497081930415;0.7956058047138047;0.2043941952861953;0.19583084399551068
sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;664;0.06643986391835101;0.45761707115963857;0.0;0.6755910978915662;0.18564952259036144;0.505100343373494;0.12929801656626505;1.7584112635542168;0.1579337424698795;0.6168353087349397;0.5269406957831325;0.7621083087349397;0.23789169126506024;0.24121430572289157
hoeren_leise;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;450;0.04502701620972584;0.47982173944444445;0.0;0.6968607155555555;0.17017478;0.5255101444444444;0.18745678444444444;1.0449209533333332;0.15687960444444443;0.6233218666666667;0.36923825555555556;0.6693355622222222;0.3306644377777778;0.2276895177777778
hoeren_hin;inner_effect_stable;dio_mcm_episode_1hdpu9s;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;398;0.03982389433660196;0.5819882462311557;0.0;0.7276079522613065;0.13120570854271357;0.5652761306532663;0.05765598994974874;0.9320858015075376;0.11038480402010051;0.6534113190954773;0.30981323869346733;0.8890082261306532;0.11099177386934674;0.12617997738693468
ausgeglichen;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;377;0.03772263358014809;0.531849050397878;0.0;0.7161002466843501;0.15506393103448277;0.5621652811671087;0.11674906100795755;0.22985231564986738;0.13079261803713527;0.6414131989389921;0.3315873156498674;0.7889605702917771;0.21103942970822281;0.16889825729442973
feldinput;inner_effect_stable;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;356;0.035621372823694215;0.4604922155898876;0.0;0.6906605786516854;0.17697099719101123;0.5133089073033708;0.2127894634831461;1.133689915730337;0.1512636264044944;0.6241462724719101;0.3189276151685393;0.682377154494382;0.317622845505618;0.22685912078651685
sehen_fokus;inner_effect_stable;dio_mcm_episode_1hdpu9s;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;343;0.03432059235541325;0.5595791472303207;0.0;0.7204094169096209;0.13616443731778427;0.5491527405247814;0.09866332944606414;1.0209937580174926;0.11318131778425657;0.6724771341107872;0.24339088046647234;0.8344275160349854;0.1655724839650146;0.12714089795918368
feldinput;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;225;0.02251350810486292;0.3582648255555555;0.0;0.6516015777777777;0.22194737333333334;0.4633085911111111;0.28555751555555553;2.085089751111111;0.17301948;0.6104148355555555;0.33054015555555555;0.5848486666666667;0.4151513333333333;0.2936285244444444
hoeren_hin;inner_effect_stable;dio_mcm_episode_1rxdw4p;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;203;0.02031218731238743;0.5845760603448277;0.0;0.7291229162561577;0.13049075862068965;0.5681463399014779;0.056224389162561575;0.9728852610837438;0.10939363546798028;0.6533850837438423;0.31003964532019707;0.89354160591133;0.10645839408866994;0.12229148768472906
sehen_fokus;inner_effect_stable;dio_mcm_episode_1rxdw4p;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;173;0.017310386231739045;0.5635690852601155;0.0;0.723091450867052;0.13556129479768786;0.5553433583815028;0.09584428323699423;1.0088821213872832;0.11099394797687862;0.6721081040462428;0.23039406358381503;0.8390055317919075;0.1609944682080925;0.12291617341040462
hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;151;0.015109065439263557;0.41755494205298016;0.0;0.6703633178807947;0.20008167549668876;0.4954607483443708;0.21090680132450332;1.3658039337748344;0.16551890066225167;0.619028178807947;0.37395968211920527;0.6336810463576159;0.36631895364238415;0.25937631125827815
ausgeglichen;inner_effect_stable;dio_mcm_episode_1hdpu9s;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;149;0.014908945367220332;0.5381371308724832;0.0;0.7178484496644295;0.1505966711409396;0.5596674429530202;0.11645859060402683;0.22608242281879196;0.12940474496644294;0.6421302818791946;0.3217737181208054;0.7885778456375838;0.2114221543624161;0.16257959060402685
fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;138;0.01380828497098259;0.3833586141304348;0.0;0.6502548768115942;0.21463261594202898;0.4670533768115942;0.20905458695652174;1.6928963550724638;0.17313478260869566;0.6073996014492754;0.43788621014492757;0.6413544130434782;0.3586455869565217;0.29457134782608696
feldinput;inner_effect_stable;dio_mcm_episode_1hdpu9s;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;133;0.013307984790874524;0.45695097368421056;0.0;0.6867647819548872;0.17729759398496242;0.5017777593984962;0.21006485714285714;1.0980673157894738;0.14914199248120302;0.618265015037594;0.3088396917293233;0.6894918045112782;0.3105081954887218;0.22496090977443609
sehen_abstand;inner_effect_stable;dio_mcm_episode_1hdpu9s;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;133;0.013307984790874524;0.5240494172932332;0.0;0.7078625714285715;0.15513844360902257;0.5407621503759399;0.11469884210526315;0.757050022556391;0.1400466015037594;0.629123962406015;0.4235536315789474;0.7893086766917293;0.21069132330827067;0.1861182030075188
hoeren_leise;inner_effect_stable;dio_mcm_episode_1hdpu9s;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;132;0.013207924754852912;0.46993184659090914;0.0;0.69133575;0.17314333333333334;0.5109342424242425;0.19304228030303028;1.0752250909090908;0.1562113106060606;0.6115182575757576;0.3500704393939394;0.665968356060606;0.33403164393939394;0.23337425
sehen_fokus;inner_effect_stable;dio_mcm_episode_1jwnjz4;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;109;0.010906543926355813;0.5571498830275229;0.0;0.7222679266055045;0.13858132110091742;0.5607496697247706;0.10614688990825687;1.100531504587156;0.11790087155963304;0.6749005779816513;0.25410316513761466;0.8194342018348624;0.1805657981651376;0.14399540366972477
feldinput;inner_effect_stable;dio_mcm_episode_1rxdw4p;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;99;0.009905943566139684;0.4527338863636364;0.0;0.6855888080808081;0.17830254545454546;0.49786322222222223;0.21820950505050507;1.2045538787878787;0.15174507070707072;0.6098256060606061;0.31120766666666666;0.6784451818181818;0.3215548181818182;0.23391715151515152
ausgeglichen;inner_effect_stable;dio_mcm_episode_1rxdw4p;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;87;0.008705223133880328;0.5340490545977011;0.0;0.7173148045977011;0.15317583908045976;0.560762183908046;0.12035964367816092;0.24084845977011493;0.13045;0.6403469540229886;0.3245596551724138;0.785029988505747;0.21497001149425285;0.16546059770114943
hoeren_hin;inner_effect_stable;dio_mcm_episode_1jwnjz4;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;82;0.008204922953772264;0.5826015762195121;0.0;0.7280481463414634;0.13063775609756098;0.571782756097561;0.05923525609756097;0.9146018780487805;0.113108;0.6512669756097561;0.32565068292682925;0.8870655243902439;0.11293447560975609;0.13772684146341463
hoeren_leise;inner_effect_stable;dio_mcm_episode_1rxdw4p;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;77;0.007704622773664198;0.48127055194805196;0.0;0.6966044155844155;0.16895096103896104;0.5177622857142857;0.18553161038961039;0.99165;0.15348236363636364;0.6113682987012987;0.3405208701298701;0.6752547012987012;0.3247452987012987;0.22796466233766233
hoeren_hin;inner_effect_stable;dio_mcm_episode_1jx2k4i;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;72;0.007204322593556134;0.5644494861111112;0.0;0.7109158472222222;0.13176488888888888;0.5218733194444445;0.05880588888888889;0.9252041805555555;0.11093638888888889;0.6524375277777777;0.3131551805555556;0.8882435833333333;0.11175641666666666;0.12777790277777779
sehen_fokus;inner_effect_stable;dio_mcm_episode_1jx2k4i;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;70;0.007004202521512908;0.5285966249999999;0.0;0.6988175714285714;0.14426254285714285;0.49344389999999994;0.10383361428571429;1.0517080571428572;0.11558919999999999;0.6734129714285715;0.2492584;0.8273976857142857;0.1726023142857143;0.136014
hoeren_hin;inner_effect_stable;dio_mcm_episode_1hs3jsa;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;56;0.005603362017210326;0.5817460714285715;0.0;0.7296990178571429;0.13276926785714285;0.5708110178571428;0.06073471428571429;0.9463699464285715;0.10997385714285714;0.6537751607142858;0.31256317857142857;0.8905953928571428;0.10940460714285714;0.12100466071428571
sehen_abstand;inner_effect_stable;dio_mcm_episode_1rxdw4p;einzelspur;1;SOL_2023_POSITIVE_EXPANSION_10K;56;0.005603362017210326;0.5264399464285714;0.0;0.7091253035714286;0.15440458928571427;0.5466131428571429;0.11312307142857143;0.6837105714285715;0.13863214285714284;0.6297305714285715;0.41598158928571427;0.7925221785714286;0.20747782142857144;0.18284608928571427
